交易標的,土地區段位置/建物區段門牌,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,屋齡,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位總價(元),移轉編號
transaction sign,land sector position building sector house number plate,transaction year month and day,transaction pen number,shifting level,total floor number,building state,room age,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth total price NTD,
房地(土地+建物),雲林縣斗南鎮民生路61~90號,1090520,土地1建物1車位0,一層，夾層,九層,華廈(10層含以下有電梯),27,70.71,4,1,2,有,有,2300000,32527,0,0001
房地(土地+建物),民生路61~90號,1090820,土地1建物1車位0,一層，夾層,九層,華廈(10層含以下有電梯),27,70.71,3,1,2,有,有,2460000,34790,0,0001
房地(土地+建物),雲林縣西螺鎮正興里興農西路130巷31~60號,1030703,土地1建物1車位0,全,三層,透天厝,6,215.95,4,2,3,有,無,9200000,42602,0,0002
房地(土地+建物),興農西路130巷31~60號,1090803,土地1建物1車位0,全,三層,透天厝,6,215.95,5,3,3,有,無,10800000,50012,0,0002
土地,竹寮段391~420地號,1090717,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,148050,2100,0,0003
土地,竹寮段391~420地號,1090717,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,148050,2100,0,0003
土地,竹寮段391~420地號,1090717,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,148050,2100,0,0003
土地,竹寮段391~420地號,1090717,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,148050,2100,0,0003
土地,竹寮段391~420地號,1090717,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,148050,2100,0,0003
房地(土地+建物),雲林縣北港鎮文仁路86巷1~30號,1010931,土地2建物1車位0,全,二層,透天厝,34,128.63,3,1,2,有,無,2860000,22234,0,0004
房地(土地+建物),文仁路86巷1~30號,1090731,土地2建物1車位0,全,二層,透天厝,34,128.63,4,2,3,有,無,4000000,31097,0,0004
土地,鹿場段91~120地號,1090818,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,1170000,470,0,0005
