鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
屏東市,房地(土地+建物),建國新村35巷1~30號,70.0,住,,,1090420,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1090220,154.67,5,2,5,有,無,10500000,67886,,0.0,0,1、一樓後方空地增建一樓至四樓,RPUOMLSLQHPFFAT48DA,154.67,0.0,0.0,無,
屏東市,房地(土地+建物),清寧街133巷1~30號,70.83,住,,,1090724,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0831215,114.05,4,2,5,有,無,6200000,54362,,0.0,0,頂樓加蓋;其他增建;,RPTOMLRJRHPFFAT18DA,104.28,4.53,5.24,無,
萬丹鄉,房地(土地+建物),寶田路571~600號,1363.33,,特定農業區,農牧用地,1090825,土地1建物1車位0,全,一層,透天厝,見其他登記事項,見其他登記事項,0980213,219.33,0,0,0,無,無,3720000,16961,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPSOMLSJRHPFFAT18DA,219.33,0.0,0.0,無,
屏東市,房地(土地+建物)+車位,公裕街241~270號,18.79,住,,,1090822,土地2建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0830412,127.78,3,1,2,有,有,4750000,37173,坡道平面,0.0,0,,RPPNMLTJRHPFFAT87DA,75.38,1.11,9.48,有,0001
萬丹鄉,房地(土地+建物),社中路31巷1~30號,84.89,,鄉村區,乙種建築用地,1090812,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0830325,152.8,3,1,3,有,無,4350000,28469,,0.0,0,,RPRNMLTJRHPFFAT08DA,131.91,1.92,18.97,無,0002
長治鄉,房地(土地+建物),三座巷16弄1~30號,82.28,住,,,1090821,土地4建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0820630,179.39,5,2,4,有,無,4200000,23413,,0.0,0,含土地增值稅或其他稅費;含仲介費;含地政士服務費;,RPSNMLTJRHPFFAT18DA,167.14,7.81,4.44,無,0003
萬丹鄉,土地,萬惠段271~300地號,96.0,住,,,1090901,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1550000,16146,,0.0,0,,RPUNMLTJRHPFFAT38DA,0.0,0.0,0.0,無,
長治鄉,房地(土地+建物),自強巷2弄1~30號,150.93,,鄉村區,乙種建築用地,1090815,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1090306,190.54,5,2,3,有,無,8770000,46027,,0.0,0,,RPSNMLSJRHPFFAT08DA,176.95,0.0,13.59,無,
屏東市,房地(土地+建物)+車位,清世街121~150號,47.74,住,,,1090720,土地1建物1車位1,二層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1090317,134.96,3,2,2,有,有,7000000,51867,一樓平面,0.0,0,,RPTOMLTJRHPFFAT38DA,82.14,0.0,11.19,有,
屏東市,車位,清世街121~150號,0.0,,,,1090720,土地0建物0車位1,,,其他,,,,22.48,0,0,0,有,無,400000,,一樓平面,0.0,400000,僅車位交易;,SPTOMLTJRHPFFAT48DA,0.0,0.0,0.0,無,
屏東市,房地(土地+建物)+車位,大同北路211~240號,32.74,住,,,1090805,土地1建物1車位1,一層，二層，三層,九層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0840613,157.51999999999998,4,2,3,有,無,4700000,29837,坡道平面,0.0,0,,RPVOMLTJRHPFFAT58DA,99.94,5.25,5.25,無,0004
高樹鄉,房地(土地+建物),田中路1~30號,808.18,,鄉村區,乙種建築用地,1090620,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0830112,179.74,4,2,2,有,無,5200000,28931,,0.0,0,1.本案土地地號:新南段545547-1，建號1492.本案買賣價款520萬元，包含547-1地號土地，權利範圍1/2，價款20萬元頂樓加蓋;其他增建;,RPPNMLOJRHPFFBT47DA,163.9,6.05,9.79,無,0005
鹽埔鄉,土地,新莊段1021~1050地號,5029.48,,一般農業區,農牧用地,1090814,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9592000,1907,,0.0,0,,RPTNMLRJRHPFFBT18DA,0.0,0.0,0.0,無,
鹽埔鄉,土地,永隆段871~900地號,1721.57,,一般農業區,農牧用地,1090724,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1500000,871,,0.0,0,雙方協議折讓新台幣參拾參萬元整,RPQNMLLKRHPFFBT37DA,0.0,0.0,0.0,無,0006
內埔鄉,房地(土地+建物),勝利路257巷9弄1~30號,74.24,都市：其他:住宅區,,,1090822,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0800509,129.06,4,2,3,有,無,3300000,25570,,0.0,0,頂樓加蓋;其他增建;未登記建物;,RPOPMLOLQHPFFCT77DA,129.06,0.0,0.0,無,
萬巒鄉,土地,萬和段1081~1110地號,96.9,都市：其他:商業區,,,1090816,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,800000,8256,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;未登記建物;,RPUNMLSLQHPFFCT58DA,0.0,0.0,0.0,無,
竹田鄉,土地,新勢段1111~1140地號,1230.0,,特定農業區,農牧用地,1090902,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1950000,1585,,0.0,0,,RPSOMLMJRHPFFCT77DA,0.0,0.0,0.0,無,
內埔鄉,房地(土地+建物),光明路292巷31~60號,129.89,,,,1090729,土地2建物1車位0,全,四層,透天厝,見其他登記事項,見其他登記事項,1080125,290.47,7,2,8,有,無,16500000,56804,,0.0,0,,RPTNMLOJRHPFFCT97DA,271.44,0.0,19.03,無,
潮州鎮,房地(土地+建物),大同路31~60號,70.56,都市：其他:住宅區,,,1090728,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0720930,140.22,5,2,2,有,無,4500000,32092,,0.0,0,,RPVNMLRJRHPFFCT48DA,140.22,0.0,0.0,無,
內埔鄉,土地,新埔段1771~1800地號,271.0,都市：其他:農業區,,,1090807,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1875000,6919,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPVNMLSJRHPFFCT58DA,0.0,0.0,0.0,無,0007
內埔鄉,房地(土地+建物),昭勝路223巷61~90號,63.92,都市：其他:住宅區,,,1090828,土地3建物1車位0,全,二層,透天厝,住家用,加強磚造,0760127,76.76,3,1,2,有,無,3000000,39083,,0.0,0,,RPXNMLSJRHPFFCT78DA,76.76,0.0,0.0,無,0008
內埔鄉,房地(土地+建物),福泰路211~240號,105.53,,鄉村區,乙種建築用地,1090805,土地2建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0840804,141.66,4,1,3,有,無,3500000,24707,,0.0,0,,RPOOMLSJRHPFFCT97DA,121.46,4.42,15.78,無,
內埔鄉,房地(土地+建物),昭勝路223巷1~30號,36.17,都市：其他:住宅區,,,1090828,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0840124,53.75,4,2,3,有,無,2500000,46512,,0.0,0,,RPPNMLTJRHPFFCT08DA,41.62,9.63,2.5,無,
潮州鎮,房地(土地+建物),永康路301~330號,47.5,都市：其他:市場用地,,,1090526,土地2建物1車位0,全,二層,透天厝,商業用,加強磚造,0680703,72.1,0,0,0,無,無,2500000,34674,,0.0,0,,RPTNMLTJRHPFFCT48DA,72.1,0.0,0.0,無,
新埤鄉,土地,南岸段31~60地號,3133.0,,一般農業區,農牧用地,1090827,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2745500,876,,0.0,0,,RPUNMLKKRHPFFCT77DA,0.0,0.0,0.0,無,
潮州鎮,房地(土地+建物),太平路451~480號,135.93,,鄉村區,乙種建築用地,1090707,土地2建物1車位0,全,四層,透天厝,見其他登記事項,見其他登記事項,0950815,213.38,6,1,4,有,無,8000000,37492,,0.0,0,,RPVNMLKKRHPFFCT87DA,191.69,0.0,21.69,無,0009
內埔鄉,土地,新埔段211~240地號,2040.0,,特定農業區,農牧用地,1090718,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4000000,1961,,0.0,0,2親等兄弟間買賣親友、員工、共有人或其他特殊關係間之交易;農作物;農業設施;,RPWNMLKKRHPFFCT97DA,0.0,0.0,0.0,無,
新園鄉,土地,上烏龍段,282.96,,河川區,農牧用地,1090515,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,481024,1700,,0.0,0,協議價購;,RPTNMLOKPHPFFDT97DA,0.0,0.0,0.0,無,
新園鄉,土地,上烏龍段511~540地號,102.44,,河川區,農牧用地,1090515,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,174140,1700,,0.0,0,協議價購;,SPTNMLOKPHPFFDT08DA,0.0,0.0,0.0,無,
新園鄉,土地,上烏龍段511~540地號,960.89,,河川區,農牧用地,1090515,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1633514,1700,,0.0,0,本案係政府價購私有土地協議價購;,RPUNMLOKPHPFFDT08DA,0.0,0.0,0.0,無,
新園鄉,土地,港西段931~960地號,701.69,,河川區,農牧用地,1090515,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,680642,970,,0.0,0,本案係政府價購私有土地協議價購;,RPWOMLOKPHPFFDT38DA,0.0,0.0,0.0,無,
新園鄉,土地,港西段841~870地號,3277.19,,河川區,農牧用地,1090515,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3113332,950,,0.0,0,本案係政府價購私有土地協議價購;,RPXOMLOKPHPFFDT48DA,0.0,0.0,0.0,無,
新園鄉,土地,港西段991~1020地號,114.83,,河川區,農牧用地,1090515,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,160770,1400,,0.0,0,本案係政府價購私有土地協議價購;,RPTPMLOKPHPFFDT18DA,0.0,0.0,0.0,無,
