鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
竹北市,房地(土地+建物)+車位,長青路一段361~390號,31.83,,鄉村區,乙種建築用地,1090726,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090416,143.45000000000002,3,2,2,有,有,8550000,65208,坡道平面,26.9,950000,,RPVPMLOJQHPFFBJ17DA,75.47,0.0,6.46,有,
新埔鎮,房地(土地+建物),褒忠路89巷21弄1~30號,3726.59,,山坡地保育區,農牧用地,1090702,土地12建物1車位0,一層，二層，三層,三層,農舍,農舍,鋼筋混凝土造,1040806,300.02,5,3,6,有,有,25500000,,,0.0,0,,RPROMLOLQHPFFBJ86DA,242.93,0.0,57.09,無,
竹北市,房地(土地+建物)+車位,長青路一段361~390號,31.83,,鄉村區,乙種建築用地,1090826,土地1建物1車位1,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090416,143.45000000000002,3,2,2,有,有,7880000,59030,一樓平面,26.9,1000000,,RPQQMLRLQHPFFBJ27DA,75.47,0.0,6.46,有,
竹北市,房地(土地+建物),嘉豐十路1~30號,5.6,都市：其他:第二種商業區,,,1090722,土地1建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0970321,46.370000000000005,1,1,1,有,有,4100000,88419,,0.0,0,夾層;,RPVPMLSLQHPFFBJ77DA,30.29,1.58,0.0,有,0001
竹北市,車位,嘉豐六路二段61~90號,1.55,都市：其他:住宅區,,,1081024,土地1建物1車位1,一層,十四層,其他,商業用,鋼筋混凝土造,0980106,31.330000000000002,0,0,0,有,有,600000,,坡道平面,31.33,600000,僅車位交易;,RPSNMLLJRHPFFBJ09DA,0.0,0.0,0.0,有,0002
竹北市,土地,國義段151~180地號,226.08,都市：其他:第一種住宅區,,,1090725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,27700000,122523,,0.0,0,,RPQPMLOJRHPFFBJ76DA,0.0,0.0,0.0,無,0003
竹北市,房地(土地+建物)+車位,十興二街121~150號,28.79,都市：其他:第一種住宅區,,,1090814,土地1建物1車位2,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050729,189.3,3,2,2,有,有,14600000,77126,坡道平面,54.16,0,,RPURMLRJRHPFFBJ67DA,79.21,6.68,4.68,有,0004
竹北市,房地(土地+建物)+車位,莊敬三路241~270號,14.83,都市：其他:第二種商業區,,,1090718,土地1建物1車位1,十七層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040417,185.48000000000002,3,2,2,有,有,14400000,77636,坡道平面,0.0,0,,RPUSMLRJRHPFFBJ77DA,97.01,0.0,9.68,有,0005
新埔鎮,土地,汶水坑段1801~1830地號,576.33,,山坡地保育區,丙種建築用地,1090813,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5800000,10064,,0.0,0,,RPOTMLRJRHPFFBJ27DA,0.0,0.0,0.0,無,0006
