交易標的,土地區段位置/建物區段門牌,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,屋齡,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位總價(元),移轉編號
transaction sign,land sector position building sector house number plate,transaction year month and day,transaction pen number,shifting level,total floor number,building state,room age,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth total price NTD,
房地(土地+建物),高雄市鼓山區美術東六街91~120號,1070609,土地1建物1車位0,十五層,十五層,套房(1房1廳1衛),14,68.01,0,0,1,無,有,3100000,46104,0,00001
房地(土地+建物),美術東六街91~120號,1090809,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),14,68.01,1,1,1,有,有,3300000,48522,0,00001
房地(土地+建物)+車位,高雄市鼓山區美術東八街1~30號,1061002,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),8,152.07,3,2,2,有,有,10380000,68258,0,00002
房地(土地+建物)+車位,美術東八街1~30號,1090702,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),8,152.07,3,2,2,有,有,10700000,70362,0,00002
房地(土地+建物),高雄市鼓山區龍勝路91~120號,1051206,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),15,96.66,3,2,1,有,有,5000000,51728,0,00003
房地(土地+建物),龍勝路91~120號,1090806,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),15,96.66,2,2,1,有,有,6590000,68177,0,00003
房地(土地+建物),高雄市鼓山區富農路91~120號,1030231,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),15,90.83,2,2,1,有,有,6100000,67158,0,00004
房地(土地+建物),高雄市鼓山區富農路91~120號,1080231,土地0建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),15,90.83,2,2,1,有,有,6300000,69360,0,00004
房地(土地+建物),富農路91~120號,1090731,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),15,90.83,2,2,1,有,有,6750000,74315,0,00004
房地(土地+建物)+車位,高雄市鼓山區美術南二路31~60號,1090316,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),12,85.44,2,1,1,有,有,5700000,66713,0,00005
房地(土地+建物)+車位,美術南二路31~60號,1090816,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),12,85.44,2,2,1,有,有,6350000,74321,0,00005
房地(土地+建物)+車位,高雄市鼓山區龍水里青海路31~60號,1020822,土地1建物1車位1,八層,二十四層,住宅大樓(11層含以上有電梯),7,242.26999999999998,3,1,2,有,有,17000000,70170,0,00006
房地(土地+建物)+車位,青海路31~60號,1090822,土地1建物1車位1,八層,二十四層,住宅大樓(11層含以上有電梯),7,242.26999999999998,3,2,2,有,有,18380000,75866,0,00006
房地(土地+建物)+車位,高雄市前金區河東路1~30號,1080107,土地2建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),-1,145.39,3,2,2,有,有,6800000,46771,0,00007
