交易標的,土地區段位置/建物區段門牌,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,屋齡,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位總價(元),移轉編號
transaction sign,land sector position building sector house number plate,transaction year month and day,transaction pen number,shifting level,total floor number,building state,room age,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth total price NTD,
土地,豐川段1081~1110地號,1080130,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,3400000,3032,0,001
土地,豐川段1081~1110地號,1090730,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,4200000,3745,0,001
房地(土地+建物),臺東縣臺東市更生路552巷14弄1~30號,1030420,土地1建物1車位0,全,二層,透天厝,40,91.38,3,2,3,有,無,3580000,39177,0,002
房地(土地+建物),臺東縣臺東市更生路552巷14弄1~30號,1070320,土地1建物1車位0,全,二層,透天厝,40,91.38,3,1,1,有,無,4260000,46619,0,002
房地(土地+建物),臺東縣臺東市更生路552巷14弄1~30號,1071120,土地1建物1車位0,全,二層,透天厝,40,91.38,3,1,2,有,無,4580000,50120,0,002
房地(土地+建物),更生路552巷14弄1~30號,1090720,土地1建物1車位0,全,二層,透天厝,40,91.38,3,2,2,有,無,5400000,59094,0,002
土地,萬福段871~900地號,1090404,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,13890000,2024,0,003
土地,萬福段871~900地號,1090904,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,2700000,1970,0,003
房地(土地+建物),臺東縣臺東市大同路76巷1~30號,1050321,土地1建物1車位0,全,二層,透天厝,42,80.07,3,2,2,有,無,4600000,57450,0,004
房地(土地+建物),大同路76巷1~30號,1090821,土地1建物1車位0,全,二層,透天厝,42,80.07,4,0,4,有,無,5900000,73686,0,004
房地(土地+建物),臺東縣臺東市中華路二段41巷4弄1~30號,1020130,土地1建物1車位0,全,一層,透天厝,50,77.88,1,1,1,有,無,400000,15267,0,005
房地(土地+建物),中華路二段41巷4弄1~30號,1090830,土地3建物3車位0,全,一層,透天厝,50,77.88,1,1,1,有,無,2500000,32101,0,005
房地(土地+建物),臺東縣臺東市蘭州街116巷1~30號,1080731,土地1建物1車位0,一層,一層,其他,46,46.92,0,0,0,無,無,2000000,42626,0,006
房地(土地+建物),蘭州街116巷1~30號,1090831,土地1建物1車位0,全,一層,透天厝,46,46.92,4,2,1,有,無,3500000,74595,0,006
房地(土地+建物),臺東縣臺東市臺東市清海路四段421~450號,1011229,土地2建物1車位0,全,一層,透天厝,-1,22.95,2,2,2,有,無,1700000,74074,0,007
房地(土地+建物),臺東縣臺東市青海路四段421~450號,1020129,土地2建物1車位0,一層，騎樓,一層,店面(店鋪),-1,22.95,2,2,2,有,無,2000000,87146,0,007
房地(土地+建物),青海路四段421~450號,1090829,土地2建物1車位0,全,一層,透天厝,-1,22.95,2,2,2,有,無,2900000,126362,0,007
房地(土地+建物),臺東縣臺東市卑南里更生北路277巷1~30號,1041226,土地2建物1車位0,全,三層,透天厝,5,252.28,5,2,5,有,無,9000000,35675,0,008
房地(土地+建物),更生北路277巷1~30號,1090626,土地2建物1車位0,全,三層,透天厝,5,252.28,5,2,5,有,無,10690000,42374,0,008
房地(土地+建物),福建路1~30號,1090710,土地1建物1車位0,全,二層,透天厝,-1,110.95,1,2,2,有,無,1000000,9013,0,009
房地(土地+建物),福建路1~30號,1090710,土地1建物1車位0,全,二層,透天厝,-1,110.95,1,2,2,有,無,250000,9012,0,009
房地(土地+建物),臺東縣臺東市仁七街95巷1~30號,1031128,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),27,33.5,1,1,1,有,有,1000000,30562,0,011
房地(土地+建物),仁七街95巷1~30號,1090828,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),27,33.5,1,1,1,有,有,1500000,44776,0,011
房地(土地+建物),臺東縣臺東市更生北路841~870號,1081002,土地1建物1車位0,全,三層,透天厝,5,239.05,6,2,2,有,無,9800000,40996,0,012
房地(土地+建物),更生北路841~870號,1090902,土地1建物1車位0,全,三層,透天厝,5,239.05,4,2,5,有,無,10600000,44342,0,012
土地,岩灣段391~420地號,1030918,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,46220000,37205,0,013
土地,岩灣段391~420地號,1090818,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,89600000,45375,0,013
土地,錦園段691~720地號,1090820,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,2210,440,0,014
土地,錦園段691~720地號,1091020,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,2210,440,0,014
土地,福原段901~930地號,1051221,土地10建物0車位0,,,其他,-1,0.0,0,0,0,有,無,2440000,3934,0,015
