鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
安樂區,房地(土地+建物)+車位,麥金路1~30號,21.12,都市：其他:住宅區,,,1090723,土地3建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811216,168.24,3,2,2,有,有,7500000,44579,坡道平面,0.0,0,含土地增值稅或其他稅費90993元;含地政士服務費15000元;親友、員工、共有人或其他特殊關係間之交易;,RPTNMLOKRHPFFCC09EA,134.26,0.0,10.74,有,
中山區,房地(土地+建物),中山一路73巷1~30號,24.6,都市：其他:住宅區,,,1090818,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0860703,89.64,3,2,1,有,無,5000000,55779,,0.0,0,,RPUNMLOKRHPFFCC56EA,64.08,3.01,8.24,無,
中山區,房地(土地+建物),德安路91~120號,19.12,都市：其他:住宅區(住二),,,1090709,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680511,46.75,7,0,3,有,無,1800000,38503,,0.0,0,陽台外推;頂樓加蓋;,RPTOMLOKRHPFFCC56EA,46.75,0.0,0.0,無,0016
安樂區,房地(土地+建物),中和路168巷9弄31~60號,20.32,都市：其他:住宅區(住三),,,1090827,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840117,78.83000000000001,2,2,1,有,無,2300000,29177,,0.0,0,,RPTOMLLLQHPFFCC88EA,61.15,1.1,5.93,無,
七堵區,土地,大華段1141~1170地號,50.0,,,,1090722,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2933500,58670,,0.0,0,未登記建物;政府機關標讓售;,RPVOMLOKRHPFFCC76EA,0.0,0.0,0.0,無,
七堵區,房地(土地+建物),光明路1~30號,36.29,都市：其他:商業區(商三),,,1090715,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1071206,165.17,3,2,2,有,有,14000000,84761,,0.0,0,,RPQPMLLMQHPFFCC68DA,95.1,6.58,10.53,有,
安樂區,房地(土地+建物),中和路85巷1~30號,22.48,都市：其他:道路用地,,,1090801,土地7建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860508,85.84,4,2,2,有,有,3800000,44268,,0.0,0,夾層;,RPUNMLLKQHPFFCC68DA,61.15,0.88,8.3,有,
暖暖區,房地(土地+建物),八堵路185巷61~90號,25.46,都市：其他:道路用地,,,1090731,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721006,91.08,3,2,2,有,無,3300000,36232,,0.0,0,其他增建;,RPVNMLLKRHPFFCC88DA,88.81,0.0,2.27,無,0017
安樂區,房地(土地+建物),武聖街121~150號,30.0,都市：其他:住宅區,,,1090810,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790523,119.39999999999999,2,2,1,有,無,3500000,29313,,0.0,0,,RPWNMLLKRHPFFCC98DA,92.88,0.0,20.22,無,
暖暖區,房地(土地+建物),暖暖街197巷1~30號,25.84,都市：其他:住宅區(住三),,,1090823,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700902,80.5,2,2,1,有,無,3200000,39752,,0.0,0,,RPXNMLLKRHPFFCC09DA,80.5,0.0,0.0,無,0018
