交易標的,土地區段位置/建物區段門牌,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,屋齡,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位總價(元),移轉編號
transaction sign,land sector position building sector house number plate,transaction year month and day,transaction pen number,shifting level,total floor number,building state,room age,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth total price NTD,
房地(土地+建物),金門縣金寧鄉環島西路二段901巷1弄31~60號,1080127,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),2,114.85000000000001,3,2,2,有,無,5800000,50501,0,001
房地(土地+建物),金門縣金寧鄉環島西路二段901巷1弄31~60號,1090427,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),2,114.85000000000001,3,1,4,有,無,5500000,47889,0,001
房地(土地+建物),環島西路二段901巷1弄31~60號,1090727,土地1建物2車位0,三層,三層,公寓(5樓含以下無電梯),2,114.85000000000001,3,1,4,有,無,5500000,47889,0,001
土地,官嶼劃段181~210地號,1090917,土地8建物0車位0,,,其他,-1,0.0,0,0,0,有,無,5400000,1169,0,002
土地,官嶼劃段181~210地號,1091117,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,1350000,2564,0,002
土地,古坵段991~1020地號,1070105,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,9166550,28735,0,003
土地,古坵段841~870地號,1090805,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,20726550,28047,0,003
土地,蔡厝劃測段211~240地號,1040818,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,4200000,4259,0,004
土地,蔡厝劃測段211~240地號,1090418,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,3500000,3549,0,004
土地,蔡厝劃測段211~240地號,1090918,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,3500000,3549,0,004
土地,士校段1111~1140地號,1081118,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,3024000,14000,0,005
土地,士校段1111~1140地號,1090118,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,3180000,14722,0,005
土地,士校段1111~1140地號,1090218,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,3300000,15278,0,005
土地,士校段1111~1140地號,1090918,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,3450000,15972,0,005
房地(土地+建物)+車位,金門縣金寧鄉下堡91~120號,1030308,土地1建物1車位1,三層,三層,公寓(5樓含以下無電梯),7,140.04,3,2,2,有,有,6700000,47843,0,006
房地(土地+建物)+車位,下堡91~120號,1090908,土地1建物1車位1,三層,三層,公寓(5樓含以下無電梯),7,140.04,3,2,2,有,有,6700000,47843,0,006
房地(土地+建物),金門縣金寧鄉環島西路二段901巷1弄31~60號,1080125,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),2,114.85000000000001,3,2,2,有,無,5800000,50501,0,007
房地(土地+建物),金門縣金寧鄉環島西路二段901巷1弄31~60號,1090525,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),2,114.85000000000001,3,1,4,有,無,5500000,47889,0,007
房地(土地+建物),環島西路二段901巷1弄31~60號,1090825,土地1建物2車位0,二層,三層,公寓(5樓含以下無電梯),2,114.85000000000001,3,1,4,有,無,5280000,45973,0,007
房地(土地+建物),金門縣金寧鄉北山271~300號,1021016,土地2建物1車位0,一層，二層，屋頂突出物,二層,農舍,-1,242.76,6,3,5,有,無,11000000,,0,008
房地(土地+建物),北山271~300號,1090916,土地2建物1車位0,全,二層,透天厝,-1,242.76,6,5,2,有,無,14500000,59730,0,008
土地,小西門劃測段271~300地號,1020429,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,3600000,3502,0,009
土地,小西門劃測段271~300地號,1030429,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,950000,3276,0,009
土地,小西門劃測段271~300地號,1090929,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,2550000,8793,0,009
房地(土地+建物),金門縣金湖鎮市港三路211~240號,1050412,土地1建物1車位0,三層,八層,華廈(10層含以下有電梯),5,61.269999999999996,1,2,1,有,有,4150000,67733,0,010
房地(土地+建物),市港三路211~240號,1090812,土地1建物1車位0,三層,八層,華廈(10層含以下有電梯),5,61.269999999999996,0,0,0,無,有,3710000,60552,0,010
房地(土地+建物),金門縣金寧鄉東坑1~30號,1041015,土地2建物1車位0,一層,三層,公寓(5樓含以下無電梯),5,122.0,3,2,2,有,無,7300000,59836,0,011
房地(土地+建物),東坑1~30號,1090915,土地2建物2車位0,一層,三層,公寓(5樓含以下無電梯),5,122.0,3,2,2,有,無,7900000,64754,0,011
土地,后豐港段421~450地號,1090728,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,9183225,5245,0,012
土地,延平段721~750地號,1090928,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,15800000,8523,0,012
