交易標的,土地區段位置/建物區段門牌,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,屋齡,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位總價(元),移轉編號
transaction sign,land sector position building sector house number plate,transaction year month and day,transaction pen number,shifting level,total floor number,building state,room age,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth total price NTD,
房地(土地+建物),新竹縣竹北市嘉豐十路1~30號,1031022,土地1建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),12,46.370000000000005,1,1,1,有,有,3350000,72245,0,0001
房地(土地+建物),嘉豐十路1~30號,1090722,土地1建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),12,46.370000000000005,1,1,1,有,有,4100000,88419,0,0001
車位,嘉豐六路二段61~90號,1081024,土地1建物1車位1,一層,十四層,其他,-1,31.330000000000002,0,0,0,有,有,600000,,600000,0002
車位,嘉豐六路二段61~90號,1071124,土地1建物1車位1,一層,十四層,其他,-1,31.330000000000002,0,0,0,有,有,600000,,600000,0002
車位,嘉豐六路二段61~90號,1091024,土地1建物1車位1,一層,十四層,其他,-1,31.330000000000002,0,0,0,有,有,580000,,580000,0002
車位,嘉豐六路二段61~90號,1091224,土地1建物1車位1,一層,十四層,其他,-1,31.330000000000002,0,0,0,有,有,480000,,480000,0002
土地,國義段151~180地號,1011025,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,19450000,86031,0,0003
土地,國義段151~180地號,1090725,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,27700000,122523,0,0003
房地(土地+建物)+車位,新竹縣竹北市十興二街121~150號,1050914,土地1建物1車位2,十層,十四層,住宅大樓(11層含以上有電梯),4,189.3,3,3,2,有,有,10880000,63490,2300000,0004
房地(土地+建物)+車位,十興二街121~150號,1090814,土地1建物1車位2,十層,十四層,住宅大樓(11層含以上有電梯),4,189.3,3,2,2,有,有,14600000,77126,0,0004
房地(土地+建物)+車位,新竹縣竹北市莊敬三路241~270號,1020118,土地1建物1車位1,十七層,二十九層,住宅大樓(11層含以上有電梯),5,185.48000000000002,3,2,2,有,有,11720000,69158,950000,0005
房地(土地+建物)+車位,莊敬三路241~270號,1090718,土地1建物1車位1,十七層,二十九層,住宅大樓(11層含以上有電梯),5,185.48000000000002,3,2,2,有,有,14400000,77636,0,0005
土地,汶水坑段1801~1830地號,1081013,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,1400000,1511,0,0006
土地,汶水坑段271~300地號,1080913,土地4建物0車位0,,,其他,-1,0.0,0,0,0,有,無,4050000,3166,0,0006
土地,汶水坑段271~300地號,1090113,土地5建物0車位0,,,其他,-1,0.0,0,0,0,有,無,4600000,9537,0,0006
土地,汶水坑段1801~1830地號,1081113,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,600000,1511,0,0006
土地,汶水坑段271~300地號,1090313,土地4建物0車位0,,,其他,-1,0.0,0,0,0,有,無,5800000,5863,0,0006
土地,汶水坑段271~300地號,1090313,土地5建物0車位0,,,其他,-1,0.0,0,0,0,有,無,4550000,9715,0,0006
土地,汶水坑段271~300地號,1090313,土地5建物0車位0,,,其他,-1,0.0,0,0,0,有,無,5490000,4671,0,0006
土地,汶水坑段1801~1830地號,1090713,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,400000,1511,0,0006
土地,汶水坑段1801~1830地號,1090813,土地5建物0車位0,,,其他,-1,0.0,0,0,0,有,無,5800000,10064,0,0006
房地(土地+建物)+車位,新竹縣竹北市北新一街1~30號,1070104,土地1建物1車位1,二十一層,二十四層,住宅大樓(11層含以上有電梯),1,125.03,2,1,1,有,有,6550000,59880,750000,0007
房地(土地+建物)+車位,北新一街1~30號,1090804,土地1建物1車位1,二十一層,二十四層,住宅大樓(11層含以上有電梯),1,125.03,2,2,1,有,有,9000000,71983,0,0007
房地(土地+建物)+車位,新竹縣竹北市隘口三街211~240號,1060919,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),10,132.55,2,2,1,有,有,7400000,55828,0,0008
房地(土地+建物)+車位,隘口三街211~240號,1090819,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),10,132.55,2,2,1,有,有,9300000,70162,0,0008
房地(土地+建物)+車位,新竹縣竹北市嘉豐南路二段61~90號,1011112,土地1建物1車位2,二層,十九層,住宅大樓(11層含以上有電梯),-1,280.93,4,2,2,有,有,16380000,58306,2200000,0009
房地(土地+建物)+車位,嘉豐南路二段61~90號,1090712,土地1建物1車位2,二層,十九層,住宅大樓(11層含以上有電梯),-1,280.93,3,2,2,有,有,24000000,85431,0,0009
房地(土地+建物),新竹縣竹東鎮東寧路三段155巷1~30號,1080419,土地6建物1車位0,全,四層,透天厝,5,234.24,4,3,4,有,有,12800000,54645,0,0010
房地(土地+建物),東寧路三段155巷1~30號,1090719,土地6建物1車位0,全,四層,透天厝,5,234.24,4,2,4,有,有,12500000,53364,0,0010
房地(土地+建物)+車位,新竹縣竹東鎮二重里光明路126巷87弄61~90號,1040802,土地3建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),5,154.97,3,2,2,有,有,6540000,42202,870000,0011
房地(土地+建物)+車位,光明路126巷87弄61~90號,1090802,土地3建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),5,154.97,3,2,2,有,有,7500000,48396,0,0011
房地(土地+建物),新竹縣芎林鄉文山路131巷1~30號,1030718,土地4建物1車位0,五層,十層,套房(1房1廳1衛),15,36.82,1,0,1,有,有,980000,26616,0,0012
房地(土地+建物),文山路131巷1~30號,1090818,土地4建物1車位0,五層,十層,華廈(10層含以下有電梯),15,36.82,1,1,1,有,有,1400000,38023,0,0012
土地,油羅段571~600地號,1090322,土地4建物0車位0,,,其他,-1,0.0,0,0,0,有,無,5760000,1644,0,0013
土地,油羅段571~600地號,1090622,土地5建物0車位0,,,其他,-1,0.0,0,0,0,有,無,2300000,813,0,0013
土地,油羅段571~600地號,1090722,土地7建物0車位0,,,其他,-1,0.0,0,0,0,有,無,1000000,397,0,0013
土地,油羅段571~600地號,1090722,土地4建物0車位0,,,其他,-1,0.0,0,0,0,有,無,3000000,1505,0,0013
土地,油羅段571~600地號,1091022,土地7建物0車位0,,,其他,-1,0.0,0,0,0,有,無,4650000,2191,0,0013
土地,油羅段571~600地號,1100222,土地6建物0車位0,,,其他,-1,0.0,0,0,0,有,無,1020000,684,0,0013
房地(土地+建物)+車位,新竹縣竹東鎮長春路三段42巷1~30號,1050616,土地2建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),26,126.72,3,2,2,有,有,4200000,33144,0,0015
房地(土地+建物)+車位,長春路三段42巷1~30號,1090816,土地2建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),26,126.72,3,2,2,有,有,4800000,37879,0,0015
房地(土地+建物),永康街91~120號,1090727,土地1建物1車位0,一層,八層,華廈(10層含以下有電梯),27,95.18,3,2,2,有,有,3100000,32570,0,0016
房地(土地+建物),永康街91~120號,1090927,土地1建物1車位0,一層,八層,華廈(10層含以下有電梯),27,95.18,3,2,2,有,有,2970000,31204,0,0016
房地(土地+建物),新竹縣新豐鄉坪頂二街1~30號,1031207,土地3建物1車位0,全,四層,透天厝,6,223.87,5,2,4,有,無,12310000,54987,0,0017
房地(土地+建物),坪頂二街1~30號,1090807,土地3建物1車位0,全,四層,透天厝,6,223.87,4,3,4,有,無,11000000,49136,0,0017
土地,德盛段1171~1200地號,1070716,土地4建物0車位0,,,其他,-1,0.0,0,0,0,有,無,482000,2658,0,0018
土地,德盛段1201~1230地號,1080616,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,48000,3354,0,0018
土地,德盛段1201~1230地號,1080516,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,48000,3354,0,0018
土地,德盛段1201~1230地號,1070816,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,48000,3354,0,0018
土地,德盛段1201~1230地號,1080616,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,48000,3354,0,0018
土地,德盛段1201~1230地號,1080916,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,48000,3354,0,0018
土地,德盛段1201~1230地號,1080416,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,48000,3354,0,0018
土地,德盛段1201~1230地號,1080216,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,48000,1005,0,0018
土地,德盛段1201~1230地號,1080316,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,48000,3354,0,0018
土地,德盛段1201~1230地號,1070816,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,48000,3354,0,0018
土地,德盛段1171~1200地號,1070916,土地4建物0車位0,,,其他,-1,0.0,0,0,0,有,無,135000,2441,0,0018
土地,德盛段1201~1230地號,1070816,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,48000,3354,0,0018
土地,德盛段1201~1230地號,1071216,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,48000,3354,0,0018
土地,德盛段1201~1230地號,1071216,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,48000,3354,0,0018
