交易標的,土地區段位置/建物區段門牌,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,屋齡,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位總價(元),移轉編號
transaction sign,land sector position building sector house number plate,transaction year month and day,transaction pen number,shifting level,total floor number,building state,room age,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth total price NTD,
房地(土地+建物),新竹市新竹市光復里東明街211~240號,1040921,土地1建物2車位0,六層,十一層,套房(1房1廳1衛),6,51.55,1,1,1,有,有,7900000,69341,0,0001
房地(土地+建物),東明街211~240號,1090721,土地1建物1車位0,六層,十一層,住宅大樓(11層含以上有電梯),6,51.55,1,0,1,有,有,3850000,74685,0,0001
土地,港北段31~60地號,1040411,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,1400000,49192,0,0002
土地,港北段31~60地號,1070611,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,1600000,56219,0,0002
土地,港北段31~60地號,1090711,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,13300000,54575,0,0002
房地(土地+建物)+車位,新竹市新竹市埔頂三路91~120號,1030703,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),9,176.06,4,2,2,有,有,12500000,70999,0,0003
房地(土地+建物)+車位,埔頂三路91~120號,1090803,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),9,176.06,4,2,2,有,有,13280000,75429,0,0003
房地(土地+建物),新竹市新竹市三民里民權路56巷1~30號,1030923,土地1建物1車位0,八層,十二層,套房(1房1廳1衛),-1,43.07,1,1,1,有,有,3810000,88461,0,0004
房地(土地+建物),民權路56巷1~30號,1090823,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),-1,43.07,1,0,1,有,有,3980000,92408,0,0004
房地(土地+建物)+車位,新竹市新竹市慈雲路121~150號,1020126,土地1建物1車位1,十四層,二十八層,住宅大樓(11層含以上有電梯),6,166.84,3,2,2,有,有,11980000,79370,1100000,0005
房地(土地+建物)+車位,慈雲路121~150號,1090726,土地1建物1車位1,十四層,二十八層,住宅大樓(11層含以上有電梯),6,166.84,3,2,2,有,有,13350000,80017,0,0005
房地(土地+建物)+車位,新竹市新竹市金城一路91~120號,1011203,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),9,215.5,3,2,2,有,有,7005316,32507,0,0006
房地(土地+建物)+車位,新竹市新竹市金城一路91~120號,1070303,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),9,215.5,4,2,2,有,有,13960000,64780,0,0006
房地(土地+建物)+車位,金城一路91~120號,1090803,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),9,215.5,4,2,2,有,有,16300000,75638,0,0006
房地(土地+建物),自由路95巷18弄1~30號,1090729,土地1建物2車位0,七層,七層,華廈(10層含以下有電梯),30,43.120000000000005,1,1,1,有,有,1880000,43599,0,0007
房地(土地+建物),自由路95巷18弄1~30號,1091129,土地1建物2車位0,七層,七層,華廈(10層含以下有電梯),30,43.120000000000005,1,1,1,有,有,2300000,53340,0,0007
房地(土地+建物)+車位,新竹市新竹市中華路三段1~30號,1040130,土地1建物1車位1,四層,十四層,套房(1房1廳1衛),20,51.97,0,0,0,無,有,2470000,47527,0,0008
房地(土地+建物)+車位,中華路三段1~30號,1090630,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),20,51.97,1,1,1,有,有,2630000,50606,0,0008
房地(土地+建物)+車位,中華路三段1~30號,1091130,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),20,51.97,1,1,1,有,有,3250000,62536,0,0008
土地,南華段61~90地號,1090805,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,12200000,82094,0,0009
