交易標的,土地區段位置/建物區段門牌,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,屋齡,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位總價(元),移轉編號
transaction sign,land sector position building sector house number plate,transaction year month and day,transaction pen number,shifting level,total floor number,building state,room age,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth total price NTD,
房地(土地+建物),南投縣南投巿光興街31~60號,1040310,土地1建物1車位0,全,三層,透天厝,27,210.43,4,2,3,有,無,9500000,45146,0,0001
房地(土地+建物),南投縣南投市光興街31~60號,1060410,土地1建物1車位0,全,三層,透天厝,27,210.43,3,2,2,有,無,11800000,56076,0,0001
房地(土地+建物),光興街31~60號,1090810,土地1建物1車位0,全,三層,透天厝,27,210.43,5,2,5,有,無,12600000,59877,0,0001
房地(土地+建物),南投縣草屯鎮北投路396巷1~30號,1041207,土地2建物1車位0,全,四層,透天厝,5,173.51,4,3,3,有,無,8580000,49450,0,0002
房地(土地+建物),北投路396巷1~30號,1090807,土地2建物1車位0,全,四層,透天厝,5,173.51,4,3,3,有,無,11300000,65126,0,0002
土地,復興段511~540地號,1020629,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,1100000,9120,0,0003
土地,復興段511~540地號,1090729,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,3000000,26194,0,0003
土地,復興段511~540地號,1090729,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,2000000,16581,0,0003
土地,虎仔耳段1~30地號,1050919,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,5200000,34667,0,0004
土地,虎仔耳段1~30地號,1090819,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,11420687,37585,0,0004
土地,柑子林段91~120地號,1031028,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,635000,9071,0,0005
土地,柑子林段91~120地號,1090828,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,504000,7200,0,0005
