交易標的,土地區段位置/建物區段門牌,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,屋齡,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位總價(元),移轉編號
transaction sign,land sector position building sector house number plate,transaction year month and day,transaction pen number,shifting level,total floor number,building state,room age,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth total price NTD,
房地(土地+建物),台南市北區東豐路91~120號,1020510,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),36,128.78,3,2,2,有,無,2500000,19413,0,0001
房地(土地+建物),東豐路91~120號,1090710,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),36,128.78,3,1,2,有,無,3000000,23296,0,0001
房地(土地+建物),台南市安平區永華八街1~30號,1020120,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),13,73.15,1,1,1,有,有,2350000,32126,0,0002
房地(土地+建物),永華八街1~30號,1090820,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),13,73.15,2,1,1,有,有,4011000,54833,0,0002
房地(土地+建物)+車位,臺南市北區北園街8巷1~30號,1020912,土地1建物1車位1,十八層,十九層,住宅大樓(11層含以上有電梯),24,127.15,3,2,2,有,有,3100000,24381,0,0003
房地(土地+建物)+車位,臺南市北區北園街8巷1~30號,1021112,土地1建物1車位1,十八層,十九層,華廈(10層含以下有電梯),24,127.15,3,2,2,有,有,5880000,46245,0,0003
房地(土地+建物)+車位,北園街8巷1~30號,1090812,土地1建物1車位1,十八層,十九層,住宅大樓(11層含以上有電梯),24,127.15,3,2,2,有,有,6580000,51750,0,0003
房地(土地+建物),台南市北區北成路128巷81弄1~30號,1020405,土地2建物1車位0,全,四層,透天厝,18,310.57,5,2,6,有,無,15000000,48298,0,0004
房地(土地+建物),北成路128巷81弄1~30號,1090805,土地2建物1車位0,全,四層,透天厝,18,310.57,4,2,6,有,無,20100000,64720,0,0004
房地(土地+建物),臺南市安平區永華八街1~30號,1030620,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),13,101.13,2,2,1,有,有,3960000,39158,0,0005
房地(土地+建物)+車位,永華八街1~30號,1090720,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),13,101.13,2,1,1,有,有,4500000,44497,0,0005
房地(土地+建物)+車位,臺南市安平區育平路211~240號,1090226,土地1建物1車位1,八層,十七層,住宅大樓(11層含以上有電梯),25,150.67000000000002,3,2,2,有,有,4150000,27544,0,0006
房地(土地+建物)+車位,育平路211~240號,1090726,土地1建物1車位1,八層,十七層,住宅大樓(11層含以上有電梯),25,150.67000000000002,3,2,2,有,有,6700000,44468,0,0006
土地,布袋段661~690地號,1030428,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,417981,6050,0,0007
土地,布袋段691~720地號,1090728,土地4建物0車位0,,,其他,-1,0.0,0,0,0,有,無,2600000,12619,0,0007
房地(土地+建物)+車位,臺南市安南區長溪路一段192巷18弄1~30號,1070822,土地3建物1車位1,三層,五層,華廈(10層含以下有電梯),2,125.41,3,2,2,有,有,4800000,40126,850000,0008
房地(土地+建物)+車位,長溪路一段192巷18弄1~30號,1090322,土地3建物1車位1,三層,五層,華廈(10層含以下有電梯),2,125.41,3,2,2,有,有,6550000,52229,0,0008
房地(土地+建物),郡安路三段250巷2弄1~30號,1090822,土地1建物1車位0,全,二層,透天厝,40,96.98,4,2,2,有,無,5200000,53619,0,0009
房地(土地+建物),郡安路三段250巷2弄1~30號,1091022,土地1建物1車位0,全,二層,透天厝,40,96.98,4,2,2,有,無,6380000,65787,0,0009
房地(土地+建物),臺南市南區南明街31~60號,1090222,土地1建物1車位0,三層,六層,套房(1房1廳1衛),-1,94.19999999999999,0,0,0,無,無,3100000,32909,0,0010
房地(土地+建物),南明街31~60號,1090822,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),-1,94.19999999999999,2,2,2,有,無,4100000,43524,0,0010
土地,興化段181~210地號,1071023,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,357777,2213,0,0011
土地,興化段181~210地號,1090623,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,258688,1600,0,0011
土地,興化段181~210地號,1080523,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,306888,1946,0,0012
土地,興化段181~210地號,1090623,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,252288,1600,0,0012
土地,鎮安段991~1020地號,1090314,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,7200000,13544,0,0013
土地,鎮安段991~1020地號,1091014,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,750000,10722,0,0013
土地,三舍段151~180地號,1090318,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,2650000,5501,0,0014
土地,三舍段151~180地號,1090818,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,1600000,3321,0,0014
房地(土地+建物),臺南市仁德區林頂街31~60號,1071001,土地4建物1車位0,一層,一層,工廠,1,172.2,0,0,0,無,無,13100000,,0,0015
房地(土地+建物),林頂街31~60號,1090801,土地4建物1車位0,全,一層,透天厝,1,172.2,0,0,0,無,無,16000000,92915,0,0015
土地,崁腳北段61~90地號,1070621,土地4建物0車位0,,,其他,-1,0.0,0,0,0,有,無,51013943,49004,0,0016
土地,崁腳北段61~90地號,1070621,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,3039000,30089,0,0016
土地,崁腳北段61~90地號,1070921,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,25399600,63979,0,0016
土地,城光段61~90地號,1071021,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,2077,0,0,0016
土地,城光段61~90地號,1071021,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,2408,0,0,0016
土地,城光段61~90地號,1071021,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,1900,0,0,0016
土地,崁腳北段61~90地號,1071021,土地4建物0車位0,,,其他,-1,0.0,0,0,0,有,無,125588078,55250,0,0016
土地,崁腳北段61~90地號,1080121,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,22058200,64600,0,0016
土地,崁腳北段61~90地號,1080121,土地6建物0車位0,,,其他,-1,0.0,0,0,0,有,無,93728000,64620,0,0016
土地,城光段61~90地號,1080521,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,1100,0,0,0016
土地,崁腳北段61~90地號,1080421,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,20656000,61493,0,0016
土地,城光段61~90地號,1080521,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,950,0,0,0016
土地,城光段61~90地號,1080521,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,200227,62964,0,0016
土地,城光段61~90地號,1080721,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,1215,0,0,0016
土地,崁腳北段61~90地號,1080921,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,13047754,72147,0,0016
土地,崁腳北段61~90地號,1090221,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,27365540,62667,0,0016
土地,城光段61~90地號,1090221,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,2250,0,0,0016
土地,崁腳北段61~90地號,1090221,土地6建物0車位0,,,其他,-1,0.0,0,0,0,有,無,26341600,60500,0,0016
土地,崁腳北段61~90地號,1090521,土地5建物0車位0,,,其他,-1,0.0,0,0,0,有,無,56680300,62012,0,0016
