鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
鹽埕區,建物,高雄市鹽埕區五福四路241~270號,0.0,商,,,1090206,土地0建物1車位0,四層,12,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0711210,33.76,1,0,1,有,有,有,7600,225,,0.0,0,106年度高雄市政府包租代管計畫,RPPNMLLKKHPFFAE67CC
鼓山區,建物,高雄市鼓山區中華一路481~510號,19.19,住,,,1090207,土地0建物1車位0,,3,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0830825,171.11,3,2,2,有,無,有,28000,164,,0.0,0,,RPSNMLLKKHPFFAE97CC
鼓山區,建物,高雄市鼓山區裕誠路1081~1110號,0.0,商,,,1090207,土地0建物1車位1,,12,辦公商業大樓,商業用,鋼筋混凝土造,0790216,115.67,0,0,0,無,有,無,21000,182,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPOOMLLKKHPFFAE67CC
鼓山區,建物,高雄市鼓山區裕誠路1081~1110號,0.0,商,,,1090207,土地0建物1車位1,十二層,12,辦公商業大樓,商業用,鋼筋混凝土造,0790216,115.67,0,0,0,無,有,無,21000,182,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQOMLLKKHPFFAE87CC
苓雅區,建物,高雄市苓雅區廣東一街91~120號,0.0,住,,,1090206,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0721029,102.89,3,2,2,有,無,有,10000,97,,0.0,0,高雄市政府包租代管計畫,RPUNMLLKKHPFFBE28CC
苓雅區,建物,高雄市苓雅區仁義街151~180號,0.0,商,,,1090211,土地0建物2車位0,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860104,107.03,4,1,2,有,無,有,14500,135,,0.0,0,兩戶為打通物件,RPSOMLLKKHPFFBE18CC
三民區,房地(土地+建物),高雄市三民區昌裕街190巷1~30號,54.76,住,,,1090120,土地1建物1車位0,全,3,透天厝,,鋼筋混凝土造,0760508,138.4,3,2,3,有,無,有,16000,116,,0.0,0,,RPROMLLKKHPFFDE28CC
三民區,土地,中都段三小段211~240地號,185.0,住,,,1090203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,25000,135,,0.0,0,有民情風俗因素之交易。;1.承租未保存登記建物約52坪.,RPSOMLLKKHPFFDE38CC
三民區,建物,高雄市三民區鼎貴路151~180號,150.0,住,,,1090207,土地0建物1車位0,一層,5,店面(店鋪),住商用,鋼筋混凝土造,0910104,50.03,0,0,0,無,無,無,50000,999,,0.0,0,,RPUOMLLKKHPFFDE58CC
