鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
龜山區,建物,桃園市龜山區南美街1~30號,0.0,住,,,1090121,土地0建物1車位0,三層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020926,123.19,3,2,2,有,無,有,16000,130,,0.0,0,租金含管理費。,RPRNMLLKKHPFFHH88CC
龜山區,房地(土地+建物),桃園市龜山區光峰路181~210號,17.54,住,,,1090208,土地1建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011215,125.25,2,2,2,有,有,有,18000,144,,0.0,0,,RPSNMLLKKHPFFHH98CC
桃園區,房地(土地+建物),桃園市桃園區復興路151~180號,10.79,商,,,1090208,土地1建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040430,99.0,2,2,1,有,有,有,24000,242,,0.0,0,,RPPPMLLKKHPFFAH18CC
桃園區,房地(土地+建物),桃園市桃園區大興西路二段96巷1~30號,8.52,住,,,1090113,土地2建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790123,92.74,3,2,1,有,無,有,8000,86,,0.0,0,,RPSQMLLKKHPFFAH58CC
桃園區,房地(土地+建物),桃園市桃園區介壽路1~30號,6.39,住,,,1090118,土地1建物1車位0,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920728,48.169999999999995,1,1,1,有,有,有,12000,249,,0.0,0,,RPTQMLLKKHPFFAH68CC
桃園區,房地(土地+建物),桃園市桃園區介壽路1~30號,7.83,住,,,1090119,土地1建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920728,57.15,1,1,1,有,有,有,12000,210,,0.0,0,,RPVQMLLKKHPFFAH88CC
中壢區,房地(土地+建物),桃園市中壢區元生三街121~150號,43.4,其他,,,1090119,土地1建物1車位0,二層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0940204,227.47,0,0,0,無,有,無,32000,141,,0.0,0,售價包含裝潢或家電。;,RPVOMLLKKHPFFBH78CC
中壢區,建物,桃園市中壢區新生路721~750號,0.0,農,,,1090211,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0641029,81.49,4,2,2,有,無,無,20500,252,,0.0,0,親友、員工或其他特殊關係間之交易。;租金含稅。,RPQQMLLKKHPFFBH48CC
蘆竹區,房地(土地+建物),桃園市蘆竹區中興ㄧ街31~60號,2922.07,工,,,1090210,土地2建物1車位0,見其他登記事項,1,工廠,見其他登記事項,見其他登記事項,1090106,1105.65,0,0,0,無,無,無,261000,,,0.0,0,,RPWNMLLKKHPFFEH09CC
