鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
彰化市,房地(土地+建物),彰化縣彰化市民族路129巷1~30號,74.0,住,,,1081230,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0690212,203.84,6,3,4,有,無,11500000,56417,,0.0,0,,RPRNMLMKKHPFFAN68CA
彰化市,房地(土地+建物),彰化縣彰化市自強南路539巷16弄1~30號,62.0,住,,,1090109,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0680404,99.62,4,2,2,有,無,5350000,53704,,0.0,0,含增建或未登記建物。;,RPVNMLMKKHPFFAN09CA
彰化市,房地(土地+建物),彰化縣彰化市台化街16巷1~30號,60.0,住,,,1090119,土地1建物1車位0,全,一層,透天厝,住家用,加強磚造,0620210,38.4,5,1,2,有,無,3250000,84635,,0.0,0,含增建或未登記建物。;,RPWNMLMKKHPFFAN56CA
花壇鄉,房地(土地+建物),彰化縣花壇鄉平和街1~30號,101.1,住,,,1090107,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0900410,145.43,0,0,0,無,無,6200000,42632,,0.0,0,,RPRNMLNKKHPFFAN78CA
芬園鄉,土地,新舊社段421~450地號,807.9,,特定農業區,農牧用地,1090107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1955130,2420,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSNMLNKKHPFFAN88CA
彰化市,土地,莿桐段1051~1080地號,41.0,工,,,1081223,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4400000,107317,,0.0,0,,RPWNMLOKKHPFFAN76CA
彰化市,房地(土地+建物)+車位,彰化縣彰化市崙平南路481~510號,18.94,住,,,1090113,土地1建物1車位1,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870620,124.52000000000001,3,2,2,有,有,5400000,43367,升降機械,0.0,0,,RPRNMLRKKHPFFAN56CA
花壇鄉,土地,學前段91~120地號,104.39,住,,,1090107,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4200000,40234,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQNMLQKKHPFFAN98CA
花壇鄉,房地(土地+建物),彰化縣花壇鄉彰員路三段211~240號,131.3,,鄉村區,乙種建築用地,1081205,土地1建物1車位0,一層，二層，三層，四層,四層,店面(店鋪),住家用,鋼筋混凝土造,1081202,276.7,5,3,5,有,無,17500000,63245,,0.0,0,,RPXNMLKLKHPFFAN56CA
花壇鄉,房地(土地+建物),彰化縣花壇鄉溪北街181~210號,105.05,,鄉村區,乙種建築用地,1081212,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1081202,188.31,5,3,4,有,無,12000000,63725,,0.0,0,,RPOOMLKLKHPFFAN38CA
秀水鄉,土地,秀水段1141~1170地號,200.8,,特定農業區,甲種建築用地,1081120,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4297839,21404,,0.0,0,,RPPNMLMLKHPFFAN58CA
秀水鄉,土地,秀水段1~30地號,277.0,住,,,1081105,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6579000,23751,,0.0,0,,RPQNMLMLKHPFFAN68CA
