鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
中山區,建物,臺北市中山區新生北路二段31~60號,0.0,商,,,1090117,土地0建物1車位0,六層,17,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0850718,66.17,2,2,1,有,有,有,35000,529,,0.0,0,,RPTNMLLKKHPFFCA87CC
中山區,建物,臺北市中山區中山北路二段181~210號,0.0,商,,,1090201,土地0建物1車位0,八層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1080604,91.03,2,2,2,有,有,有,73000,802,,0.0,0,,RPUNMLLKKHPFFCA97CC
中山區,建物,臺北市中山區民生東路三段9巷1~30號,0.0,住,,,1090119,土地0建物1車位0,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0731101,138.85999999999999,4,2,3,有,有,有,59000,425,,0.0,0,,RPUOMLLKKHPFFCA08CC
內湖區,建物,臺北市內湖區內湖路一段391~420號,0.0,工,,,1090114,土地0建物3車位0,十二層,12,廠辦,工業用,鋼筋混凝土造,0880524,563.92,0,0,0,無,有,無,235000,417,,0.0,0,,RPUPMLLKKHPFFCA18CC
大同區,建物,臺北市大同區市民大道一段181~210號,0.0,其他,,,1090120,土地0建物1車位0,九層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0980724,92.48,2,2,1,有,有,有,55000,595,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPUNMLLKKHPFFBA87CC
大同區,建物,臺北市大同區甘州街42巷1~30號,0.0,商,,,1090131,土地0建物0車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620426,81.89,3,1,1,有,無,有,28800,352,,0.0,0,此為分租套房，房號301，第三層共分成2間，一間平均面積約為81.89平方公尺,RPPOMLLKKHPFFBA47CC
大同區,建物,臺北市大同區民生西路91~120號,0.0,商,,,1090115,土地0建物1車位0,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020826,148.29,3,2,2,有,有,有,76000,513,,0.0,0,,RPUPMLLKKHPFFBA08CC
大同區,建物,臺北市大同區甘州街42巷1~30號,0.0,商,,,1090208,土地0建物0車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620426,81.89,3,1,1,有,無,有,30000,366,,0.0,0,此為分租套房，房號302，第三層共分成2間，一間平均面積約為81.89平方公尺,RPPQMLLKKHPFFBA67CC
大同區,建物,臺北市大同區重慶北三段137巷1~30號,0.0,住,,,1090208,土地0建物0車位0,三層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0731026,33.54,1,0,1,有,無,有,12500,373,,0.0,0,此為分租套房，房號304，第三層共分成4間，一間平均面積約為33.54平方公尺,RPVQMLLKKHPFFBA28CC
信義區,建物,臺北市信義區崇德街63巷1~30號,0.0,住,,,1090131,土地0建物0車位0,二層,4,套房(1房1廳1衛),住家用,鋼筋混凝土造,,24.8,1,0,1,有,無,有,11200,452,,0.0,0,此為分租套房，房號204，第二層共分成5間，一間平均面積約為24.8平方公尺,RPUNMLLKKHPFFDA08CC
信義區,建物,臺北市信義區信義路五段121~150號,0.0,其他,,,1081212,土地0建物1車位0,十四層,19,華廈(10層含以下有電梯),住家用,見其他登記事項,0951229,86.97,1,2,1,有,有,有,46000,529,,0.0,0,,RPWNMLLKKHPFFDA28CC
南港區,建物,臺北市南港區研究院路二段12巷57弄61~90號,0.0,住,,,1090129,土地0建物0車位0,三層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0740802,26.1,1,0,1,有,無,有,12000,460,,0.0,0,此為分租套房，房號302，第三層共分成4間，一間平均面積約為26.1平方公尺,RPXNMLLKKHPFFDA38CC
松山區,建物,臺北市松山區南京東路五段1~30號,0.0,商,,,1090128,土地0建物0車位0,三層,6,套房(1房1廳1衛),商業用,鋼筋混凝土造,,35.63,1,0,1,有,無,有,14500,407,,0.0,0,此為分租套房，房號306，第三層共分成8間，一間平均面積約為35.63平方公尺,RPSOMLLKKHPFFDA97CC
信義區,建物,臺北市信義區基隆路一段121~150號,0.0,商,,,1090211,土地0建物1車位0,十層,13,辦公商業大樓,見其他登記事項,見其他登記事項,0950126,113.46,0,0,0,無,有,無,43000,379,,0.0,0,,RPOPMLLKKHPFFDA67CC
松山區,建物,臺北市松山區敦化北路222巷1~30號,0.0,住,,,1090121,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0690917,125.4,3,2,2,有,有,有,40000,319,,0.0,0,,RPPPMLLKKHPFFDA77CC
南港區,建物,臺北市南港區忠孝東路六段481~510號,0.0,工,,,1090128,土地0建物0車位0,二層,4,套房(1房1廳1衛),工業用,鋼筋混凝土造,,30.64,1,0,1,有,無,有,14500,473,,0.0,0,此為分租套房，房號208，第二層共分成32間，一間平均面積約為30.64平方公尺,RPQPMLLKKHPFFDA87CC
松山區,建物,臺北市松山區八德路三段121~150號,0.0,商,,,1090128,土地0建物0車位0,二層,4,套房(1房1廳1衛),住家用,鋼筋混凝土造,,23.75,1,0,1,有,無,有,14000,589,,0.0,0,此為分租套房，房號201，第二層共分成4間，一間平均面積約為23.75平方公尺,RPTPMLLKKHPFFDA18CC
信義區,建物,臺北市信義區虎林街222巷1~30號,0.0,住,,,1090210,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,80.62,3,1,1,有,無,有,23000,285,,0.0,0,,RPOQMLLKKHPFFDA77CC
松山區,建物,臺北市松山區民生東路三段113巷31~60號,0.0,住,,,1081219,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680430,129.79,3,2,2,有,有,有,45000,347,,0.0,0,,RPQQMLLKKHPFFDA97CC
大安區,建物,臺北市大安區忠孝東路四段170巷17弄1~30號,0.0,住,,,1090204,土地0建物1車位0,一層,11,店面(店鋪),商業用,鋼筋混凝土造,0780809,57.51,0,0,0,無,有,無,62436,1086,,0.0,0,含稅及二代健保補充保費,RPXNMLLKKHPFFFA58CC
文山區,建物,臺北市文山區木新路三段95巷31~60號,0.0,住,,,1090211,土地0建物1車位1,十七層,21,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0961031,185.88,3,2,2,有,有,無,47000,253,坡道平面,39.36,0,含稅，只租一個車位,RPOOMLLKKHPFFAA27CC
大安區,建物,臺北市大安區仁愛路四段361~390號,0.0,商,,,1090120,土地0建物2車位0,四層,16,辦公商業大樓,商業用,鋼筋混凝土造,0730614,257.52,4,0,2,有,有,無,130000,505,,0.0,0,,RPUOMLLKKHPFFFA48DC
中山區,建物,臺北市中山區中山北路二段181~210號,0.0,商,,,1090117,土地0建物1車位1,七層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1080604,120.80000000000001,2,1,1,有,有,有,69000,571,坡道平面,29.77,0,含管理費、稅金,RPTPMLMKKHPFFCA28DC
中正區,建物,臺北市中正區辛亥路一段1~30號,0.0,住,,,1090122,土地0建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070717,138.8,1,2,2,有,有,有,45000,324,,0.0,0,,RPRNMLMKKHPFFAA57CC
文山區,建物,臺北市文山區興隆路二段31~60號,0.0,商,,,1090122,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640502,81.74,2,2,1,有,無,有,23000,281,,0.0,0,有民情風俗因素之交易。;第1年租金23000元，第2年租金24000元。,RPSNMLMKKHPFFAA67CC
中正區,建物,臺北市中正區詔安街271~300號,0.0,住,,,1090201,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,69.96,2,1,1,有,無,有,25000,357,,0.0,0,,RPWNMLMKKHPFFAA08CC
大安區,建物,臺北市大安區敦化南路一段177巷1~30號,0.0,住,,,1090205,土地0建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,0651122,48.64,0,0,0,無,無,無,95000,1953,,0.0,0,免租裝潢期:民國109年02月05日至109年03月20日。此物件為分割店面隔成三間，承租部分面積，建物面積:44.95平方公尺，共有部分:3.69平方公尺。,RPUOMLMKKHPFFFA48CC
士林區,建物,臺北市士林區天母北路1~30號,0.0,住,,,1090115,土地0建物1車位0,一層,7,華廈(10層含以下有電梯),見使用執照,鋼筋混凝土造,0720302,228.84,6,2,3,有,有,有,47000,205,,0.0,0,,RPVOMLMKKHPFFEA48CC
北投區,建物,臺北市北投區中和街493巷1~30號,0.0,住,,,1090209,土地0建物0車位0,三層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0711227,22.0,1,0,1,有,無,有,7300,332,,0.0,0,此為分租套房，房號303，第三層共分成4間，一間平均面積約為22平方公尺,RPOQMLMKKHPFFEA97CC
北投區,建物,臺北市北投區中和街481~510號,0.0,住,,,1090207,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0711227,91.98,2,1,1,有,無,有,15500,169,,0.0,0,,RPPQMLMKKHPFFEA08CC
松山區,建物,臺北市松山區民生東路三段113巷7弄1~30號,0.0,商,,,1090121,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700120,130.68,3,2,2,有,有,有,35000,268,,0.0,0,租金含管理費。,RPTNMLMKKHPFFDA08CC
南港區,建物,臺北市南港區松河街751~780號,0.0,住,,,1090122,土地0建物1車位0,五層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040819,90.35,2,2,1,有,有,有,37000,410,,0.0,0,租金含管理費。,RPSOMLMKKHPFFDA08CC
南港區,建物,臺北市南港區興中路56巷1~30號,0.0,商,,,1090122,土地0建物1車位0,一層,24,店面(店鋪),見其他登記事項,鋼骨鋼筋混凝土造,1060707,109.53,0,1,1,有,有,無,50000,456,,0.0,0,租期含免租裝潢期。,RPSPMLMKKHPFFDA18CC
萬華區,建物,臺北市萬華區青年路152巷1~30號,0.0,住,,,1090204,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,49.64,3,1,2,有,無,有,17000,342,,0.0,0,,RPVNMLMKKHPFFBA08CC
大同區,建物,臺北市大同區民生西路61~90號,0.0,商,,,1090103,土地0建物1車位0,一層,4,店面(店鋪),商業用,鋼筋混凝土造,0630402,103.81,0,0,0,無,無,無,160000,1541,,0.0,0,,RPUOMLMKKHPFFBA08CC
內湖區,房地(土地+建物)+車位,臺北市內湖區瑞湖街91~120號,76.8,工,,,1081209,土地1建物1車位1,二層,10,辦公商業大樓,工業用,鋼筋混凝土造,0890113,374.1,0,0,0,無,無,無,100000,267,坡道平面,0.0,0,,RPPNMLMKKHPFFCA57CC
中山區,建物,臺北市中山區農安街1~30號,0.0,商,,,1081231,土地0建物1車位0,八層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0980622,120.77,2,1,1,有,有,有,48000,397,,0.0,0,售價包含裝潢或家電。;,RPWNMLMKKHPFFCA28CC
中山區,建物,臺北市中山區八德路二段301~330號,0.0,商,,,1081231,土地0建物1車位1,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071129,209.8,3,2,2,有,有,有,86687,413,坡道平面,0.0,0,,RPPOMLMKKHPFFCA67CC
中山區,建物,臺北市中山區明水路541~570號,0.0,住,,,1090121,土地0建物1車位0,見其他登記事項,16,辦公商業大樓,商業用,鋼筋混凝土造,0850530,123.74,0,1,1,有,有,無,50000,404,,0.0,0,租期含免租裝潢期。,RPXPMLMKKHPFFCA58CC
中山區,建物,臺北市中山區民生東路二段1~30號,0.0,商,,,1081230,土地0建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021112,150.69,3,2,2,有,有,有,86000,571,坡道平面,33.5,0,,RPRQMLMKKHPFFCA08CC
中山區,建物,臺北市中山區長安東路151~180號,0.0,商,,,1081223,土地0建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050411,93.57,1,1,1,有,有,有,53000,566,,0.0,0,,RPSQMLMKKHPFFCA18CC
