編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPVNMLRLKHPFFAM96CA,24,193.60,住家用,鋼筋混凝土造,85年1月5日,四層,一層 二層 三層 四層 屋頂突出物
RPVNMLNKKHPFFBM56CA,29,140.09,住家用,鋼筋混凝土造,79年12月26日,二層,一層 二層 屋頂突出物
RPVNMLOLKHPFFCM86CA,33,257.98,住家用,鋼筋混凝土造,75年12月3日,二層,一層 二層
RPQNMLMKKHPFFBM58CA,3,91.44,見其他登記事項,鋼筋混凝土造,105年12月29日,十二層,七層
RPQNMLMKKHPFFBM58CA,3,77.26,見其他登記事項,鋼筋混凝土造,105年12月29日,十二層,
RPRNMLMLKHPFFBM78CA,5,168.71,見其他登記事項,鋼筋混凝土造,104年3月27日,四層,一層 二層 三層 四層
RPPOMLOJLHPFFCM88CA,40,137.58,住商用,鋼筋混凝土造,68年11月22日,三層,一層 二層 三層 騎樓
RPTNMLKLKHPFFDM98CA,2,190.24,住家用,鋼筋混凝土造,106年10月24日,四層,一層 二層 三層 四層
RPSNMLNKKHPFFBM88CA,48,105.98,住商用,鋼筋混凝土加強磚造,60年6月25日,三層,一層 二層 三層
RPQNMLNKKHPFFAM58CA,30,139.92,住家用,鋼筋混凝土造,78年8月2日,三層,一層 二層 三層
RPPNMLLKLHPFFEM78CA,,201.42,見其他登記事項,見其他登記事項,108年11月19日,三層,一層 二層 三層 見其他登記事項
RPWNMLRLKHPFFAM07CA,22,144.70,住家用,鋼筋混凝土造,87年5月25日,二層,一層 二層 屋頂突出物 地下層
RPWNMLRLKHPFFAM07CA,22,30.69,共有部份,鋼筋混凝土造,87年5月25日,二層,
RPRNMLPKKHPFFBM98CA,34,167.69,住家用,鋼筋混凝土造,74年8月1日,四層,一層 二層 三層 四層 騎樓
RPPNMLPKKHPFFAM68CA,41,92.88,住家用,鋼筋混凝土加強磚造,67年11月28日,二層,一層 二層
RPTNMLRLKHPFFBM86CA,1,191.30,見其他登記事項,鋼筋混凝土造,107年9月10日,三層,一層 二層 三層 見其他登記事項
RPPNMLNKKHPFFBM58CA,40,70.00,住家用,鋼筋混凝土加強磚造,68年6月26日,一層,一層
RPRNMLOKKHPFFCM98CA,21,122.90,住家用,鋼筋混凝土造,87年10月19日,二層,一層 二層 屋頂突出物
RPTNMLNKKHPFFAM88CA,18,142.84,住家用,鋼筋混凝土造,90年9月10日,三層,一層 二層 三層
RPQNMLMJLHPFFCM68CA,,284.78,住家用,加強磚造,,二層,一層 二層 地下一層
RPRNMLOKKHPFFAM78CA,39,82.38,住家用,鋼筋混凝土加強磚造,69年12月1日,一層,一層
RPQNMLRLKHPFFEM86CA,,100.74,住家用,鋼筋混凝土加強磚造,,三層,一層 二層 三層
RPPNMLSKKHPFFEM76CA,36,126.47,住商用,鋼筋混凝土加強磚造,72年8月8日,二層,一層 二層 騎樓
RPUNMLOJLHPFFCM66CA,40,19.27,住家用,加強磚造,69年7月3日,一層,一層
RPPNMLRKKHPFFCM09CA,13,188.27,見其他登記事項,鋼筋混凝土造,96年3月27日,三層,一層 二層 三層 屋頂突出物
RPQNMLRKKHPFFCM56CA,15,465.37,農舍,見其他登記事項,93年5月13日,二層,一層 二層
RPQNMLRKKHPFFCM56CA,15,817.02,見其他登記事項,見其他登記事項,93年4月29日,二層,一層 二層 屋頂突出物
RPXNMLOLKHPFFCM07CA,41,64.00,住家用,鋼筋混凝土加強磚造,67年12月19日,二層,一層 二層
RPPNMLTKKHPFFDM76CA,16,151.11,住家用,鋼筋混凝土造,93年2月5日,三層,一層 二層 三層 屋頂突出物
RPSNMLOLLHPFFCM66CA,24,154.62,見其他登記事項,鋼筋混凝土造,84年9月7日,九層,七層
RPSNMLOLLHPFFCM66CA,24,68.38,見其他登記事項,鋼筋混凝土造,84年9月7日,九層,
RPPNMLPKKHPFFBM78CA,24,76.24,住家用,鋼筋混凝土造,84年12月20日,七層,四層
RPPNMLPKKHPFFBM78CA,24,24.17,見其他登記事項,鋼筋混凝土造,84年12月20日,七層,
RPSNMLTKKHPFFAM76CA,5,296.27,見其他登記事項,鋼筋混凝土造,103年9月4日,四層,一層 二層 三層 四層
RPRNMLKLKHPFFAM48CA,1,48.97,見其他登記事項,鋼筋混凝土造,108年4月1日,五層,三層
RPRNMLKLKHPFFAM48CA,1,24.12,見其他登記事項,鋼筋混凝土造,108年4月1日,五層,
RPXNMLPJLHPFFAM86CA,41,105.73,住商用,鋼筋混凝土加強磚造,67年8月21日,二層,一層 二層 騎樓
RPPNMLTKKHPFFBM56CA,13,238.15,住家用,鋼筋混凝土造,96年1月16日,四層,一層 二層 三層 四層
RPRNMLTJLHPFFAM66CA,25,210.12,住家用,鋼筋混凝土造,83年7月26日,三層,一層 二層 三層
RPRNMLTJLHPFFAM66CA,58,165.11,住商用,鋼筋混凝土加強磚造,51年1月21日,二層,一層 二層 騎樓
RPRNMLKLKHPFFDM78CA,18,152.65,住家用,鋼筋混凝土造,90年8月31日,四層,一層 二層 三層 四層 騎樓
RPRNMLMJLHPFFCM78CA,1,198.81,見其他登記事項,鋼筋混凝土造,107年8月10日,四層,一層 二層 三層 四層
RPTNMLOLLHPFFCM76CA,24,154.62,見其他登記事項,鋼筋混凝土造,84年9月7日,九層,五層
RPTNMLOLLHPFFCM76CA,24,68.38,見其他登記事項,鋼筋混凝土造,84年9月7日,九層,
RPQNMLMKLHPFFEM98CA,,83.08,住家用,鋼筋混凝土加強磚造,,二層,一層 二層
RPQNMLOLKHPFFAM78CA,5,168.64,見其他登記事項,鋼筋混凝土造,104年5月15日,三層,一層 二層 三層 屋頂突出物
RPRNMLPLKHPFFBM09CA,45,124.11,住商用,鋼筋混凝土加強磚造,64年2月19日,三層,一層 二層 三層
RPQNMLNJLHPFFBM68CA,6,241.08,住家用,鋼筋混凝土造,103年5月13日,四層,一層 二層 三層 四層
RPTNMLQKLHPFFCM86CA,24,81.41,見其他登記事項,鋼筋混凝土造,85年2月9日,十五層,十層
RPTNMLQKLHPFFCM86CA,24,20.37,見其他登記事項,鋼筋混凝土造,85年2月9日,十五層,
RPQNMLTJLHPFFBM66CA,,167.85,見其他登記事項,鋼筋混凝土造,108年6月13日,三層,一層 二層 三層 見其他登記事項
