鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍水二路91~120號,20.59,住,,,1090105,土地1建物1車位1,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040513,236.4,3,2,2,有,有,16200000,68528,坡道平面,19.9,0,,RPOPMLLKKHPFFAE57CA
鼓山區,房地(土地+建物),高雄市鼓山區裕誠路2041~2070號,86.7,住,,,1081222,土地1建物1車位0,全,五層,透天厝,住商用,鋼筋混凝土造,0940428,231.54,5,3,4,有,無,30300000,130863,,0.0,0,含增建或未登記建物。,RPPPMLLKKHPFFAE67CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區民利街91~120號,13.57,商,,,1090101,土地1建物1車位1,五層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840309,174.75,4,2,2,有,有,7800000,44635,坡道平面,0.0,0,,RPVNMLNKKHPFFAE28CA
鼓山區,房地(土地+建物),高雄市鼓山區正德路121巷1~30號,28.43,住,,,1081226,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780506,118.46,3,2,2,有,無,4000000,33767,,0.0,0,,RPPNMLOKKHPFFAE77CA
鼓山區,土地,龍中段151~180地號,490.83,住,,,1081114,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,121740000,248029,,0.0,0,,RPXNMLOKKHPFFAE58CA
鼓山區,房地(土地+建物),高雄市鼓山區美術東四路451~480號,6.09,商,,,1090106,土地1建物1車位0,十三層,十五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0980325,63.09,1,1,1,有,有,3800000,60231,,0.0,0,含裝潢傢電俱,RPUOMLOKKHPFFAE38CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕國街121~150號,15.8,住,,,1090106,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940909,132.82,3,2,2,有,有,8060000,58003,坡道平面,14.55,1200000,,RPOPMLRKKHPFFAE18CA
前金區,房地(土地+建物),高雄市前金區河南二路151~180號,17.8,住,,,1090104,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810127,94.85,2,2,1,有,有,4600000,48498,,0.0,0,,RPQNMLSKKHPFFAE28CA
鼓山區,房地(土地+建物),高雄市鼓山區美術東四路451~480號,6.09,商,,,1090121,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0980325,64.61,2,1,1,有,有,3550000,54945,,0.0,0,,RPTNMLKLKHPFFAE87CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區文信路211~240號,7.66,商,,,1090123,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931025,82.49,2,1,1,有,有,5520000,66917,坡道機械,5.44,0,,RPQNMLMLKHPFFAE77CA
前金區,房地(土地+建物),高雄市前金區文武二街181~210號,7.07,商,,,1081219,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961130,92.22999999999999,2,1,1,有,有,5450000,59091,,0.0,0,,RPQOMLNJLHPFFAE87CA
鼓山區,車位,高雄市鼓山區建榮路151~180號,1.62,其他,,,1090108,土地0建物0車位1,,,其他,,,,22.13,0,0,0,有,有,1680000,,坡道平面,22.13,1680000,,RPRNMLOJLHPFFAE97CA
苓雅區,房地(土地+建物),高雄市苓雅區三多四路61~90號,4.75,商,,,1090203,土地2建物1車位0,地下層,十九層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0790530,64.06,0,0,0,無,有,1010000,15766,,0.0,0,是地下室攤位,RPXNMLLKKHPFFBE38CA
