編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPRNMLMKKHPFFAX07CA,7,260.60,住家用,鋼筋混凝土造,101年9月14日,三層,一層 二層 三層 見其他登記事項
RPSNMLOKKHPFFAX47DA,10,204.00,住商用,鋼筋混凝土造,99年6月22日,四層,一層 二層 三層 四層 屋頂突出物
RPTNMLTKKHPFFAX97CA,78,2.26,住家用,石造,30年9月3日,一層,一層
RPSNMLRLKHPFFAX77CA,36,136.41,住商用,鋼筋混凝土造,73年4月11日,三層,一層 二層 三層 電梯樓梯間 地下層
RPRNMLSKKHPFFAX67CA,39,104.62,住家用,鋼筋混凝土加強磚造,70年3月23日,二層,一層 二層 電梯樓梯間
RPTNMLRLKHPFFAX87CA,41,82.92,住家用,鋼筋混凝土加強磚造,68年5月3日,二層,一層 二層 電梯樓梯間
RPPNMLSKLHPFFAX57CA,38,190.91,住家用,鋼筋混凝土加強磚造,70年11月2日,三層,一層 二層 三層
RPQNMLNJLHPFFAX07CA,39,109.32,住家用,鋼筋混凝土加強磚造,70年3月23日,二層,一層 二層 電梯樓梯間
RPUNMLLKLHPFFAX37CA,,222.58,住家用,鋼筋混凝土造,108年12月26日,三層,一層 二層 三層
RPUNMLLKLHPFFAX37CA,,251.98,住家用,鋼筋混凝土造,108年12月26日,三層,一層 二層 三層 見其他登記事項
RPRNMLPLKHPFFAX47CA,46,50.32,住家用,鋼筋混凝土加強空心磚造,63年3月11日,一層,
RPTNMLPLKHPFFAX67CA,27,49.71,住商用,鋼筋混凝土造,82年3月17日,七層,地下層
RPTNMLPLKHPFFAX67CA,27,172.77,見其他登記事項,鋼筋混凝土造,82年3月17日,七層,
RPTNMLPLKHPFFAX67CA,27,20.30,見其他登記事項,鋼筋混凝土造,82年3月17日,七層,
RPOOMLRLKHPFFAX47CA,,35.30,住家用,見其他登記事項,,一層,一層
RPQNMLOJLHPFFAX27DA,36,103.20,住家用,鋼筋混凝土加強磚造,73年1月21日,二層,一層 二層 電梯樓梯間
