編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPRNMLTKKHPFFBK76CC,6,105.86,住家用,鋼筋混凝土造,103年7月10日,五層,
RPRNMLTKKHPFFBK76CC,6,40.08,共有部分,鋼筋混凝土造,103年7月10日,五層,
RPVNMLKLLHPFFBK09CC,38,89.40,住家用,鋼筋混凝土造,70年10月20日,四層,
RPPNMLMJLHPFFBK48CC,25,152.37,住家用,鋼筋混凝土造,83年11月1日,三層,
RPRNMLQJNHPFFDK96DC,26,89.82,住商用,鋼筋混凝土造,83年5月21日,十六層,
RPRNMLQJNHPFFDK96DC,26,10.27,見其他登記事項,鋼筋混凝土造,83年5月21日,,
RPRNMLQJNHPFFDK96DC,26,13.73,見其他登記事項,鋼筋混凝土造,83年5月21日,,
RPPNMLQJLHPFFDK09CC,24,156.87,住商用,鋼筋混凝土造,84年11月25日,十六層,
RPPNMLQJLHPFFDK09CC,44,19.60,住家用,鋼筋混凝土造,64年8月16日,二層,
RPPNMLPJNHPFFDK56CC,28,98.00,住家用,鋼筋混凝土造,81年9月16日,七層,
RPPNMLPJNHPFFDK56CC,28,12.31,見其他登記事項,,81年9月16日,,
RPUNMLKLLHPFFBK98CC,20,95.42,住家用,鋼筋混凝土造,88年12月6日,十三層,
RPPNMLMLMHPFFBK78CC,33,90.16,住家用,鋼筋混凝土造,76年6月3日,五層,
