鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
清水區,房地(土地+建物)+車位,清水段清水小段301~330地號,16.93,住,,,1071207,土地1建物1車位2,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.94,2,2,1,有,無,6170000,54503,坡道平面,41.43,2000000,,RPQNMLRKKIPFFFB58CB
太平區,房地(土地+建物)+車位,育賢段61~90地號,15.66,住,,,1090213,土地1建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.08,2,1,1,有,無,6260000,59052,坡道平面,28.7,1100000,,RPTNMLSKKIPFFJB86DB
北屯區,房地(土地+建物)+車位,太順段151~180地號,19.33,住,,,1090829,土地1建物1車位1,一層,15,店面(店鋪),商業用,鋼筋混凝土造,,148.76,0,0,1,有,無,10580000,76706,坡道平面,28.43,1350000,,RPTQMLSKKIPFFBB98DB
北屯區,房地(土地+建物)+車位,太順段151~180地號,19.33,住,,,1090509,土地1建物1車位1,一層,15,店面(店鋪),商業用,鋼筋混凝土造,,148.76,0,0,1,有,無,11500000,84351,坡道平面,28.43,1350000,,RPUQMLSKKIPFFBB09DB
北屯區,房地(土地+建物)+車位,太順段151~180地號,19.52,住,,,1090316,土地1建物1車位1,一層,15,店面(店鋪),商業用,鋼筋混凝土造,,150.51,0,0,1,有,無,13350000,98296,坡道平面,28.43,1350000,,RPVQMLSKKIPFFBB56DB
北屯區,房地(土地+建物)+車位,太順段151~180地號,19.72,住,,,1090901,土地1建物1車位1,一層,15,店面(店鋪),商業用,鋼筋混凝土造,,150.63,0,0,1,有,無,12000000,87152,坡道平面,28.43,1350000,,RPWQMLSKKIPFFBB66DB
北屯區,房地(土地+建物)+車位,太順段151~180地號,19.72,住,,,1090805,土地1建物1車位1,一層,15,店面(店鋪),商業用,鋼筋混凝土造,,151.09,0,0,1,有,無,12000000,86825,坡道平面,28.43,1350000,,RPXQMLSKKIPFFBB76DB
北屯區,房地(土地+建物)+車位,太順段151~180地號,25.64,住,,,1090304,土地1建物1車位2,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,226.24,4,2,3,有,無,12970000,62181,坡道平面,55.77,2370000,,RPTRMLSKKIPFFBB09DB
北屯區,房地(土地+建物)+車位,太順段151~180地號,18.54,住,,,1090522,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,151.6,3,2,2,有,無,8820000,59998,坡道平面,28.43,1430000,,RPURMLSKKIPFFBB56DB
