鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
大林鎮,房地(土地+建物),過溪里過溪241~270號,128.03,,鄉村區,乙種建築用地,1071101,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1090624,200.15,4,3,5,有,無,12000000,59955,,0.0,0,預售屋、或土地及建物分次登記案件；,RPVNMLNLKIPFFCQ37DA,179.17,20.98,0.0,無,
民雄鄉,房地(土地+建物),文隆村鴨母1~30號,96.73,都市：其他:住,,,1091111,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1050729,180.87,4,2,4,有,無,8300000,45889,,0.0,0,,RPUNMLOLKIPFFCQ37DA,157.74,23.13,0.0,無,0090
新港鄉,土地,大崙段61~90地號,733.5,,鄉村區,乙種建築用地,1091130,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1442220,1966,,0.0,0,含土地增值稅或其他稅費；親友、員工、共有人或其他特殊關係間之交易；,RPSOMLKKKIPFFCQ76DA,0.0,0.0,0.0,無,
大林鎮,房地(土地+建物),過溪里過溪241~270號,111.39,,鄉村區,乙種建築用地,1081231,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1090624,185.08,4,3,5,有,無,11000000,59434,,0.0,0,預售屋、或土地及建物分次登記案件；,RPWNMLMLKIPFFCQ37DA,165.14,19.94,0.0,無,
大林鎮,房地(土地+建物),過溪里過溪241~270號,102.87,,鄉村區,乙種建築用地,1090118,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1090624,185.2,4,3,5,有,無,11000000,59395,,0.0,0,預售屋、或土地及建物分次登記案件；,RPXNMLMLKIPFFCQ47DA,165.72,19.48,0.0,無,
大林鎮,房地(土地+建物),過溪里過溪241~270號,113.49,,鄉村區,乙種建築用地,1080416,土地3建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1090624,190.81,4,3,5,有,無,8200000,42975,,0.0,0,預售屋、或土地及建物分次登記案件；,RPOOMLMLKIPFFCQ66DA,173.71,17.1,0.0,無,
民雄鄉,土地,竹子,159.83,,鄉村區,乙種建築用地,1091030,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1800000,11262,,0.0,0,,RPUNMLKMIIPFFCQ86DA,0.0,0.0,0.0,無,
朴子市,土地,大榔段大鄉小段61~90地號,2199.0,,特定農業區,農牧用地,1091027,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4000000,1819,,0.0,0,,RPXNMLMLKIPFFBQ37DA,0.0,0.0,0.0,無,0091
六腳鄉,土地,灣內段灣內小段241~270地號,1959.0,,特定農業區,農牧用地,1091102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5800000,2961,,0.0,0,,RPQNMLOLKIPFFBQ86DA,0.0,0.0,0.0,無,
朴子市,土地,南勢竹段南竹小段481~510地號,1919.0,,特定農業區,農牧用地,1091124,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1500000,782,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLMLKIPFFBQ56DA,0.0,0.0,0.0,無,
東石鄉,土地,頂東石段黎明小段31~60地號,790.7,,特定專用區,甲種建築用地,1091123,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7660000,9688,,0.0,0,,RPQNMLMLKIPFFBQ66DA,0.0,0.0,0.0,無,
六腳鄉,土地,六腳段六嘉小段901~930地號,2682.0,,特定農業區,農牧用地,1091116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2300000,858,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLMLKIPFFBQ86DA,0.0,0.0,0.0,無,
東石鄉,土地,栗子崙段西崙小段61~90地號,68.0,,一般農業區,甲種建築用地,1091215,土地1建物1車位0,一層，二層，騎樓,二層,其他,住家用,鋼筋混凝土加強磚造,0690517,97.8,0,0,0,有,無,650000,9559,,0.0,0,,RPRNMLPLKIPFFBQ07DA,0.0,0.0,0.0,無,
民雄鄉,房地(土地+建物),興南村頭橋691~720號,35.72,都市：其他:住,,,1091122,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0811130,117.22,3,2,2,有,無,3450000,29432,,0.0,0,,RPRNMLOLJIPFFCQ96DA,91.9,8.43,0.0,無,0092
溪口鄉,房地(土地+建物),溪東村民生街121~150號,120.76,都市：其他:市,,,1091130,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1080725,209.91,4,2,3,有,無,10500000,50021,,0.0,0,,RPPOMLLJKIPFFCQ09DA,194.1,15.81,0.0,無,
民雄鄉,房地(土地+建物),中樂村下土庫仔1~30號,112.0,非都市： ; 非都市編定：,,,1090921,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1090226,212.51,5,2,5,有,無,10100000,47527,,0.0,0,,RPPNMLTJKIPFFCQ17DA,191.15,21.36,0.0,無,
