交易標的,土地區段位置/建物區段門牌,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,屋齡,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位總價(元),移轉編號
transaction sign,land sector position building sector house number plate,transaction year month and day,transaction pen number,shifting level,total floor number,building state,room age,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth total price NTD,
房地(土地+建物),桃園市桃園區中平路77巷1~30號,1040812,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),22,71.22999999999999,2,1,1,有,有,3500000,49137,0,00001
房地(土地+建物)+車位,中平路77巷1~30號,1091123,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),27,102.91999999999999,2,1,1,有,有,4850000,47124,600000,00001
房地(土地+建物),桃園縣桃園市大興西路一段323巷1~30號,1021009,土地1建物1車位0,三層,十七層,住宅大樓(11層含以上有電梯),16,109.57,3,2,2,有,有,7100000,64799,0,00002
房地(土地+建物),桃園市桃園區大興西路一段323巷1~30號,1060514,土地1建物1車位0,三層,十七層,住宅大樓(11層含以上有電梯),20,109.57,3,2,2,有,有,6630000,60509,0,00002
房地(土地+建物),大興西路一段323巷1~30號,1091024,土地1建物1車位0,三層,十七層,住宅大樓(11層含以上有電梯),23,109.57,3,2,2,有,有,8080000,73743,0,00002
房地(土地+建物)+車位,桃園市桃園區大有路631~660號,1031224,土地3建物1車位1,二層,十六層,住宅大樓(11層含以上有電梯),22,167.98000000000002,3,2,2,有,有,6660000,39648,0,00003
房地(土地+建物)+車位,大有路631~660號,1091027,土地3建物1車位1,二層,十六層,住宅大樓(11層含以上有電梯),28,167.98000000000002,3,2,2,有,有,7300000,43458,0,00003
房地(土地+建物)+車位,桃園縣桃園市樹仁三街15巷1~30號,1030422,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),0,163.19,3,2,2,有,有,9230000,59210,1300000,00004
房地(土地+建物)+車位,樹仁三街15巷1~30號,1091102,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),7,163.19,3,2,2,有,有,10500000,64342,0,00004
土地,西門段451~480地號,1030530,土地12建物0車位0,,,其他,-1,0.0,0,0,0,有,無,3690225,42217,0,00005
土地,西門段361~390地號,1050309,土地3建物0車位0,,,其他,0,0.0,0,0,0,有,無,24000,13260,0,00005
土地,西門段451~480地號,1051129,土地19建物0車位0,,,其他,-1,0.0,0,0,0,有,無,1134000,44401,0,00005
土地,西門段361~390地號,1061020,土地2建物0車位0,,,其他,0,0.0,0,0,0,有,無,21226,19473,0,00005
土地,西門段361~390地號,1080702,土地13建物0車位0,,,其他,-1,0.0,0,0,0,有,無,4435253,96105,0,00005
土地,西門段361~390地號,1090927,土地23建物0車位0,,,其他,-1,0.0,0,0,0,有,無,1600000,20380,0,00005
土地,西門段361~390地號,1091127,土地23建物0車位0,,,其他,-1,0.0,0,0,0,有,無,5215105,66426,0,00005
土地,西門段361~390地號,1091215,土地21建物0車位0,,,其他,-1,0.0,0,0,0,有,無,4931407,68520,0,00005
