鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
朴子市,房地(土地+建物),嘉義縣朴子市吉祥七街211~240號,138.1,住,,,1091215,土地1建物0車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0941226,283.48,5,2,6,有,無,無,20000,71,,0.0,0,,RPWNMLNLKIPFFBQ47CC
布袋鎮,土地,見龍段931~960地號,4963.0,農,,,1091201,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,75000,15,,0.0,0,,RPTNMLSLKIPFFBQ67CC
朴子市,土地,下竹圍段佳禾小段1171~1200地號,2468.0,,特定農業區,農牧用地,1100101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,5000,2,,0.0,0,,RPSNMLQJJHGGFBQ78CC
朴子市,房地(土地+建物)+車位,嘉義縣朴子市山通路24巷1~30號,23.87,住,,,1091224,土地1建物1車位1,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830512,88.61,3,2,2,有,有,有,11000,124,升降機械,0.0,0,,RPWNMLRJJHGGFBQ66CC
朴子市,房地(土地+建物),嘉義縣朴子市仁和二路121~150號,11.74,住,,,1091225,土地1建物1車位0,二層,8,套房(1房1廳1衛),住家用,鋼筋混凝土造,0950828,15.06,1,1,1,有,有,有,3200,212,,0.0,0,,RPXNMLRJJHGGFBQ76CC
太保市,房地(土地+建物),嘉義縣太保市健康路183巷2弄1~30號,114.48,住,,,1100101,土地1建物0車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0960717,198.35,4,2,4,有,無,無,16000,81,,0.0,0,,RPWNMLRJJHGGFDQ96DC
朴子市,房地(土地+建物),嘉義縣朴子市祥和三路西段211~240號,101.85,住,,,1100101,土地1建物0車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0920805,187.58,5,1,3,有,無,無,15000,80,,0.0,0,,RPRNMLMKJHGGFBQ38CC
太保市,房地(土地+建物),嘉義縣太保市健康路183巷2弄1~30號,114.48,住,,,1100101,土地1建物0車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0960717,198.35,4,2,4,有,無,無,16000,81,,0.0,0,,RPPNMLMKJHGGFDQ38CC
大林鎮,房地(土地+建物),嘉義縣大林鎮三和里13鄰中興路二段797巷1~30號,72.0,,特定農業區,甲種建築用地,1091229,土地1建物0車位0,全,3,透天厝,住家用,鋼筋混凝土造,0840217,137.02,4,1,3,有,無,無,10000,73,,0.0,0,,RPPNMLOKJHGGFCQ58DC
大林鎮,房地(土地+建物),嘉義縣大林鎮平林里光明街31~60號,67.54,住,,,1091229,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,0820217,104.46,3,1,2,有,無,有,10000,96,,0.0,0,,RPTNMLOKJHGGFCQ98DC
大林鎮,房地(土地+建物),嘉義縣大林鎮平林里蘭州街73巷1~30號,46.58,住,,,1091229,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,0820217,92.85,3,1,2,有,無,有,10000,108,,0.0,0,,RPUNMLOKJHGGFCQ09DC
大林鎮,房地(土地+建物),嘉義縣大林鎮平林里16鄰八德街1~30號,46.58,住,,,1091229,土地1建物0車位0,見其他登記事項,3,公寓(5樓含以下無電梯),住商用,鋼筋混凝土加強磚造,0700203,182.25,3,1,2,有,無,無,10000,55,,0.0,0,,RPWNMLOKJHGGFCQ66DC
大林鎮,房地(土地+建物),嘉義縣大林鎮平林里17鄰民族路31~60號,58.94,住,,,1091229,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0700103,90.86,3,1,2,有,無,有,10000,110,,0.0,0,,RPROMLOKJHGGFCQ88DC
大林鎮,房地(土地+建物),嘉義縣大林鎮平林里17鄰莊敬街174巷1~30號,42.15,住,,,1091229,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,0820217,113.08,3,1,2,有,無,有,10000,88,,0.0,0,,RPSOMLOKJHGGFCQ98DC
大林鎮,房地(土地+建物),嘉義縣大林鎮溝背里尾厝121~150號,94.0,,鄉村區,乙種建築用地,1091229,土地1建物0車位0,全,3,透天厝,住家用,見其他登記事項,0830107,169.68,4,2,4,有,無,無,10000,59,,0.0,0,,RPTOMLOKJHGGFCQ09DC
大林鎮,房地(土地+建物),嘉義縣大林鎮平林里新興街121~150號,100.0,住,,,1091229,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,1040703,36.36,5,3,4,有,無,有,10000,275,,0.0,0,,RPVOMLOKJHGGFCQ66DC
民雄鄉,房地(土地+建物),嘉義縣民雄鄉北斗村36鄰新正五街61~90號,45.92,,鄉村區,乙種建築用地,1091229,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0910725,86.27,3,1,2,有,無,有,10000,116,,0.0,0,,RPWOMLOKJHGGFCQ76DC
朴子市,房地(土地+建物),嘉義縣朴子市朴子七路151~180號,86.6,住,,,1100101,土地1建物0車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0920922,176.07,4,3,3,有,無,無,19000,108,,0.0,0,,RPPOMLPKJHGGFBQ58CC
朴子市,房地(土地+建物),嘉義縣朴子市仁和二路121~150號,52.97,住,,,1100128,土地1建物1車位0,一層,8,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0950828,107.64,0,0,0,無,有,有,9000,84,,0.0,0,,RPXNMLTLJHGGFBQ17CC
朴子市,房地(土地+建物),嘉義縣朴子市吉祥七街211~240號,138.1,住,,,1100308,土地1建物0車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0941226,283.48,5,2,6,有,無,無,20000,71,,0.0,0,,RPSNMLSJLHGGFBQ56CC
