編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPPNMLRLJIPFFAM09DA,1,153.75,住家用,鋼筋混凝土造,109年4月14日,三層,一層 二層 三層
RPTNMLQLJIPFFAM76DA,1,153.75,住家用,鋼筋混凝土造,109年4月14日,三層,一層 二層 三層
RPUNMLRJKIPFFAM86DA,,59.80,見其他登記事項,鋼筋混凝土造,109年9月7日,五層,三層
RPUNMLRJKIPFFAM86DA,,16.24,見其他登記事項,鋼筋混凝土造,109年9月7日,五層,
RPQOMLOJJIPFFAM78DA,8,248.43,見其他登記事項,鋼筋混凝土造,101年9月4日,四層,一層 二層 三層 四層 騎樓
RPSNMLQLJIPFFAM66DA,1,148.82,住家用,鋼筋混凝土造,109年4月14日,三層,一層 二層 三層
RPQNMLRJKIPFFAM09DA,,25.70,見其他登記事項,鋼筋混凝土造,109年9月7日,五層,一層
RPQNMLRJKIPFFAM09DA,,25.70,見其他登記事項,鋼筋混凝土造,109年9月7日,五層,一層
RPQNMLRJKIPFFAM09DA,,8.12,見其他登記事項,鋼筋混凝土造,109年9月7日,五層,
RPQNMLRJKIPFFAM09DA,,8.12,見其他登記事項,鋼筋混凝土造,109年9月7日,五層,
RPRNMLRJKIPFFAM56DA,,59.80,見其他登記事項,鋼筋混凝土造,109年9月7日,五層,二層
RPRNMLRJKIPFFAM56DA,,16.24,見其他登記事項,鋼筋混凝土造,109年9月7日,五層,
RPOPMLMJKIPFFAM58DA,,80.28,見其他登記事項,鋼筋混凝土造,109年10月7日,七層,七層
RPOPMLMJKIPFFAM58DA,,34.75,見其他登記事項,鋼筋混凝土造,109年10月7日,七層,
RPWOMLMJKIPFFAM66DA,,61.65,見其他登記事項,鋼筋混凝土造,109年10月7日,七層,七層
RPWOMLMJKIPFFAM66DA,,26.68,見其他登記事項,鋼筋混凝土造,109年10月7日,七層,
RPRNMLQLJIPFFAM56DA,1,74.50,住家用,鋼筋混凝土造,109年4月14日,三層,一層 二層 三層
RPRNMLQLJIPFFAM56DA,1,74.50,住家用,鋼筋混凝土造,109年4月14日,三層,一層 二層 三層
RPQOMLRJKIPFFAM56DA,,59.80,見其他登記事項,鋼筋混凝土造,109年9月7日,五層,三層
RPQOMLRJKIPFFAM56DA,,16.24,見其他登記事項,鋼筋混凝土造,109年9月7日,五層,
RPROMLRJKIPFFAM66DA,,41.86,見其他登記事項,鋼筋混凝土造,109年9月7日,五層,四層
RPROMLRJKIPFFAM66DA,,17.94,見其他登記事項,鋼筋混凝土造,109年9月7日,五層,四層
RPROMLRJKIPFFAM66DA,,11.37,見其他登記事項,鋼筋混凝土造,109年9月7日,五層,
