交易標的,土地區段位置/建物區段門牌,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,屋齡,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位總價(元),移轉編號
transaction sign,land sector position building sector house number plate,transaction year month and day,transaction pen number,shifting level,total floor number,building state,room age,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth total price NTD,
土地,新寮段931~960地號,1091120,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,16747,3496,0,0042
土地,新寮段931~960地號,1091120,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,8374,3504,0,0042
土地,新寮段931~960地號,1091120,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,11165,3500,0,0042
土地,新寮段931~960地號,1091120,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,5024,3489,0,0042
土地,新寮段931~960地號,1091120,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,1675,0,0,0042
土地,新寮段931~960地號,1091120,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,3350,0,0,0042
土地,新寮段931~960地號,1091120,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,6698,3507,0,0042
土地,新寮段931~960地號,1091120,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,3350,0,0,0042
土地,新寮段931~960地號,1091120,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,3350,0,0,0042
土地,新寮段901~930地號,1091120,土地5建物0車位0,,,其他,-1,0.0,0,0,0,有,無,918068,3500,0,0049
土地,新寮段901~930地號,1091120,土地5建物0車位0,,,其他,-1,0.0,0,0,0,有,無,918067,3500,0,0049
土地,新寮段901~930地號,1091120,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,5525573,3500,0,0051
土地,新寮段901~930地號,1091120,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,5525572,3500,0,0051
土地,建國段751~780地號,1090603,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,364700,1734,0,0061
土地,建國段751~780地號,1090731,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,485800,21140,0,0061
土地,建國段751~780地號,1091209,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,750000,18652,0,0061
土地,祥和段421~450地號,1080815,土地8建物0車位0,,,其他,0,0.0,0,0,0,有,無,20000000,17095,0,0064
土地,祥和段421~450地號,1091002,土地20建物0車位0,,,其他,-1,0.0,0,0,0,有,無,26058600,18754,0,0064
土地,子科段,1091024,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,450000,313,0,0065
土地,子科段,1091120,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,450000,313,0,0065
