鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
西螺鎮,土地,新街段31~60地號,3935.0,農,,,1091201,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,59500,15,,0.0,0,,RPQNMLLKKIPFFCP66DC
斗六市,房地(土地+建物),雲林縣斗六市嘉東南路31~60號,96.0,,特定農業區,甲種建築用地,1091208,土地1建物0車位0,全,3,透天厝,住家用,鋼筋混凝土造,0960208,16.5,1,0,1,有,無,有,3500,212,,0.0,0,,RPOOMLSKKIPFFAP96CC
斗六市,房地(土地+建物),雲林縣斗六市嘉東南路50巷61~90號,88.0,,特定農業區,甲種建築用地,1091214,土地1建物0車位0,全,3,透天厝,住家用,鋼筋混凝土造,0951201,16.26,1,0,1,有,無,有,3500,215,,0.0,0,,RPPOMLSKKIPFFAP07CC
斗六市,房地(土地+建物),雲林縣斗六市嘉東南路50巷61~90號,88.0,,特定農業區,甲種建築用地,1091214,土地1建物0車位0,全,3,透天厝,住家用,鋼筋混凝土造,0951201,16.3,1,0,1,有,無,有,3500,215,,0.0,0,,RPQOMLSKKIPFFAP17CC
斗六市,房地(土地+建物),雲林縣斗六市西平路61~90號,1068.0,商,,,1091215,土地1建物1車位0,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830918,112.89,3,1,1,有,有,有,12000,106,,0.0,0,,RPWNMLPLKIPFFAP47CC
斗六市,房地(土地+建物),雲林縣斗六市嘉東南路50巷61~90號,127.0,,特定農業區,甲種建築用地,1091225,土地1建物0車位0,全,3,透天厝,住家用,鋼筋混凝土造,0951110,14.03,1,0,1,有,無,有,3500,249,,0.0,0,,RPSNMLSLKIPFFAP37CC
斗六市,房地(土地+建物),雲林縣斗六市中山路601~630號,191.04,,特定農業區,甲種建築用地,1091217,土地1建物0車位0,三層,4,套房(1房1廳1衛),住商用,鋼筋混凝土造,0890808,16.2,1,1,1,有,無,有,4500,278,,0.0,0,,RPTNMLTLKIPFFAP57CC
斗六市,房地(土地+建物),雲林縣斗六市中山路601~630號,191.04,,特定農業區,甲種建築用地,1091217,土地1建物0車位0,三層,4,套房(1房1廳1衛),住商用,鋼筋混凝土造,0890808,16.2,1,1,1,有,無,有,4500,278,,0.0,0,,RPUNMLTLKIPFFAP67CC
斗南鎮,房地(土地+建物),雲林縣斗南鎮中興路170巷6弄1~30號,78.0,住,,,1091208,土地1建物0車位0,全,2,透天厝,住商用,加強磚造,0691203,108.59,3,2,2,有,無,無,11000,101,,0.0,0,,RPQNMLTLKIPFFBP37CC
斗六市,土地,斗六段1~30地號,88.0,住,,,1090820,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,10000,114,,0.0,0,含增建或未登記建物。；,RPPNMLTLKIPFFAP37EC
斗六市,房地(土地+建物)+車位,雲林縣斗六市江厝路100巷5弄1~30號,49.69,,鄉村區,乙種建築用地,1091228,土地1建物1車位0,見其他登記事項,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0880926,119.39,4,2,2,有,有,無,8000,67,一樓平面,19.15,0,,RPPOMLLMKIPFFAP56CC
斗六市,房地(土地+建物),雲林縣斗六市建成路241~270號,92.0,住,,,1100101,土地1建物0車位0,全,2,透天厝,住商用,鋼筋混凝土加強磚造,0680628,119.43,3,2,2,有,無,無,13000,109,,0.0,0,含增建或未登記建物。；,RPTNMLQJJHGGFAP68CC
斗六市,房地(土地+建物),雲林縣斗六市中山路601~630號,191.04,,一般農業區,甲種建築用地,1091215,土地1建物0車位0,一層,4,套房(1房1廳1衛),住商用,鋼筋混凝土造,0890808,16.2,1,1,1,有,無,有,5000,309,,0.0,0,,RPOPMLRJJHGGFAP48CC
斗六市,房地(土地+建物),雲林縣斗六市中山路601~630號,191.04,,一般農業區,甲種建築用地,1091215,土地1建物0車位0,一層,4,套房(1房1廳1衛),住商用,鋼筋混凝土造,0890808,16.2,1,1,1,有,無,有,5000,309,,0.0,0,,RPPPMLRJJHGGFAP58CC
