編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPWNMLOLJIPFFAE68DA,7,185.26,住家用,鋼筋混凝土造,102年7月10日,十四層,十三層
RPTNMLMJKIPFFAE08DA,5,65.22,見其他登記事項,見其他登記事項,105年1月14日,十五層,七層
RPWNMLOLJIPFFAE68DA,7,173.63,見其他登記事項,鋼筋混凝土造,102年7月10日,十四層,
RPTNMLMJKIPFFAE08DA,5,43.42,見其他登記事項,見其他登記事項,105年1月14日,十五層,
RPQOMLLJKIPFFAE77DA,15,174.16,住家用,鋼筋混凝土造,95年2月21日,二十五層,二十三層
RPQOMLLJKIPFFAE77DA,15,93.64,共有部分,鋼筋混凝土造,95年2月21日,二十五層,
RPOPMLLJKIPFFAE67DA,,44.17,見其他登記事項,見其他登記事項,109年5月15日,十五層,十四層
RPOPMLLJKIPFFAE67DA,,22.78,共有部分,見其他登記事項,109年5月15日,十五層,
RPSOMLOJKIPFFAE28DA,35,106.76,,鋼筋混凝土造,74年12月21日,五層,三層
RPSOMLOJKIPFFAE28DA,35,7.43,見使用執照,鋼筋混凝土造,74年12月21日,五層,
RPTPMLNJKIPFFAE38DA,2,154.70,見其他登記事項,見其他登記事項,107年10月18日,二十九層,九層
RPTPMLNJKIPFFAE38DA,2,105.50,見其他登記事項,見其他登記事項,107年10月18日,二十九層,
RPUPMLNJKIPFFAE48DA,2,182.07,見其他登記事項,見其他登記事項,107年10月18日,二十九層,六層
RPUPMLNJKIPFFAE48DA,2,126.60,見其他登記事項,見其他登記事項,107年10月18日,二十九層,
RPPOMLNJKIPFFAE87DA,2,183.13,見其他登記事項,見其他登記事項,107年10月18日,二十九層,二十五層
RPPOMLNJKIPFFAE87DA,2,127.13,見其他登記事項,見其他登記事項,107年10月18日,二十九層,
RPSOMLSJKIPFFAE68DA,10,260.48,住家用,見其他登記事項,99年6月2日,三十四層,六層
RPSOMLSJKIPFFAE68DA,10,137.88,見其他登記事項,見其他登記事項,99年6月2日,三十四層,
RPPNMLTJKIPFFAE38DA,25,40.80,住家用,鋼筋混凝土造,84年8月21日,十二層,六層
RPPNMLTJKIPFFAE38DA,25,11.85,見使用執照,鋼筋混凝土造,84年8月21日,十二層,
RPUNMLKMIIPFFAE08DA,,92.04,見其他登記事項,見其他登記事項,109年5月15日,十五層,十三層
