鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
屏東市,房地(土地+建物),成功路121~150號,82.27,都市：其他:住宅區,,,1090411,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1090804,192.3,5,2,3,有,無,12800000,66563,,0.0,0,,RPVNMLNLKHGGFAT66EA,170.95,0.0,21.35,無,
恆春鎮,房地(土地+建物),南灣路仁愛巷31~60號,17.4,,國家公園區,,1100205,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0831116,52.41,2,1,0,有,無,1080000,20607,,0.0,0,,RPQNMLTKKHGGFET07EA,24.5,0.0,5.3,無,
滿州鄉,土地,新滿州段511~540地號,8.67,都市：其他:住宅區,,,1100203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,100000,11534,,0.0,0,,RPRNMLNLKHGGFET56DA,0.0,0.0,0.0,無,
恆春鎮,土地,後壁湖段241~270地號,24.81,,國家公園區,,1100206,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,550000,22168,,0.0,0,,RPSNMLNLKHGGFET66DA,0.0,0.0,0.0,無,
牡丹鄉,土地,阿可里央段541~570地號,10000.04,,森林區,林業用地,1091225,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,270000,27,,0.0,0,,RPPNMLOLKHGGFET09DA,0.0,0.0,0.0,無,
東港鎮,房地(土地+建物),大利路三段91~120號,405.22,都市：其他:乙種工業區,,,1091231,土地2建物1車位0,全,一層,透天厝,工業用,見其他登記事項,1090221,154.35,1,0,1,有,無,8090174,52414,,0.0,0,,RPTNMLSKKHGGFDT07DA,154.35,0.0,0.0,無,
東港鎮,土地,東港段241~270地號,15.0,都市：其他:住宅區,,,1100209,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,400000,26667,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLTJKHGGFDT66DA,0.0,0.0,0.0,無,
東港鎮,房地(土地+建物),興東四街51巷18弄1~30號,115.09,都市：其他:住宅區,,,1100109,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0951004,157.46,4,2,3,有,無,6390000,40582,,0.0,0,,RPPNMLMLKHGGFDT78DA,134.4,5.88,17.19,無,1600
新園鄉,土地,新利段1651~1680地號,3401.0,,特定農業區,農牧用地,1100121,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9800000,2882,,0.0,0,,RPWNMLSKKHGGFDT37DA,0.0,0.0,0.0,無,1601
新園鄉,房地(土地+建物),中和路91~120號,86.29,,鄉村區,乙種建築用地,1100112,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0820308,111.64,4,2,2,有,無,2500000,22393,,0.0,0,,RPTNMLNLKHGGFDT66DA,104.92,6.72,0.0,無,
南州鄉,房地(土地+建物),同安路1~30號,250.28,,鄉村區,乙種建築用地,1100126,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0851209,135.53,4,2,2,有,無,2750000,20291,,0.0,0,,RPQNMLPLKHGGFDT56DA,133.73,1.8,0.0,無,
南州鄉,房地(土地+建物),七塊路151~180號,103.3,,一般農業區,甲種建築用地,1100130,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0810831,155.49,4,2,4,有,無,4820000,30999,,0.0,0,,RPPNMLQLKHGGFDT56DA,148.77,6.72,0.0,無,
新園鄉,房地(土地+建物),公正路106巷1~30號,82.99,都市：其他:住宅區,,,1100118,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0820607,153.51,4,3,4,有,無,6700000,43645,,0.0,0,,RPQNMLKLKHGGFDT68DA,124.5,14.11,14.9,無,
恆春鎮,土地,宣化段691~720地號,1168.85,,鄉村區,乙種建築用地,1091209,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,15100000,12919,,0.0,0,未登記建物；,RPUNMLNLKHGGFET86DA,0.0,0.0,0.0,無,
佳冬鄉,土地,萬建段1081~1110地號,126.35,都市：其他:農業區,,,1100105,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,360000,2849,,0.0,0,未登記建物；,RPPNMLNLKHGGFFT09DA,0.0,0.0,0.0,無,
佳冬鄉,土地,萬建段1081~1110地號,3323.29,都市：其他:道路用地,,,1100105,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7530000,2266,,0.0,0,,SPPNMLNLKHGGFFT56DA,0.0,0.0,0.0,無,1602
東港鎮,房地(土地+建物)+車位,興東三街61~90號,32.54,都市：其他:住宅區,,,1090506,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1091102,98.64,2,1,2,有,有,4620000,46837,一樓平面,0.0,0,,RPRNMLMLKHGGFDT09EA,47.33,0.0,10.97,有,
東港鎮,房地(土地+建物),興東三街61~90號,23.69,都市：其他:住宅區,,,1080114,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1091102,72.46000000000001,2,1,2,有,有,3600000,49683,,0.0,0,,RPVNMLMLKHGGFDT86EA,47.33,0.0,5.88,有,
東港鎮,房地(土地+建物)+車位,興東三街61~90號,29.14,都市：其他:住宅區,,,1080114,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1091102,91.83,2,1,2,有,有,3980000,43341,一樓平面,0.0,0,,RPQNMLMJLHGGFDT88EA,47.32,0.0,5.98,有,
潮州鎮,土地,榮田段1321~1350地號,2749.56,都市：其他:工業區,,,1091218,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,60000000,21822,,0.0,0,,RPPOMLNLKHGGFCT98EA,0.0,0.0,0.0,無,
九如鄉,土地,東庄段91~120地號,283.85,,一般農業區,農牧用地,1100220,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,369005,1300,,0.0,0,購買毗鄰地親友、員工、共有人或其他特殊關係間之交易；,RPRNMLPLKHGGFAT09EA,0.0,0.0,0.0,無,
高樹鄉,土地,東振新段151~180地號,447.0,,鄉村區,乙種建築用地,1100203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2000000,4474,,0.0,0,含土地增值稅或其他稅費31873元；,RPTNMLPLKHGGFBT76EA,0.0,0.0,0.0,無,1603
麟洛鄉,房地(土地+建物),中山路421~450號,140.63,都市：其他:道路用地,,,1100125,土地4建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0700630,281.45,5,3,3,有,無,5766025,20487,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUOMLPLKHGGFAT86EA,281.45,0.0,0.0,無,
屏東市,土地,大連段361~390地號,269.5,工,,,1100112,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12500000,46382,,0.0,0,,RPVOMLPLKHGGFAT96EA,0.0,0.0,0.0,無,1604
佳冬鄉,土地,萬建段1081~1110地號,5010.54,都市：其他:農業區,,,1100105,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11363000,2268,,0.0,0,,RPQNMLNLKHGGFFT66EA,0.0,0.0,0.0,無,
枋寮鄉,土地,內寮村段31~60地號,1057.32,,一般農業區,農牧用地,1100128,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4160000,3934,,0.0,0,,RPPNMLOLKHGGFFT66EA,0.0,0.0,0.0,無,1605
獅子鄉,土地,獅子段451~480地號,3.0,,鄉村區,乙種建築用地,1100222,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1350,450,,0.0,0,,RPQNMLPLKHGGFFT86EA,0.0,0.0,0.0,無,
獅子鄉,土地,獅子段451~480地號,43.0,,鄉村區,乙種建築用地,1100222,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,19350,450,,0.0,0,,RPRNMLPLKHGGFFT96EA,0.0,0.0,0.0,無,
內埔鄉,房地(土地+建物),光明路481巷31~60號,80.97,都市：其他:住宅區,,,1100109,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0820316,216.78,6,2,4,有,無,4300000,19836,,0.0,0,,RPVNMLNLKHGGFCT76DA,216.78,0.0,0.0,無,
內埔鄉,房地(土地+建物),中林路1149巷1~30號,69.7,,鄉村區,乙種建築用地,1100130,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0801024,80.92,5,1,2,有,無,700000,8651,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPWNMLNLKHGGFCT86DA,80.92,0.0,0.0,無,
