鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
竹北市,建物,新竹縣竹北市光明六路東二段181~210號,0.0,住,,,1091123,土地0建物1車位1,見其他登記事項,19,店面(店鋪),住商用,鋼筋混凝土造,1081003,306.9,0,1,2,有,有,有,65000,212,坡道平面,28.17,0,含增建或未登記建物。；租金含管理費。,RPQNMLOKKIPFFBJ78CC
竹北市,建物,新竹縣竹北市莊敬北路241~270號,1257.56,住,,,1091211,土地0建物1車位0,二層,3,店面(店鋪),見其他登記事項,見其他登記事項,1080906,422.61,0,0,0,無,無,有,160000,379,,0.0,0,,RPSNMLOKKIPFFBJ98CC
竹北市,建物,新竹縣竹北市科大一路241~270號,0.0,住,,,1091126,土地0建物1車位1,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061030,172.49,3,2,2,有,有,有,28000,162,坡道平面,29.02,0,租金含管理費。,RPPOMLOKKIPFFBJ78CC
竹北市,建物,新竹縣竹北市高鐵路61~90號,0.0,商,,,1091126,土地0建物1車位0,十四層,18,辦公商業大樓,商業用,鋼筋混凝土造,0990208,100.12,0,0,0,無,有,有,18000,180,坡道機械,18.82,0,,RPQOMLOKKIPFFBJ88CC
竹北市,建物,新竹縣竹北市中華路121~150號,159.13,商,,,1091207,土地0建物1車位0,一層,5,店面(店鋪),住商用,鋼筋混凝土造,1010409,44.44,0,0,0,無,無,有,43138,971,,0.0,0,,RPWOMLOKKIPFFBJ86CC
竹北市,建物,新竹縣竹北市復興六路61~90號,0.0,住,,,1091126,土地0建物1車位2,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961207,231.87,3,2,2,有,有,有,30000,129,坡道平面,0.0,0,,RPWPMLOKKIPFFBJ96CC
湖口鄉,建物,新竹縣湖口鄉吉安街37巷6弄1~30號,0.0,,鄉村區,乙種建築用地,1091210,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0940822,156.27,4,2,3,有,有,有,19000,122,其他,0.0,0,續租。；續約,RPOOMLOKKIPFFDJ88CC
竹東鎮,建物,新竹縣竹東鎮三重一路31~60號,0.0,住,,,1091212,土地0建物1車位0,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820106,104.46,3,2,2,有,有,有,11500,110,,0.0,0,,RPWOMLOKKIPFFCJ96CC
湖口鄉,建物,新竹縣湖口鄉榮光一路151~180號,0.0,,鄉村區,乙種建築用地,1091212,土地0建物0車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,1040821,20.27,1,0,1,有,有,有,5500,271,,0.0,0,此為分租套房，房號402，第四層共分成3間，陽台總面積占9分之1，一間平均面積約20.27平方公尺,RPUNMLPKKIPFFDJ86CC
湖口鄉,建物,新竹縣湖口鄉鳳凰三街1~30號,0.0,,工業區,丁種建築用地,1091215,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,58.5,3,2,1,有,無,有,8500,145,,0.0,0,,RPRNMLRKKIPFFDJ76CC
