編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPTPMLSJKIPFFAF98DA,26,32.22,住家用,鋼筋混凝土造,83年6月14日,十五層,六層
RPTPMLSJKIPFFAF98DA,26,.95,共有部分,鋼筋混凝土造,83年6月14日,十五層,
RPTPMLSJKIPFFAF98DA,26,5.40,共有部分,鋼筋混凝土造,83年6月14日,十五層,
RPSPMLRJKIPFFAF78DA,21,30.31,住家用,鋼筋混凝土造,88年10月25日,二十八層,二十四層
RPSPMLRJKIPFFAF78DA,21,7.41,見使用執照,鋼筋混凝土造,88年10月25日,二十八層,
RPRQMLNJKIPFFAF38DA,5,89.74,見其他登記事項,鋼筋混凝土造,105年2月5日,二十四層,六層
RPRQMLNJKIPFFAF38DA,5,24.95,見其他登記事項,鋼筋混凝土造,105年2月5日,二十四層,
RPRQMLNJKIPFFAF38DA,5,35.85,見其他登記事項,鋼筋混凝土造,105年2月5日,二十四層,
RPRRMLNLJIPFFAF58DA,33,96.37,住家用,鋼筋混凝土造,76年7月30日,五層,二層
RPRRMLNLJIPFFAF58DA,33,7.84,共有部分,鋼筋混凝土造,76年7月30日,五層,
RPVRMLNJKIPFFAF88DA,25,97.30,住家用,鋼筋混凝土造,85年3月28日,十二層,五層
RPVRMLNJKIPFFAF88DA,25,97.30,住家用,鋼筋混凝土造,85年3月28日,十二層,六層
RPVRMLNJKIPFFAF88DA,25,21.81,共有部分,鋼筋混凝土造,85年3月28日,十二層,
RPVRMLNJKIPFFAF88DA,25,37.33,共有部分,鋼筋混凝土造,85年3月28日,十二層,
RPQQMLKMJIPFFAF18DA,40,87.60,住家用,鋼筋混凝土造,70年1月21日,五層,四層 陽台
RPRVMLNLJIPFFAF98DA,26,135.17,住家用,鋼筋混凝土造,84年3月23日,八層,一層
RPRVMLNLJIPFFAF98DA,26,.51,商業用,鋼筋混凝土造,84年3月23日,十二層,地下一層
RPRVMLNLJIPFFAF98DA,26,.85,見其他登記事項,鋼筋混凝土造,84年3月23日,十二層,地下一層
RPRVMLNLJIPFFAF98DA,26,54.13,共有部分,鋼筋混凝土造,84年3月23日,十二層,
RPRVMLNLJIPFFAF98DA,26,.09,共有部分,鋼筋混凝土造,84年3月23日,十二層,
RPRVMLNLJIPFFAF98DA,26,.09,共有部分,鋼筋混凝土造,84年3月23日,十二層,
RPRRMLSJKIPFFAF98DA,2,.02,見其他登記事項,鋼骨鋼筋混凝土造,107年12月13日,二十層,一層
RPRRMLSJKIPFFAF98DA,2,27.25,見其他登記事項,鋼骨鋼筋混凝土造,107年12月13日,二十層,
RPSRMLSJKIPFFAF09DA,2,.02,見其他登記事項,鋼骨鋼筋混凝土造,107年12月13日,二十層,一層
RPSRMLSJKIPFFAF09DA,2,27.25,見其他登記事項,鋼骨鋼筋混凝土造,107年12月13日,二十層,
RPTSMLSJKIPFFAF66DA,,91.97,住家用,鋼筋混凝土造,,四層,四層 陽台
SPROMLTJKIPFFAF88DA,,77.01,見其他登記事項,鋼筋混凝土造,109年4月20日,十五層,四層
SPROMLTJKIPFFAF88DA,,69.89,見其他登記事項,鋼筋混凝土造,109年4月20日,十五層,
RPROMLTJKIPFFAF78DA,,80.87,見其他登記事項,鋼筋混凝土造,109年4月20日,十五層,四層
RPROMLTJKIPFFAF78DA,,71.81,見其他登記事項,鋼筋混凝土造,109年4月20日,十五層,
RPUQMLTJKIPFFAF66DA,,80.33,住家用,鋼筋混凝土造,,五層,二層 陽台
RPVSMLTJKIPFFAF96DA,26,112.49,住家用,鋼筋混凝土造,83年6月6日,十六層,八層
RPVSMLTJKIPFFAF96DA,26,39.17,見使用執照,鋼筋混凝土造,83年6月6日,十六層,地下一層 地下二層
RPVSMLTJKIPFFAF96DA,26,12.67,共有部分,鋼筋混凝土造,83年6月6日,十六層,
RPSSMLSJKIPFFAF56DA,35,79.78,住家用,鋼筋混凝土造,74年8月19日,五層,五層
RPOTMLTJKIPFFAF98DA,,54.03,見其他登記事項,鋼筋混凝土造,109年4月20日,十五層,三層
RPOTMLTJKIPFFAF98DA,,58.49,見其他登記事項,鋼筋混凝土造,109年4月20日,十五層,
RPPNMLTJKIPFFAF48DA,43,76.64,住家用,鋼筋混凝土造,66年7月27日,五層,三層
RPSSMLNLJIPFFAF78DA,13,37.17,見其他登記事項,鋼筋混凝土造,97年2月1日,八層,四層
RPSSMLNLJIPFFAF78DA,13,14.85,共有部分,鋼筋混凝土造,97年2月1日,八層,
RPSQMLOLJIPFFAF68DA,26,70.44,住家用,鋼筋混凝土造,84年2月11日,十六層,四層
RPSQMLOLJIPFFAF68DA,26,11.72,共有部分,鋼筋混凝土造,84年2月11日,十六層,
RPSQMLOLJIPFFAF68DA,26,2.16,共有部分,鋼筋混凝土造,84年2月11日,十六層,
RPOPMLNLJIPFFBF18DA,34,87.88,住家用,鋼筋混凝土造,76年1月21日,五層,五層
RPPTMLTJKIPFFAF09DA,,80.87,見其他登記事項,鋼筋混凝土造,109年4月20日,十五層,二層
RPPTMLTJKIPFFAF09DA,,71.81,見其他登記事項,鋼筋混凝土造,109年4月20日,十五層,
RPOVMLMKJIPFFBF58DA,31,137.54,住家用,鋼筋混凝土造,78年11月27日,十二層,四層
RPOVMLMKJIPFFBF58DA,31,40.62,見其他登記事項,鋼筋混凝土造,78年11月27日,十二層,地下一層
RPOVMLMKJIPFFBF58DA,31,19.26,共有部分,鋼筋混凝土造,78年11月27日,十四層,
RPQRMLSJKIPFFAF88DA,2,.02,見其他登記事項,鋼骨鋼筋混凝土造,107年12月13日,二十層,一層
RPQRMLSJKIPFFAF88DA,2,27.25,見其他登記事項,鋼骨鋼筋混凝土造,107年12月13日,二十層,
RPSUMLLKJIPFFBF78DA,14,75.41,住家用,鋼筋混凝土造,95年7月10日,十二層,一層
RPSUMLLKJIPFFBF78DA,14,53.84,共有部分,鋼筋混凝土造,95年7月10日,十二層,
RPOWMLQLJIPFFBF56DA,33,46.22,住家用,鋼筋混凝土造,76年6月15日,五層,三層
RPOWMLQLJIPFFBF56DA,33,46.22,住家用,鋼筋混凝土造,76年6月15日,五層,三層
RPPVMLQLJIPFFBF56DA,16,55.97,住家用,鋼筋混凝土造,94年3月31日,十三層,七層
RPPVMLQLJIPFFBF56DA,16,23.57,共有部份,鋼筋混凝土造,94年3月31日,十三層,
RPPVMLTKJIPFFBF76DA,4,82.94,見其他登記事項,鋼筋混凝土造,106年1月20日,十四層,七層
RPPVMLTKJIPFFBF76DA,4,79.34,見其他登記事項,鋼筋混凝土造,106年1月20日,十四層,
RPOTMLOLJIPFFBF68DA,12,115.72,見其他登記事項,鋼筋混凝土造,97年7月29日,十九層,十二層
RPOTMLOLJIPFFBF68DA,12,5.43,共有部分,鋼筋混凝土造,97年7月29日,十九層,
RPOTMLOLJIPFFBF68DA,12,2.12,共有部分,鋼筋混凝土造,97年7月29日,十九層,
RPOTMLOLJIPFFBF68DA,12,8.37,共有部分,鋼筋混凝土造,97年7月29日,十九層,
RPOTMLOLJIPFFBF68DA,12,34.97,共有部分,鋼筋混凝土造,97年7月29日,十九層,
RPOTMLOLJIPFFBF68DA,12,4.05,共有部分,鋼筋混凝土造,97年7月29日,十九層,
RPOTMLOLJIPFFBF68DA,12,39.18,共有部分,鋼筋混凝土造,97年7月29日,十九層,
RPROMLLJKIPFFBF08DA,5,279.38,見其他登記事項,見其他登記事項,105年4月15日,二十七層,十六層
RPROMLLJKIPFFBF08DA,5,203.61,見其他登記事項,見其他登記事項,105年4月15日,二十七層,
RPTPMLRLJIPFFBF09DA,19,58.66,住家用,鋼筋混凝土造,90年5月18日,十三層,九層
RPTPMLRLJIPFFBF09DA,19,21.04,共有部分,鋼筋混凝土造,90年5月18日,十三層,
RPXPMLPLJIPFFBF66DA,45,87.78,住家用,鋼筋混凝土造,65年2月3日,四層,二層 陽台
RPTNMLNKJIPFFBF38DA,3,171.07,見其他登記事項,見其他登記事項,106年11月30日,三十三層,三層
RPTNMLNKJIPFFBF38DA,3,57.89,見其他登記事項,見其他登記事項,106年11月30日,三十三層,
RPTNMLNKJIPFFBF38DA,3,54.68,見其他登記事項,見其他登記事項,106年11月30日,三十三層,
RPWSMLLJKIPFFBF98DA,19,48.16,住家用,鋼筋混凝土造,90年6月11日,十四層,十四層
RPWSMLLJKIPFFBF98DA,19,14.21,共有部分,鋼筋混凝土造,90年6月11日,十四層,
RPWSMLLJKIPFFBF98DA,19,8.65,共有部分,鋼筋混凝土造,90年6月11日,十四層,
RPSNMLPLIIPFFBF48DA,,.03,,,,,
RPSNMLPLIIPFFBF48DA,22,.01,共有部分,鋼筋混凝土造,88年4月9日,十八層,
RPSNMLPLIIPFFBF48DA,22,.00,共有部分,鋼筋混凝土造,88年4月9日,二十六層,
RPSNMLPLIIPFFBF48DA,22,.50,見其他登記事項,鋼筋混凝土造,88年4月9日,二十六層,
RPSNMLPLIIPFFBF48DA,22,.06,共有部分,鋼筋混凝土造,88年4月9日,二十六層,
RPSNMLPLIIPFFBF48DA,22,55.96,住家用,鋼筋混凝土造,88年4月9日,十八層,十二層
RPSNMLPLIIPFFBF48DA,22,13.93,共有部分,鋼筋混凝土造,88年4月9日,十八層,
RPSNMLPLIIPFFBF48DA,22,5.55,共有部分,鋼筋混凝土造,88年4月9日,二十六層,
RPUOMLPLJIPFFBF88DA,8,96.51,見其他登記事項,鋼筋混凝土造,101年12月27日,十七層,十四層
RPUOMLPLJIPFFBF88DA,8,92.05,見其他登記事項,鋼筋混凝土造,101年12月27日,十七層,
RPORMLSJKIPFFBF78DA,43,54.81,商業用,鋼筋混凝土造,67年1月16日,四層,一層 平台
RPPRMLSJKIPFFBF88DA,24,92.92,住家用,鋼筋混凝土造,86年2月17日,八層,四層
RPPRMLSJKIPFFBF88DA,24,19.38,共有部分,鋼筋混凝土造,86年2月17日,八層,
RPPTMLLJKIPFFBF38DA,15,61.87,住商用,鋼筋混凝土造,94年10月21日,十二層,一層 夾層
