交易標的,土地區段位置/建物區段門牌,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,屋齡,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位總價(元),移轉編號
transaction sign,land sector position building sector house number plate,transaction year month and day,transaction pen number,shifting level,total floor number,building state,room age,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth total price NTD,
土地,半平厝段1021~1050地號,1081218,土地1建物0車位0,,,其他,0,0.0,0,0,0,有,無,11348400,38600,0,00001
土地,半平厝段1021~1050地號,1091111,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,19499550,66325,0,00001
房地(土地+建物),臺中市南區美村路二段255巷16弄1~30號,1090409,土地1建物1車位0,全,二層,透天厝,52,82.65,5,1,2,有,無,5500000,66546,0,00002
房地(土地+建物),美村路二段255巷16弄1~30號,1091108,土地1建物1車位0,全,二層,透天厝,53,82.65,4,2,2,有,無,7400000,89534,0,00002
房地(土地+建物),臺中市南區大慶街一段130巷1~30號,1071023,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),26,128.66,5,1,5,有,有,5600000,43526,0,00003
房地(土地+建物),大慶街一段130巷1~30號,1091104,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),28,128.66,5,0,5,有,有,6100000,47412,0,00003
房地(土地+建物)+車位,大智路421~450號,1070119,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),0,118.57,2,1,1,有,有,5920000,61840,1000000,00004
房地(土地+建物)+車位,大智路421~450號,1091102,土地2建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),0,118.57,2,2,1,有,有,6220000,52458,0,00004
房地(土地+建物),臺中市南區仁和路271~300號,1080606,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),25,98.77000000000001,3,2,2,有,有,4680000,47383,0,00005
房地(土地+建物)+車位,仁和路271~300號,1091025,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),26,108.83,3,2,2,有,有,6700000,61564,0,00005
土地,下橋子頭段91~120地號,1091027,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,1025173,137239,0,00006
土地,下橋子頭段91~120地號,1091130,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,410069,19536,0,00006
土地,下橋子頭段91~120地號,1091130,土地5建物0車位0,,,其他,-1,0.0,0,0,0,有,無,218013,137115,0,00006
土地,城隍段四小段1~30地號,1091027,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,600000,66667,0,00008
土地,城隍段四小段1~30地號,1091103,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,906048,100672,0,00008
房地(土地+建物),臺中市中區三民路二段61~90號,1050628,土地2建物1車位0,十一層,十二層,套房(1房1廳1衛),34,38.13,1,1,1,有,有,1230000,32258,0,00009
房地(土地+建物),三民路二段61~90號,1091124,土地2建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),38,38.88,1,1,1,有,有,1830000,47068,0,00009
房地(土地+建物),臺中市中區臺灣大道一段306巷31~60號,1080402,土地1建物1車位0,七層,七層,套房(1房1廳1衛),26,41.47,1,1,1,有,有,1450000,34965,0,00010
房地(土地+建物),臺灣大道一段306巷31~60號,1091126,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),27,41.47,1,0,1,有,有,1680000,40511,0,00010
房地(土地+建物),臺中市東區臺中路151~180號,1070128,土地3建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),27,183.52999999999997,4,2,2,有,有,6800000,37051,0,00011
房地(土地+建物),台中路151~180號,1091121,土地3建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),30,183.52999999999997,4,2,3,有,有,8180000,44570,0,00011
房地(土地+建物),瀋陽北路91~120號,1091016,土地1建物1車位0,全,二層,透天厝,40,110.04,4,2,2,有,無,18600000,169029,0,00012
房地(土地+建物),瀋陽北路91~120號,1100107,土地1建物1車位0,全,二層,透天厝,40,110.04,4,2,2,有,無,19700000,179026,0,00012
房地(土地+建物)+車位,臺中市北屯區瀋陽路二段151~180號,1060910,土地1建物1車位1,六層,十四層,套房(1房1廳1衛),10,86.28999999999999,1,1,1,有,有,5720000,67499,800000,00013
房地(土地+建物)+車位,臺中市北屯區瀋陽路二段151~180號,1071123,土地1建物1車位1,六層,十四層,套房(1房1廳1衛),11,86.28999999999999,1,1,1,有,有,5680000,65825,0,00013
房地(土地+建物),瀋陽路二段151~180號,1090922,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),13,72.89,1,2,1,有,有,5400000,74084,0,00013
