鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
桃園區,房地(土地+建物)+車位,桃園市桃園區大有路151~180號,15.06,住,,,1091124,土地1建物1車位1,十六層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860528,163.1,3,2,2,有,有,有,18000,110,坡道平面,0.0,0,,RPVOMLLKKIPFFAH78CC
桃園區,房地(土地+建物),桃園市桃園區延壽街143巷1~30號,22.3,住,,,1091122,土地1建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841012,100.5,2,2,2,有,有,有,11000,109,,0.0,0,,RPRQMLLKKIPFFAH58CC
桃園區,房地(土地+建物),桃園市桃園區介壽路1~30號,8.64,住,,,1091206,土地1建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920728,65.33,2,1,1,有,有,有,14000,214,,0.0,0,含管理費、稅金或水電等費用。；,RPSQMLLKKIPFFAH68CC
桃園區,房地(土地+建物),桃園市桃園區復興路91~120號,126.0,商,,,1091126,土地4建物1車位0,見其他登記事項,3,店面(店鋪),商業用,加強磚造,0481215,216.48,4,2,3,有,無,有,200000,924,,0.0,0,,RPXQMLLKKIPFFAH56CC
中壢區,房地(土地+建物)+車位,桃園市中壢區青埔里領航南路四段31~60號,18.36,住,,,1091201,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080725,114.67,2,1,1,有,有,有,16600,145,坡道平面,0.0,2500,,RPSRMLLKKIPFFBH88CC
楊梅區,建物,桃園市楊梅區梅獅路二段232巷1~30號,0.0,住,,,1090620,土地0建物1車位0,九層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0940510,118.93,3,2,2,有,無,有,16000,135,,0.0,0,社會住宅租賃車位一個,RPUNMLLKKIPFFDH88CC
楊梅區,建物,桃園市楊梅區文化街189巷31~60號,0.0,住,,,1091023,土地0建物1車位0,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920219,134.63,3,2,2,有,有,有,11500,85,,0.0,0,社會住宅租賃車位1個,RPOPMLLKKIPFFDH48CC
楊梅區,建物,桃園市楊梅區新明街61~90號,0.0,商,,,1091030,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830927,92.63,3,1,2,有,無,有,9000,97,,0.0,0,社會住宅租賃車位1個,RPPPMLLKKIPFFDH58CC
楊梅區,建物,桃園市楊梅區新農街331~360號,0.0,住,,,1091104,土地0建物1車位0,六層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860911,114.74,3,1,3,有,有,有,13000,113,,0.0,0,社會住宅租賃車位1個,RPQPMLLKKIPFFDH68CC
