鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
草屯鎮,土地,草鞋墩段631~660地號,104.67,其他,,,1091206,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,23000,220,,0.0,0,有未保存登記建物,RPUNMLPKKIPFFBM96CC
南投市,房地(土地+建物),南投縣南投市新光路31~60號,88.58,住,,,1091227,土地1建物0車位0,全,3,透天厝,住家用,鋼筋混凝土造,0790409,114.66,4,1,2,有,無,無,13000,113,,0.0,0,,RPROMLSLKIPFFAM07CC
草屯鎮,房地(土地+建物),南投縣草屯鎮富林路二段31~60號,75.5,住,,,1091231,土地1建物0車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0800204,239.06,6,4,7,有,無,無,18000,75,,0.0,0,自110年01月05日起租。,RPTNMLQJJHGGFBM48CC
草屯鎮,建物,南投縣草屯鎮中山街211~240號,107.0,商,,,1100120,土地0建物0車位0,全,3,透天厝,住家用,見其他登記事項,0950123,84.42,4,1,1,有,無,有,12000,142,,0.0,0,,RPPNMLLLJHGGFBM77CC
草屯鎮,房地(土地+建物),南投縣草屯鎮太平路二段181~210號,112.11,住,,,1091225,土地1建物1車位0,一層,3,店面(店鋪),住商用,鋼筋混凝土加強磚造,0591201,77.2,0,0,0,無,無,無,18000,233,,0.0,0,,RPUNMLMLJHGGFBM38CC
草屯鎮,房地(土地+建物),南投縣草屯鎮太平路二段331~360號,125.0,商,,,1100104,土地1建物0車位0,全,1,透天厝,商業用,磚造,0160101,63.32,0,0,0,無,無,無,30000,474,,0.0,0,,RPOOMLMLJHGGFBM87CC
草屯鎮,房地(土地+建物),南投縣草屯鎮太平路二段331~360號,82.37,商,,,1091231,土地1建物1車位0,一層,1,店面(店鋪),商業用,木造,0191201,82.37,0,0,0,無,無,無,34056,413,,0.0,0,,RPPOMLMLJHGGFBM97CC
南投市,房地(土地+建物),南投縣南投市平山一路一街65巷1~30號,19.85,住,,,1091230,土地1建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870414,108.18,3,2,2,有,有,無,12000,111,,0.0,0,,RPTNMLMLJHGGFAM18CC
草屯鎮,土地,草屯段451~480地號,1224.0,農,,,1100106,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,43000,35,,0.0,0,,RPWNMLQLJHGGFBM98CC
南投市,房地(土地+建物),南投縣南投市南崗二路631~660號,188.0,住,,,1100201,土地1建物0車位0,見其他登記事項,2,店面(店鋪),住家用,鋼骨鋼筋混凝土造,1050929,233.31,0,0,0,無,無,無,45000,193,,0.0,0,,RPRNMLLJKHGGFAM77CC
草屯鎮,建物,南投縣草屯鎮虎山路541~570號,18.7,住,,,1100227,土地0建物1車位0,三層,4,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1081203,29.75,1,1,1,有,無,有,10000,336,,0.0,0,,RPXNMLSJLHGGFBM66CC
南投市,房地(土地+建物),南投縣南投市彰南路二段571~600號,80.0,住,,,1100310,土地1建物0車位0,全,3,透天厝,人行道、住宅、樓梯間,鋼筋混凝土造,1020123,173.15,4,3,5,有,無,無,15000,87,,0.0,0,,RPXNMLKKLHGGFAM48CC
