交易標的,土地區段位置/建物區段門牌,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,屋齡,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位總價(元),移轉編號
transaction sign,land sector position building sector house number plate,transaction year month and day,transaction pen number,shifting level,total floor number,building state,room age,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth total price NTD,
房地(土地+建物),基隆市中正區平三路1~30號,1031104,土地3建物1車位0,五層,五層,公寓(5樓含以下無電梯),31,104.66,3,2,1,有,無,1300000,12421,0,0001
房地(土地+建物),基隆市中正區平三路1~30號,1080125,土地3建物1車位0,五層,五層,公寓(5樓含以下無電梯),35,104.66,3,2,1,有,無,2600000,24842,0,0001
房地(土地+建物),平三路1~30號,1091029,土地3建物1車位0,五層,五層,公寓(5樓含以下無電梯),37,104.66,3,2,1,有,無,2400000,22931,0,0001
房地(土地+建物)+車位,基隆市信義區孝東路121~150號,1070410,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),0,180.38,3,2,2,有,有,8480000,51447,1050000,0002
房地(土地+建物)+車位,孝東路121~150號,1091117,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),3,180.38,3,2,2,有,有,9800000,54330,0,0002
房地(土地+建物)+車位,孝東路121~150號,1100309,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),3,180.38,3,2,2,有,有,9800000,54330,0,0002
房地(土地+建物)+車位,基隆市信義區深澳坑路86巷121~150號,1061011,土地1建物1車位1,全,三層,透天厝,22,174.61,4,2,3,有,無,6500000,37226,0,0003
房地(土地+建物)+車位,基隆市信義區深澳坑路86巷121~150號,1090612,土地1建物2車位1,全,三層,透天厝,25,174.61,4,2,3,有,有,6430000,36825,0,0003
房地(土地+建物)+車位,深澳坑路86巷121~150號,1091101,土地1建物1車位1,全,三層,透天厝,25,174.61,4,2,3,有,無,6620000,37913,0,0003
房地(土地+建物)+車位,基隆市安樂區武崙街151~180號,1061105,土地1建物1車位1,一層,七層,華廈(10層含以下有電梯),0,114.06,2,1,1,有,無,7050000,78634,900000,0004
房地(土地+建物)+車位,基隆市安樂區武崙街151~180號,1080312,土地1建物1車位1,一層,七層,華廈(10層含以下有電梯),0,114.06,2,2,1,有,有,7300000,64001,0,0004
房地(土地+建物)+車位,武崙街151~180號,1091030,土地1建物1車位1,一層,七層,華廈(10層含以下有電梯),2,114.06,2,1,1,有,有,7470000,65492,0,0004
車位,基隆市暖暖區源遠路151~180號,1081216,土地0建物0車位1,,,其他,-1,23.92,0,0,0,有,有,1300000,,1300000,0005
車位,源遠路151~180號,1091011,土地2建物1車位2,,,其他,2,30.31,0,0,0,有,有,1400000,,1400000,0005
車位,源遠路151~180號,1091220,土地2建物1車位1,,,其他,2,15.16,0,0,0,有,有,700000,,700000,0005
車位,源遠路151~180號,1100209,土地2建物1車位1,,,其他,2,15.16,0,0,0,有,有,700000,,700000,0005
房地(土地+建物),基隆市暖暖區源遠路226巷31~60號,1010419,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),0,85.72,2,2,1,有,無,4420000,51563,0,0006
房地(土地+建物),源遠路226巷31~60號,1090911,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),7,85.72,2,2,1,有,有,4420000,51563,0,0006
房地(土地+建物),基隆市暖暖區碇內街73巷1~30號,1041229,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),32,78.77,3,2,1,有,無,1600000,20312,0,0007
房地(土地+建物),基隆市暖暖區碇內街73巷1~30號,1090425,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),36,78.77,3,2,1,有,無,1680000,21328,0,0007
房地(土地+建物),碇內街73巷1~30號,1091115,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),37,78.77,3,2,2,有,無,2500000,31738,0,0007
房地(土地+建物)+車位,基隆市安樂區麥金路361~390號,1050425,土地3建物1車位1,十層,十八層,住宅大樓(11層含以上有電梯),0,86.16,2,1,1,有,有,4450000,49082,1000000,0008
房地(土地+建物)+車位,基隆市安樂區麥金路361~390號,1070928,土地3建物1車位0,十層,十八層,住宅大樓(11層含以上有電梯),3,86.16,2,1,1,有,有,6150000,71379,0,0008
房地(土地+建物)+車位,麥金路361~390號,1091106,土地3建物1車位1,十層,十八層,住宅大樓(11層含以上有電梯),5,86.16,2,1,1,有,有,7400000,85887,0,0008
房地(土地+建物),基隆市暖暖區碇內街196巷1~30號,1061029,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),34,83.67,3,2,1,有,無,3000000,35855,0,0009
房地(土地+建物),基隆市暖暖區碇內街196巷1~30號,1071004,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),35,83.67,3,2,1,有,無,3300000,39441,0,0009
房地(土地+建物),碇內街196巷1~30號,1091021,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),37,83.67,3,2,1,有,無,3500000,41831,0,0009
房地(土地+建物),基隆市暖暖區東勢街26巷1~30號,1080517,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),38,94.27,3,2,1,有,無,2380000,25247,0,0010
房地(土地+建物),東勢街26巷1~30號,1091129,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),39,99.99,3,2,1,有,無,3800000,38004,0,0010
房地(土地+建物),基隆市信義區正信路175巷1~30號,1080103,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),47,104.37,3,2,1,有,無,4000000,38325,0,0011
房地(土地+建物),正信路175巷1~30號,1091030,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),49,112.47,3,2,1,有,無,4180000,37165,0,0011
車位,新豐街151~180號,1090723,土地1建物1車位1,,,其他,-1,42.55,0,0,0,有,有,1000000,,1000000,0012
車位,新豐街151~180號,1080128,土地1建物1車位1,,,其他,-1,41.78,0,0,0,有,有,700000,,700000,0012
房地(土地+建物)+車位,基隆市暖暖區源遠路226巷31~60號,1010829,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),0,135.9,3,2,2,有,無,5980000,47611,390000,0013
房地(土地+建物)+車位,源遠路226巷31~60號,1091107,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),8,135.9,3,2,2,有,有,8000000,58867,0,0013
房地(土地+建物)+車位,基隆市七堵區東新街61~90號,1080728,土地1建物1車位1,十層,十一層,住宅大樓(11層含以上有電梯),0,178.54000000000002,3,2,2,有,無,11250000,72858,1200000,0014
房地(土地+建物),東新街61~90號,1091020,土地1建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),2,137.94,3,2,2,有,有,8880000,64376,0,0014
房地(土地+建物)+車位,基隆市七堵區東新街61~90號,1080728,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),0,180.0,3,2,2,有,無,10890000,69512,1200000,0015
房地(土地+建物)+車位,東新街61~90號,1091031,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),2,186.09,3,2,2,有,有,11000000,71736,1000000,0015
房地(土地+建物),基隆市中正區祥豐街751~780號,1020704,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),-1,157.38,10,1,10,有,無,6500000,41301,0,0016
房地(土地+建物),祥豐街751~780號,1091124,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),-1,157.38,10,0,10,有,無,7840000,49816,0,0016
房地(土地+建物)+車位,基隆市暖暖區源遠路226巷31~60號,1000731,土地1建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),0,178.07,3,2,1,有,無,7000000,43944,800000,0017
房地(土地+建物)+車位,源遠路226巷31~60號,1091107,土地1建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),8,178.07,3,2,2,有,有,9720000,54585,0,0017
房地(土地+建物),基隆市信義區花源五街1~30號,1020715,土地1建物1車位0,五層,九層,華廈(10層含以下有電梯),18,103.52000000000001,3,2,1,有,有,2700000,26082,0,0018
房地(土地+建物),花源五街1~30號,1091109,土地1建物1車位0,五層,九層,華廈(10層含以下有電梯),26,103.52000000000001,2,2,2,有,有,3770000,36418,0,0018
房地(土地+建物),基隆市中正區新豐街271~300號,1030804,土地1建物1車位0,五層,二十三層,住宅大樓(11層含以上有電梯),18,97.94,3,1,2,有,有,3900000,39820,0,0019
房地(土地+建物)+車位,新豐街271~300號,1091106,土地1建物1車位1,五層,二十三層,住宅大樓(11層含以上有電梯),24,139.55,3,2,2,有,有,5150000,44619,780000,0019
房地(土地+建物),基隆市安樂區基金一路379巷31~60號,1090530,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),39,94.67,3,2,1,有,無,2800000,29576,0,0020
房地(土地+建物),基金一路379巷31~60號,1091122,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),39,94.67,3,2,1,有,無,2600000,27464,0,0020
房地(土地+建物),基隆市安樂區麥金路361~390號,1050524,土地3建物1車位0,十七層,十八層,住宅大樓(11層含以上有電梯),0,73.31,2,1,1,有,有,3720000,50743,0,0021
房地(土地+建物),基隆市安樂區麥金路361~390號,1060223,土地3建物1車位0,十七層,十八層,住宅大樓(11層含以上有電梯),1,73.31,1,1,1,有,無,5800000,79116,0,0021
房地(土地+建物),麥金路361~390號,1091020,土地3建物1車位0,十七層,十八層,住宅大樓(11層含以上有電梯),5,73.31,1,1,1,有,有,6750000,92075,0,0021
房地(土地+建物),基隆市中正區新豐街271~300號,1030716,土地1建物1車位0,十五層,二十三層,住宅大樓(11層含以上有電梯),18,97.94,3,2,2,有,有,3700000,37778,0,0022
房地(土地+建物),新豐街271~300號,1091129,土地1建物1車位0,十五層,二十三層,住宅大樓(11層含以上有電梯),24,97.94,3,2,2,有,有,4300000,43904,0,0022
房地(土地+建物)+車位,基隆市中正區新豐街451~480號,1030709,土地5建物1車位1,九層,十七層,住宅大樓(11層含以上有電梯),17,115.54,2,2,1,有,有,3900000,33755,0,0023
房地(土地+建物)+車位,新豐街451~480號,1091108,土地5建物1車位1,九層,十七層,住宅大樓(11層含以上有電梯),23,115.54,3,2,1,有,有,5000000,43275,0,0023
車位,基隆市安樂區麥金路181~210號,1090615,土地0建物0車位1,,,其他,4,15.87,0,0,0,有,有,1280000,,1280000,0024
車位,麥金路181~210號,1090708,土地3建物1車位1,,,其他,4,15.87,0,0,0,有,有,1500000,,1500000,0024
車位,麥金路181~210號,1090629,土地3建物1車位1,,,其他,4,13.47,0,0,0,有,有,1500000,,1500000,0024
車位,麥金路181~210號,1090930,土地3建物1車位1,,,其他,5,13.47,0,0,0,有,有,1500000,,1500000,0024
車位,麥金路181~210號,1091101,土地3建物1車位1,,,其他,5,15.87,0,0,0,有,有,1200000,,1200000,0024
車位,麥金路181~210號,1091101,土地3建物1車位1,,,其他,5,15.87,0,0,0,有,有,1200000,,1200000,0024
車位,麥金路181~210號,1091030,土地3建物1車位1,,,其他,5,13.47,0,0,0,有,有,1400000,,1400000,0024
車位,麥金路181~210號,1091103,土地3建物1車位1,,,其他,5,15.87,0,0,0,有,有,1200000,,1200000,0024
車位,麥金路181~210號,1091103,土地3建物1車位1,,,其他,5,15.87,0,0,0,有,有,1300000,,1300000,0024
車位,麥金路181~210號,1091107,土地3建物1車位2,,,其他,5,31.74,0,0,0,有,有,2400000,,2400000,0024
車位,麥金路181~210號,1091111,土地3建物1車位1,,,其他,5,15.87,0,0,0,有,有,1400000,,1400000,0024
車位,麥金路181~210號,1091127,土地3建物1車位1,,,其他,5,13.47,0,0,0,有,有,1300000,,1300000,0024
車位,麥金路181~210號,1091205,土地3建物1車位1,,,其他,5,15.87,0,0,0,有,有,1200000,,1200000,0024
車位,麥金路181~210號,1091211,土地3建物1車位1,,,其他,5,13.47,0,0,0,有,有,1200000,,1200000,0024
