鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
南投市,房地(土地+建物),民族路121~150號,95.0,都市：其他:住宅區,,,1091101,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1010904,248.43,4,3,4,有,無,18580000,74790,,0.0,0,,RPQOMLOJJIPFFAM78DA,220.01,6.98,21.44,無,0001
南投市,土地,三塊厝段181~210地號,80.5,都市：其他:道路用地,,,1090928,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,656880,8160,,0.0,0,包含公共設施保留地用地；,RPTNMLNKJIPFFAM98DA,0.0,0.0,0.0,無,0002
南投市,房地(土地+建物),彰南路三段166巷1~30號,76.17,都市：其他:住宅區,,,1091019,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1090414,149.01,4,2,5,有,無,8900000,59728,,0.0,0,,RPRNMLQLJIPFFAM56DA,145.33,0.0,3.68,無,
南投市,房地(土地+建物),彰南路三段166巷1~30號,78.07,都市：其他:住宅區,,,1091024,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1090414,148.82,4,2,5,有,無,8900000,59804,,0.0,0,,RPSNMLQLJIPFFAM66DA,139.53,0.0,9.29,無,
南投市,房地(土地+建物),彰南路三段166巷1~30號,88.78,都市：其他:住宅區,,,1091020,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1090414,153.75,4,2,5,有,無,9500000,61789,,0.0,0,,RPTNMLQLJIPFFAM76DA,150.07,0.0,3.68,無,
南投市,房地(土地+建物),彰南路三段166巷1~30號,85.87,都市：其他:住宅區,,,1091102,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1090414,153.75,4,2,5,有,無,9200000,59837,,0.0,0,,RPPNMLRLJIPFFAM09DA,150.07,0.0,3.68,無,
南投市,土地,牛運堀段631~660地號,35.5,都市：其他:住宅區,,,1091123,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,400000,11268,,0.0,0,,RPWNMLRLJIPFFAM17DA,0.0,0.0,0.0,無,
南投市,房地(土地+建物),竹林路91~120號,18.23,都市：其他:第二種商業區,,,1081019,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1091007,88.33,2,2,1,有,有,4680000,52983,,0.0,0,土地價格:120萬建物價格:348萬。,RPWOMLMJKIPFFAM66DA,53.26,0.0,8.39,有,
南投市,房地(土地+建物)+車位,竹林路91~120號,23.6,都市：其他:第二種商業區,,,1080621,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1091007,129.04,3,2,2,有,有,6500000,52945,坡道機械,14.77,450000,土地價格:162萬建物價格:443萬車位價格:45萬。,RPXOMLMJKIPFFAM76DA,68.77,0.0,10.98,有,
