編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPPQMLNLRHPFFAV97DA,,53.34,見其他登記事項,見其他登記事項,109年7月24日,三層,一層
RPPQMLNLRHPFFAV97DA,,9.34,見其他登記事項,見其他登記事項,109年7月24日,三層,
RPSOMLOLRHPFFAV18DA,,69.45,見其他登記事項,見其他登記事項,109年7月24日,三層,三層
RPSOMLOLRHPFFAV18DA,,12.17,見其他登記事項,見其他登記事項,109年7月24日,三層,
RPWNMLLJKIPFFAV37DA,25,161.66,住家用,鋼骨混凝土造,84年7月13日,三層,一層 二層 三層
RPVNMLSLIIPFFAV97DA,1,240.14,見其他登記事項,鋼筋混凝土造,109年4月10日,三層,一層 二層 三層 見其他登記事項
RPWNMLRKJIPFFAV97DA,3,230.38,見其他登記事項,見其他登記事項,107年3月22日,三層,一層 二層 三層 見其他登記事項
RPRNMLOLJIPFFAV27DA,35,100.52,住家用,加強磚造,74年9月2日,二層,一層 二層
RPOOMLNJKIPFFAV86DA,46,46.92,住家用,見其他登記事項,63年7月12日,一層,一層
RPWNMLSLIIPFFAV08DA,1,242.59,見其他登記事項,鋼筋混凝土造,109年4月10日,三層,一層 二層 三層 見其他登記事項
RPWNMLRJKIPFFAV97DA,1,72.50,見其他登記事項,見其他登記事項,109年2月27日,五層,五層
RPWNMLRJKIPFFAV97DA,1,11.93,見其他登記事項,見其他登記事項,109年2月27日,五層,
RPVNMLRJKIPFFAV87DA,1,88.40,見其他登記事項,見其他登記事項,109年3月3日,五層,二層
RPVNMLRJKIPFFAV87DA,1,.34,見其他登記事項,見其他登記事項,109年3月3日,五層,
RPVNMLRJKIPFFAV87DA,1,15.22,見其他登記事項,見其他登記事項,109年3月3日,五層,
RPUNMLRJKIPFFAV77DA,,88.40,見其他登記事項,見其他登記事項,109年3月3日,五層,五層
RPUNMLRJKIPFFAV77DA,,.34,見其他登記事項,見其他登記事項,109年3月3日,五層,
RPUNMLRJKIPFFAV77DA,,15.22,見其他登記事項,見其他登記事項,109年3月3日,五層,
RPVNMLQKJIPFFAV77DA,1,232.41,見其他登記事項,見其他登記事項,108年10月7日,三層,一層 二層 三層
RPPNMLOJKIPFFAV96DA,41,118.13,住家用,加強磚造,69年2月4日,二層,一層 二層 騎樓
RPPNMLQJIIPFFBV07DA,8,148.68,農舍,見其他登記事項,102年1月3日,二層,一層 二層 夾層
RPPOMLSJKIPFFAV47DA,32,169.02,住家用,加強磚造,78年1月24日,二層,一層 二層
RPROMLKKJIPFFAV86DA,39,210.82,住家用,鋼筋混凝土造,70年12月31日,三層,一層 二層 三層 騎樓
RPPNMLLJKIPFFBV76DA,31,71.60,住家用,加強磚造,78年12月13日,二層,一層 二層 屋頂突出物 騎樓
RPRQMLNLRHPFFAV18DA,,53.33,見其他登記事項,見其他登記事項,109年7月24日,三層,三層
RPRQMLNLRHPFFAV18DA,,9.34,見其他登記事項,見其他登記事項,109年7月24日,三層,
RPTNMLTJKIPFFAV87DA,5,102.28,住家用,見其他登記事項,105年3月9日,三層,一層 二層 三層
RPTNMLTJKIPFFAV87DA,5,102.28,住家用,見其他登記事項,105年3月9日,三層,一層 二層 三層
