編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPTNMLQJJHGGFBM48CC,30,239.06,住商用,鋼筋混凝土造,80年2月4日,四層,
RPPOMLMLJHGGFBM97CC,90,82.37,商業用,木造,19年12月1日,一層,
RPOOMLMLJHGGFBM87CC,94,63.32,商業用,磚造,16年1月1日,一層,
RPTNMLMLJHGGFAM18CC,23,108.18,住家用,鋼筋混凝土造,87年4月14日,七層,
RPUNMLMLJHGGFBM38CC,50,77.20,住商用,鋼筋混凝土加強磚造,59年12月1日,三層,
RPRNMLLJKHGGFAM77CC,4,233.31,住家用,鋼骨鋼筋混凝土造,105年9月29日,二層,
RPPNMLLLJHGGFBM77CC,15,84.42,住家用,見其他登記事項,95年1月23日,三層,
RPXNMLSJLHGGFBM66CC,1,29.75,見其他登記事項,鋼筋混凝土造,108年12月3日,四層,
RPXNMLKKLHGGFAM48CC,8,173.15,人行道、住宅、樓梯間,鋼筋混凝土造,102年1月23日,三層,
RPROMLSLKIPFFAM07CC,31,114.66,住家用,鋼筋混凝土造,79年4月9日,三層,
