交易標的,土地區段位置/建物區段門牌,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,屋齡,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位總價(元),移轉編號
transaction sign,land sector position building sector house number plate,transaction year month and day,transaction pen number,shifting level,total floor number,building state,room age,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth total price NTD,
房地(土地+建物)+車位,大雅路二段421~450號,1100131,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),26,120.15,2,2,2,有,無,4880000,40616,0,308
土地,竹村段511~540地號,1030409,土地2建物0車位0,,,其他,0,0.0,0,0,0,有,無,1150000,9377,0,310
土地,竹村段511~540地號,1050922,土地2建物0車位0,,,其他,0,0.0,0,0,0,有,無,3615390,13532,0,310
土地,竹村段511~540地號,1091231,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,241080,10500,0,310
土地,竹村段511~540地號,1091231,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,481950,10495,0,310
土地,竹村段511~540地號,1091231,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,11374440,23288,0,311
土地,竹村段511~540地號,1091231,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,5987990,24520,0,311
房地(土地+建物),嘉義市嘉義巿文化路297巷1~30號,1041210,土地0建物1車位0,全,四層,透天厝,0,319.61,5,3,4,有,無,19500000,61012,0,314
房地(土地+建物),文化路297巷1~30號,1100125,土地1建物1車位0,全,四層,透天厝,5,319.61,4,2,6,有,無,24500000,76656,0,314
房地(土地+建物),八德路331~360號,1090707,土地1建物1車位0,二層,八層,華廈(10層含以下有電梯),27,122.61,1,0,1,有,有,2800000,22837,0,315
房地(土地+建物),八德路331~360號,1100217,土地1建物1車位0,二層,八層,華廈(10層含以下有電梯),27,122.61,1,0,1,有,有,3500000,28546,0,315
房地(土地+建物),嘉義市嘉義市雙竹街80巷1~30號,1040502,土地2建物1車位0,四層,九層,華廈(10層含以下有電梯),2,85.25999999999999,2,2,1,有,有,3850000,45156,0,316
房地(土地+建物),雙竹街80巷1~30號,1091213,土地2建物1車位0,四層,九層,華廈(10層含以下有電梯),3,85.25999999999999,2,1,1,有,有,4800000,56298,0,316
土地,湖子內段湖美小段301~330地號,1060621,土地1建物0車位0,,,其他,0,0.0,0,0,0,有,無,3070000,20213,0,318
土地,湖子內段湖美小段301~330地號,1100118,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,6248000,41138,0,318
房地(土地+建物)+車位,嘉義市嘉義市玉康路91~120號,1090222,土地4建物1車位1,一層，二層，三層，四層,四層,店面(店鋪),0,239.56,4,2,4,有,無,17000000,70963,0,319
房地(土地+建物),玉康路91~120號,1100115,土地4建物1車位0,全,四層,透天厝,1,239.56,6,2,6,有,無,20200000,84321,0,319
房地(土地+建物),嘉義市嘉義市長榮街121~150號,1071127,土地1建物1車位0,全,一層,透天厝,51,52.5,2,1,1,有,無,3700000,70476,0,320
房地(土地+建物),長榮街121~150號,1091220,土地2建物1車位0,全,一層,透天厝,53,52.5,1,1,1,有,無,8120000,154667,0,320
房地(土地+建物),嘉義市嘉義巿北社尾路335巷61~90號,1011026,土地1建物1車位0,全,四層,透天厝,21,172.25,5,3,3,有,無,3980000,23106,0,321
房地(土地+建物),北社尾路335巷61~90號,1090716,土地1建物1車位0,全,四層,透天厝,-1,172.25,4,2,4,有,無,5330000,30943,0,321
房地(土地+建物),北社尾路335巷61~90號,1100213,土地1建物1車位0,全,四層,透天厝,29,172.25,4,3,4,有,無,8150000,47315,0,321
房地(土地+建物),嘉義市嘉義巿大統路151~180號,1041120,土地1建物1車位0,一層，二層，騎樓，三層,十三層,店面(店鋪),21,169.07999999999998,3,2,3,有,有,6300000,37260,0,322
房地(土地+建物),嘉義市嘉義市大統路151~180號,1061212,土地1建物1車位0,一層，二層，三層，騎樓,十三層,店面(店鋪),23,169.07999999999998,3,2,3,有,有,7780000,46014,0,322
房地(土地+建物),大統路151~180號,1100201,土地1建物1車位0,一層，二層，三層，騎樓,十三層,住宅大樓(11層含以上有電梯),26,169.07999999999998,3,2,3,有,有,8100000,47906,0,322
房地(土地+建物),嘉義市嘉義巿大雅路一段368巷31~60號,1030819,土地3建物1車位0,全,三層,透天厝,17,158.46,3,3,3,有,無,5500000,34709,0,323
房地(土地+建物),大雅路一段368巷31~60號,1100218,土地3建物1車位0,全,三層,透天厝,23,158.46,4,2,3,有,無,7300000,46068,0,323
房地(土地+建物),武昌街27巷1~30號,1100216,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),28,83.17999999999999,2,2,1,有,無,3230000,38831,0,324
房地(土地+建物),武昌街27巷1~30號,1100321,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),28,83.17999999999999,2,2,1,有,無,3230000,38831,0,324
房地(土地+建物),嘉義市嘉義市康樂街121~150號,1070523,土地2建物1車位0,六層,六層,套房(1房1廳1衛),26,26.91,1,1,1,有,無,860000,31958,0,325
房地(土地+建物),康樂街121~150號,1100210,土地2建物1車位0,六層,六層,華廈(10層含以下有電梯),29,26.91,1,1,1,有,有,950000,35303,0,325
土地,盧厝段241~270地號,1091106,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,4093000,24076,0,326
土地,後庄段991~1020地號,1100220,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,151200,16800,0,326
房地(土地+建物),嘉義市嘉義巿吳鳳南路345巷1~30號,1021220,土地2建物1車位0,全,四層,透天厝,0,247.78,4,3,5,有,無,14200000,57309,0,327
房地(土地+建物),吳鳳南路345巷1~30號,1100120,土地2建物1車位0,全,四層,透天厝,7,247.78,4,2,5,有,無,14300000,57712,0,327
房地(土地+建物),嘉義市嘉義巿自強街195巷31~60號,1040128,土地1建物1車位0,七層,八層,華廈(10層含以下有電梯),24,89.78999999999999,3,1,1,有,有,1850000,20604,0,328
房地(土地+建物),嘉義市嘉義市自強街195巷31~60號,1070523,土地1建物1車位0,七層,八層,華廈(10層含以下有電梯),28,89.78999999999999,3,2,2,有,有,2880000,32075,0,328
房地(土地+建物),自強街195巷31~60號,1091026,土地1建物1車位0,七層,八層,華廈(10層含以下有電梯),30,89.78999999999999,3,2,2,有,有,3110000,34636,0,328
房地(土地+建物),林森東路571~600號,1100123,土地1建物1車位0,全,二層,透天厝,46,39.17,3,2,2,有,無,3425787,87459,0,329
房地(土地+建物),林森東路571~600號,1100123,土地1建物1車位0,全,二層,透天厝,46,39.17,3,2,2,有,無,3425787,87459,0,329
房地(土地+建物),林森東路571~600號,1100123,土地1建物1車位0,全,二層,透天厝,46,39.17,3,2,2,有,無,3425788,87459,0,329
房地(土地+建物),嘉義市嘉義巿小雅路211~240號,1030409,土地1建物1車位0,全,四層,透天厝,23,204.04,5,2,3,有,無,4850000,23770,0,332
房地(土地+建物),小雅路211~240號,1100123,土地1建物1車位0,全,四層,透天厝,30,204.04,6,3,3,有,無,7200000,35287,0,332
房地(土地+建物),嘉義市嘉義巿永安街361~390號,1041214,土地1建物1車位0,一層,十二層,住宅大樓(11層含以上有電梯),11,187.82,3,1,2,有,有,3382575,18010,0,333
房地(土地+建物)+車位,永安街361~390號,1100121,土地1建物1車位1,一層,十二層,住宅大樓(11層含以上有電梯),16,187.82,3,2,2,有,有,5380000,28644,0,333
房地(土地+建物),嘉義市嘉義巿八德路121~150號,1020401,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),19,84.36999999999999,2,2,1,有,有,1460000,17305,0,334
房地(土地+建物),嘉義市嘉義巿八德路121~150號,1020626,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),19,84.36999999999999,2,1,2,有,無,2280000,27024,0,334
房地(土地+建物),八德路121~150號,1100202,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),27,84.36999999999999,2,2,1,有,有,3450000,40891,0,334
房地(土地+建物),嘉義市嘉義巿世賢路四段350巷21弄31~60號,1020802,土地1建物1車位0,四層,十層,華廈(10層含以下有電梯),19,111.36,3,2,2,有,有,2880000,25862,0,335
房地(土地+建物),嘉義市嘉義巿世賢路四段350巷21弄31~60號,1041012,土地1建物1車位0,四層,十層,華廈(10層含以下有電梯),21,111.36,3,2,2,有,有,3280000,29454,0,335
房地(土地+建物),世賢路四段350巷21弄31~60號,1100115,土地1建物1車位0,四層,十層,華廈(10層含以下有電梯),27,111.36,3,2,2,有,有,4050000,36369,0,335
房地(土地+建物)+車位,嘉義市嘉義巿吳鳳南路365巷76弄1~30號,1040608,土地2建物2車位1,四層,十三層,住宅大樓(11層含以上有電梯),22,156.51999999999998,3,2,2,有,有,4600000,29389,0,336
房地(土地+建物)+車位,吳鳳南路365巷76弄1~30號,1100209,土地2建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),27,156.51999999999998,3,2,2,有,有,5500000,35139,0,336
房地(土地+建物),嘉義市嘉義市世賢路四段421~450號,1080924,土地4建物1車位0,全,四層,透天厝,18,201.02,4,2,3,有,無,8900000,44274,0,337
房地(土地+建物),世賢路四段421~450號,1100123,土地2建物1車位0,全,四層,透天厝,20,201.02,4,3,3,有,無,9000000,44772,0,337
房地(土地+建物),嘉義市嘉義巿民生南路271~300號,1020226,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),24,21.28,1,0,1,有,有,550000,25846,0,338
房地(土地+建物),民生南路271~300號,1100101,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),32,31.75,1,0,1,有,無,1000000,31496,0,338
房地(土地+建物),嘉義市嘉義巿志昇街1~30號,1041214,土地2建物1車位0,一層,十四層,住宅大樓(11層含以上有電梯),11,183.64,3,1,2,有,有,3380850,18410,0,339
房地(土地+建物)+車位,志昇街1~30號,1100112,土地2建物1車位1,一層,十四層,住宅大樓(11層含以上有電梯),16,183.64,3,2,2,有,有,6700000,36484,0,339
房地(土地+建物),嘉義市嘉義巿芳安路17巷121~150號,1031103,土地1建物1車位0,全,二層,透天厝,41,65.46,3,1,2,有,無,1100000,16804,0,340
房地(土地+建物),芳安路17巷121~150號,1090621,土地1建物1車位0,全,二層,透天厝,46,65.46,3,2,1,有,無,1650000,25206,0,340
房地(土地+建物),芳安路17巷121~150號,1100206,土地1建物1車位0,全,二層,透天厝,47,65.46,3,2,1,有,無,4250000,64925,0,340
房地(土地+建物),嘉義市嘉義巿八德路301~330號,1020810,土地1建物1車位0,十六層,十六層,住宅大樓(11層含以上有電梯),19,113.08000000000001,3,2,2,有,有,2300000,20340,0,341
房地(土地+建物),嘉義市嘉義巿八德路301~330號,1041004,土地1建物1車位0,十六層,十六層,住宅大樓(11層含以上有電梯),21,113.08000000000001,3,2,2,有,有,3220000,28475,0,341
房地(土地+建物),八德路301~330號,1091022,土地1建物1車位0,十六層,十六層,住宅大樓(11層含以上有電梯),26,113.08000000000001,3,2,2,有,有,3600000,31836,0,341
房地(土地+建物),八德路301~330號,1100122,土地1建物1車位0,十六層,十六層,住宅大樓(11層含以上有電梯),26,113.08000000000001,3,2,2,有,有,4700000,41563,0,341
