鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
中西區,房地(土地+建物),臺南市中西區開山路122巷36弄1~30號,27.7,商,,,1090211,土地1建物1車位0,全,3,透天厝,住家用,磚造,,55.17,0,3,1,有,無,無,13000,236,,0.0,0,,RPPNMLLKNHPFFAD87CC
北區,建物,臺南市北區林森路三段86巷6弄1~30號,0.0,住,,,1090502,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0670128,75.9,4,1,2,有,無,有,18000,237,,0.0,0,,RPXNMLLKNHPFFAD68CC
東區,建物,臺南市東區中華東路一段1~30號,0.0,商,,,1090430,土地0建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0930712,87.87,1,1,1,有,無,有,9900,113,,0.0,0,參加臺南市社會住宅包租代管試辦計畫，租金為市價9折,RPQNMLLKNHPFFCD18CC
東區,建物,臺南市東區自由路二段107巷31~60號,0.0,住,,,1090510,土地0建物1車位0,全,2,透天厝,住商用,加強磚造,0741223,119.53,3,2,2,有,無,有,13050,109,,0.0,0,參加臺南市社會住宅包租代管試辦計畫，租金為市價9折,RPSNMLLKNHPFFCD38CC
東區,建物,臺南市東區富農街二段43巷1~30號,0.0,住,,,1090422,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0781114,27.77,1,0,1,有,無,有,4500,162,,0.0,0,台南市社會住宅包租代管第二期計畫不含管理費,RPWNMLLKNHPFFCD78CC
南區,建物,臺南市南區南樂街1~30號,0.0,住,,,1090501,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780512,103.5,3,1,1,有,無,有,12000,116,,0.0,0,台南市社會住宅包租代管第二期計畫不含管理費,RPPOMLLKNHPFFCD18CC
東區,建物,臺南市東區中華東路二段151~180號,0.0,住,,,1090430,土地0建物1車位0,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970229,34.2,1,0,1,有,有,有,8400,246,,0.0,0,台南市社會住宅包租代管第二期計畫不含管理費,RPROMLLKNHPFFCD38CC
東區,建物,臺南市東區大同路一段141巷31~60號,0.0,住,,,1090428,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831214,102.07,2,2,2,有,有,有,12000,118,,0.0,0,台南市社會住宅包租代管第二期計畫不含管理費,RPSOMLLKNHPFFCD48CC
南區,建物,臺南市南區興昌路61~90號,0.0,商,,,1090427,土地0建物1車位0,七層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050314,167.51,3,2,2,有,有,有,16000,96,,0.0,0,台南市社會住宅包租代管第二期計畫不含管理費,RPTOMLLKNHPFFCD58CC
