鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,
山上區,土地,大新段1141~1170地號,2482.31,,一般農業區,農牧用地,1090409,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3200000,1289,,0.0,0,,RPSNMLSKNHPFFHD76CA,0.0,0.0,0.0,
善化區,房地(土地+建物),臺南市善化區胡厝寮1~30號,91.33,,鄉村區,乙種建築用地,1090416,土地3建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1080802,199.99,4,2,4,有,無,7550000,37752,,0.0,0,,RPPOMLMJOHPFFHD58CA,182.42,0.0,17.57,
善化區,房地(土地+建物),臺南市善化區大同路241~270號,101.45,住,,,1090406,土地1建物1車位0,一層，二層，三層，屋頂突出物,三層,店面(店鋪),住商用,鋼筋混凝土造,1081129,216.68,4,3,5,有,無,17800000,82149,,0.0,0,,RPRTMLOJOHPFFHD86CA,201.49,0.0,15.19,
善化區,房地(土地+建物),臺南市善化區大同路241~270號,108.4,住,,,1090406,土地1建物1車位0,一層，二層，三層，屋頂突出物,三層,店面(店鋪),住商用,鋼筋混凝土造,1081129,227.12,4,3,5,有,無,18000000,79253,,0.0,0,,RPSTMLOJOHPFFHD96CA,211.61,0.0,15.51,
新市區,土地,潭頂段481~510地號,1461.25,,鄉村區,乙種建築用地,1090309,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,24311650,16638,,0.0,0,,RPWNMLTJOHPFFHD27CA,0.0,0.0,0.0,
仁德區,土地,二王段1021~1050地號,1803.48,農,,,1090401,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10910000,6049,,0.0,0,,RPQNMLNKNHPFFID78CA,0.0,0.0,0.0,
仁德區,土地,大甲段1141~1170地號,1336.0,農,,,1090318,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5438000,4070,,0.0,0,,RPSOMLNKNHPFFID09CA,0.0,0.0,0.0,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區中正北路一段271~300號,27.82,住,,,1070324,土地1建物1車位1,三層,十層,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,1090318,143.06,3,2,2,有,無,6100000,42639,坡道平面,22.65,0,,RPRNMLRLNHPFFID76CA,79.84,0.0,9.1,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區中正北路一段271~300號,28.06,住,,,1070303,土地1建物1車位1,四層,十層,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,1090318,144.11,3,2,2,有,無,5980000,41496,坡道平面,22.65,0,,RPSNMLRLNHPFFID86CA,80.97,0.0,8.75,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區中正北路一段271~300號,27.76,住,,,1070415,土地1建物1車位1,五層,十層,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,1090318,143.76,3,2,2,有,無,6450000,44866,一樓平面,22.65,0,,RPTNMLRLNHPFFID96CA,82.21,0.0,7.5,
