編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPQNMLSKNHPFFBN17CC,40,70.00,住商用,鋼筋混凝土加強磚造,69年9月30日,三層,
RPWNMLLJOHPFFAN96CC,40,117.26,住家用,鋼筋混凝土加強磚造,69年10月2日,三層,
RPOQMLOJOHPFFAN76CC,24,142.12,住家用,鋼筋混凝土造,85年3月15日,四層,
RPTNMLLJOHPFFAN66CC,41,41.35,住家用,鋼筋混凝土加強磚造,67年12月1日,二層,
RPOSMLOKNHPFFAN07DC,46,495.80,工業用,鋼筋混凝土加強磚造,62年12月1日,二層,
RPPNMLSKNHPFFBN07CC,40,16.00,住商用,鋼筋混凝土加強磚造,69年9月30日,三層,
RPSNMLLLNHPFFBN76CC,38,236.22,住商用,鋼筋混凝土造,71年10月16日,四層,
RPUNMLLLNHPFFDN17CC,45,86.10,住家用,加強磚造,64年7月24日,三層,
RPPQMLOJOHPFFAN86CC,51,24.43,住商用,鋼筋混凝土加強磚造,58年8月21日,五層,
RPQNMLQLNHPFFDN27CC,40,264.27,住家用,鋼筋混凝土加強磚造,69年1月17日,三層,
RPVNMLTKNHPFFDN97CC,28,241.37,住家用,鋼筋混凝土造,81年3月3日,五層,
RPXNMLLKOHPFFDN47CC,38,112.44,住家用,鋼筋混凝土造,71年8月21日,三層,
RPVNMLPJOHPFFAN27CC,41,105.60,住家用,鋼筋混凝土加強磚造,68年5月18日,二層,
RPWNMLLKOHPFFDN37CC,46,151.79,住家用,鋼筋混凝土加強磚造,62年12月4日,三層,
RPPNMLPKOHPFFCN96CC,28,124.53,住家用,鋼筋混凝土造,81年10月20日,四層,
RPQNMLQKOHPFFBN07CC,8,132.23,見其他登記事項,鋼筋混凝土造,101年2月4日,三層,
RPPNMLRKOHPFFCN17CC,36,37.70,住商用,鋼筋混凝土加強磚造,73年5月7日,二層,
RPUNMLTKOHPFFDN97CC,37,157.13,住商用,鋼筋混凝土造,72年3月31日,四層,
RPTOMLTLOHPFFAN77CC,21,66.91,住家用,鋼筋混凝土造,87年12月31日,九層,
RPTOMLTLOHPFFAN77CC,21,21.24,見其他登記事項,鋼筋混凝土造,87年12月31日,九層,
RPWPMLQJPHPFFAN77CC,26,60.18,住家用,鋼筋混凝土造,83年6月3日,四層,
RPQQMLQJPHPFFAN27CC,47,105.06,住商用,鋼筋混凝土加強磚造,62年8月11日,三層,
RPPQMLQJPHPFFAN17CC,26,174.05,住家用,鋼筋混凝土造,83年6月3日,四層,
RPPNMLMLOHPFFAN56CC,67,96.80,住商用,磚造,42年7月1日,二層,
RPTOMLRJPHPFFDN77CC,33,191.10,住家用,鋼筋混凝土造,76年7月24日,五層,
RPSQMLQJPHPFFAN47CC,14,14.87,見其他登記事項,鋼筋混凝土造,95年1月23日,四層,
RPQOMLRKPHPFFAN37DC,32,258.62,見其他登記事項,鋼筋混凝土造,77年1月13日,四層,
RPXOMLMLPHPFFAN57CC,31,176.17,住工用,鋼筋混凝土造,78年4月14日,三層,
RPRNMLLLPHPFFHN47CC,41,227.28,住商用,鋼筋混凝土造,68年10月3日,三層,
RPQNMLNKPHPFFCN96CC,,1558.48,見其他登記事項,見其他登記事項,109年4月15日,一層,
RPQNMLNKPHPFFCN96CC,,46.22,見其他登記事項,見其他登記事項,109年4月15日,一層,
RPXNMLNLPHPFFAN57CC,5,329.01,見其他登記事項,鋼筋混凝土造,104年2月9日,五層,
RPXNMLNLPHPFFAN57CC,5,5.61,見其他登記事項,鋼筋混凝土造,104年2月9日,一層,
RPUNMLSLPHPFFBN87CC,26,176.76,見其他登記事項,鋼筋混凝土造,83年11月2日,四層,
RPUOMLLMPHPFFDN67DC,75,123.22,商業用,鋼筋混凝土加強磚造,34年9月1日,四層,
RPVNMLRKPHPFFAN77DC,32,250.84,住商用,鋼筋混凝土造,77年12月31日,四層,
