鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,
員山鄉,房地(土地+建物),宜蘭縣員山鄉文化路85巷12弄1~30號,134.71,住,,,1090416,土地3建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0870722,223.22,5,2,4,有,無,6000000,26879,,0.0,0,親屬間買賣,RPXNMLSKNHPFFBG17EA,206.48,3.35,13.39,
礁溪鄉,土地,民權段1~30地號,589.0,,特定農業區,農牧用地,1021119,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1940000,3294,,0.0,0,,RPSOMLMJOHPFFBG58CA,0.0,0.0,0.0,
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市大福路一段121~150號,147.0,,鄉村區,乙種建築用地,1090417,土地1建物1車位0,全,一層,透天厝,住家用,鋼筋混凝土加強磚造,0670624,109.31,2,3,3,有,無,9800000,89653,,0.0,0,一樓廚房增建，二樓增建，三樓增建鐵皮屋頂無牆。,RPROMLQLNHPFFBG98CA,109.31,0.0,0.0,
員山鄉,土地,尚好段451~480地號,1038.3,,特定農業區,農牧用地,1090403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3600000,3467,,0.0,0,,RPSOMLQLNHPFFBG09CA,0.0,0.0,0.0,
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市中興路248巷1~30號,94.67,住,,,1090501,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1050414,202.88,4,2,5,有,有,12800000,63091,,0.0,0,一樓空地採光罩,RPSOMLOKNHPFFBG78CA,189.45,0.0,13.43,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市中華路61~90號,38.69,住,,,1090415,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800705,249.39000000000001,4,2,1,有,無,8050000,32279,坡道平面,0.0,0,,RPWOMLOKNHPFFBG56CA,162.15,0.0,30.28,
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉德陽路151~180號,8.88,住,,,1090421,土地1建物1車位0,六層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0811110,46.89,1,1,1,有,有,3600000,76775,,0.0,0,,RPXOMLOKNHPFFBG66CA,25.05,0.0,3.2,
員山鄉,土地,外員段511~540地號,147.38,住,,,1090305,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6241114,42347,,0.0,0,,RPOPMLOKNHPFFBG48CA,0.0,0.0,0.0,
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市慈安路86巷1~30號,40.47,住,,,1090409,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土加強磚造,0701224,106.26,3,2,2,有,無,3180000,29927,,0.0,0,,RPXNMLMKNHPFFBG98CA,91.89,0.0,0.0,
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市延平路56巷1~30號,21.23,住,,,1090418,土地2建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830802,110.86,3,2,2,有,無,4850000,43749,,0.0,0,陽台外推,RPWNMLOKNHPFFBG09CA,87.61,0.0,6.49,
壯圍鄉,土地,復興段181~210地號,2962.0,,特定農業區,農牧用地,1090412,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5800000,1958,,0.0,0,,RPOOMLOKNHPFFBG38CA,0.0,0.0,0.0,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮濱海路五段451~480號,50.7,住,,,1090312,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土加強磚造,0701024,112.05,2,1,3,有,無,5000000,44623,,0.0,0,一樓後方增建權利人3人,RPQOMLOKNHPFFBG58CA,112.05,0.0,0.0,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮濱海路五段451~480號,48.77,住,,,1090312,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土加強磚造,0701024,112.05,2,1,3,有,無,5000000,44623,,0.0,0,一樓後方增建權利人3人,SPQOMLOKNHPFFBG68CA,112.05,0.0,0.0,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮濱海路五段451~480號,47.84,住,,,1090312,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土加強磚造,0701024,112.05,2,1,3,有,無,5000000,44623,,0.0,0,一樓後方增建權利人3人,TPQOMLOKNHPFFBG78CA,112.05,0.0,0.0,
員山鄉,土地,深惠段541~570地號,2604.59,,特定農業區,農牧用地,1090408,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13236384,5082,,0.0,0,,RPWOMLMKNHPFFBG98CA,0.0,0.0,0.0,
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市復興路三段203巷1~30號,86.97,住,,,1090314,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1070413,199.74,4,1,5,有,無,14500000,72594,,0.0,0,,RPPOMLNKNHPFFBG38CA,180.4,7.17,12.17,
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市中華路61~90號,23.15,住,,,1090418,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880331,121.75,3,2,2,有,有,6700000,55031,,0.0,0,,RPUOMLNKNHPFFBG88CA,82.94,0.83,9.73,
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮復興路一段31~60號,86.45,住,,,1090424,土地1建物1車位0,全,三層,透天厝,住家用,見其他登記事項,1081225,211.87,0,3,2,有,無,22000000,103837,,0.0,0,,RPTNMLQLNHPFFAG98CA,196.82,0.0,15.05,
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮延平路1~30號,135.0,住,,,1090414,土地2建物1車位0,全,一層,透天厝,住家用,見其他登記事項,0521027,41.13,2,1,1,有,無,6180000,150255,,0.0,0,含增建或未登記建物。;受債權債務影響或債務抵償之交易。;,RPPNMLRLNHPFFAG68CA,41.13,0.0,0.0,
蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮志成路391~420號,147.2,住,,,1080118,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1090220,258.62,4,2,5,有,無,11000000,42533,,0.0,0,,RPSNMLSLNHPFFAG09CA,234.99,0.0,23.63,
蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮志成路402巷1~30號,136.95,住,,,1071115,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1090220,230.84,4,2,3,有,無,8900000,38555,,0.0,0,,RPUNMLSLNHPFFAG66CA,207.49,0.0,23.35,
蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮志成路402巷1~30號,136.95,住,,,1081213,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1090220,230.84,4,2,5,有,無,8800000,38122,,0.0,0,,RPVNMLSLNHPFFAG76CA,207.49,0.0,23.35,
蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮志成路402巷1~30號,174.95,住,,,1070925,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1090220,232.42,4,2,4,有,無,9020000,38809,,0.0,0,,RPWNMLSLNHPFFAG86CA,208.79,0.0,23.63,
五結鄉,房地(土地+建物),宜蘭縣五結鄉利成路一段86巷6弄1~30號,61.71,,鄉村區,乙種建築用地,1090427,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0691219,103.5,3,2,2,有,無,2500000,24155,,0.0,0,,RPSNMLOKNHPFFAG58CA,103.5,0.0,0.0,
蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮志成路391~420號,133.6,住,,,1080322,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1090220,280.49,4,2,3,有,無,11500000,41000,,0.0,0,,RPSNMLRLNHPFFAG98CA,257.14,0.0,23.35,
蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮志成路402巷1~30號,141.31,住,,,1080212,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1090220,232.49,4,2,5,有,無,8900000,38281,,0.0,0,,RPTNMLRLNHPFFAG09CA,208.79,0.0,23.7,
冬山鄉,土地,山明段271~300地號,130.71,住,,,1090319,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9885000,75625,,0.0,0,,RPRNMLQKNHPFFAG68CA,0.0,0.0,0.0,
蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮中興一巷31~60號,65.5,,工業區,丁種建築用地,1090402,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1061121,152.16,4,2,2,有,無,7250000,47647,,0.0,0,,RPQOMLOKNHPFFAG48CA,137.4,0.0,14.76,
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉丸山一路271~300號,92.1,,特定農業區,甲種建築用地,1090404,土地4建物1車位0,全,三層,透天厝,住家用,見其他登記事項,1060523,191.2,4,2,5,有,無,8000000,41841,,0.0,0,,RPPNMLNKNHPFFAG18CA,168.59,8.18,14.43,
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮純精路二段91~120號,15.25,住,,,1090421,土地1建物1車位0,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970602,127.14999999999999,3,2,2,有,有,7900000,62131,,0.0,0,,RPRNMLNKNHPFFAG38CA,87.12,0.0,17.48,
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮西安街241~270號,52.89,,鄉村區,乙種建築用地,1090318,土地3建物1車位0,二層,四層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1090117,113.06,3,2,2,有,有,7200000,63683,,0.0,0,土地總價:288萬公司部份:1763000，個人部份:1117000,RPUNMLTJOHPFFAG66CA,75.0,0.0,6.53,
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉開蘭路1~30號,41.12,住,,,1090210,土地2建物1車位0,二層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1080916,67.84,2,2,1,有,無,4600000,67807,,0.0,0,土地及建物分次登記案件。前案土地登記收件字號：;,RPQNMLNKOHPFFBG48CA,52.97,0.0,5.59,
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉開蘭路1~30號,55.9,住,,,1080220,土地2建物1車位0,二層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1080916,98.23,3,2,2,有,無,5950000,60572,,0.0,0,,RPXNMLKLOHPFFBG98CA,79.2,0.0,5.25,
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉開蘭路1~30號,40.79,住,,,1080309,土地2建物1車位0,四層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1080916,67.84,2,2,1,有,無,4750000,70018,,0.0,0,,RPOOMLKLOHPFFBG18CA,52.97,0.0,5.59,
員山鄉,房地(土地+建物),宜蘭縣員山鄉深洲一路91~120號,1612.21,,特定農業區,農牧用地,1090404,土地1建物1車位0,一層，二層，三層,三層,農舍,農舍,鋼筋混凝土造,1030514,410.47,6,2,4,有,無,26600000,,,0.0,0,,RPXNMLQKPHPFFBG96CA,395.39,0.0,15.08,
三星鄉,房地(土地+建物),宜蘭縣三星鄉上將路二段61~90號,1963.26,,特定農業區,農牧用地,1090406,土地1建物1車位0,一層，二層，三層,三層,農舍,農舍,鋼筋混凝土造,1050202,467.75,7,2,8,有,無,26000000,,,0.0,0,,RPXNMLOKNHPFFAG56DA,430.99,0.0,36.76,
三星鄉,土地,大洲三段931~960地號,3696.01,,特定農業區,農牧用地,1090407,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8390000,2270,,0.0,0,,RPVOMLSJOHPFFAG76CA,0.0,0.0,0.0,
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉武罕五路150巷22弄1~30號,99.71,,特定農業區,甲種建築用地,1090401,土地2建物1車位0,全,三層,透天厝,住家用,見其他登記事項,1050301,187.49,4,2,5,有,無,8650000,46136,,0.0,0,,RPPNMLOKNHPFFAG28CA,180.36,0.0,7.13,
冬山鄉,土地,南富段451~480地號,3108.0,,特定農業區,農牧用地,1090405,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6800000,2188,,0.0,0,,RPQNMLOKNHPFFAG38CA,0.0,0.0,0.0,
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉鹿安路407巷2弄1~30號,121.19,住,,,1090409,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0730601,118.52,5,2,2,有,無,7250000,61171,,0.0,0,,RPROMLOKNHPFFAG58CA,118.52,0.0,0.0,
三星鄉,土地,大洲三段121~150地號,591.52,,特定農業區,農牧用地,1090307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1610000,2722,,0.0,0,,RPUOMLOKNHPFFAG88CA,0.0,0.0,0.0,
五結鄉,房地(土地+建物)+車位,宜蘭縣五結鄉季水路清水一巷1~30號,55.0,,鄉村區,乙種建築用地,1090427,土地1建物1車位1,二層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0870602,170.35,3,2,2,有,有,3050000,17904,坡道平面,0.0,0,,RPSPMLOKNHPFFAG78CA,103.75,0.0,11.3,
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉鹿埔路503巷31~60號,49.06,,特定農業區,甲種建築用地,1090411,土地7建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,見其他登記事項,1080411,63.45,2,2,2,有,無,3820000,60205,,0.0,0,,RPTPMLOKNHPFFAG88CA,55.56,0.0,0.0,
羅東鎮,土地,東榮二段31~60地號,80.0,其他,,,1090420,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6800000,85000,,0.0,0,市地重劃.第二產專,RPRNMLPKNHPFFAG58CA,0.0,0.0,0.0,
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮光華街61~90號,99.0,住,,,1090411,土地1建物1車位0,騎樓，見其他登記事項，一層，二層，三層，四層,四層,店面(店鋪),住家用,鋼筋混凝土造,0800212,205.21,3,2,5,有,無,15000000,73096,,0.0,0,,RPVNMLOKNHPFFAG88CA,205.21,0.0,0.0,
三星鄉,土地,大洲二段91~120地號,1675.29,,特定農業區,農牧用地,1090410,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4800000,2865,,0.0,0,,RPWNMLOKNHPFFAG98CA,0.0,0.0,0.0,
蘇澳鎮,土地,永愛段781~810地號,656.13,商,,,1090220,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12734000,19408,,0.0,0,,RPOOMLTKNHPFFAG78CA,0.0,0.0,0.0,
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉八仙五路136巷1~30號,123.99,,特定農業區,甲種建築用地,1090411,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1060918,219.45,5,2,4,有,無,10600000,48303,,0.0,0,,RPQOMLSKNHPFFAG88CA,203.5,0.0,15.95,
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市慈安路38巷2弄1~30號,57.06,住,,,1090417,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0680831,79.24,4,2,3,有,無,6200000,78243,,0.0,0,含增建或未登記建物。;,RPSNMLOKNHPFFBG68CA,79.24,0.0,0.0,
礁溪鄉,土地,匏崙坡段1231~1260地號,3739.65,,山坡地保育區,農牧用地,1090408,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5500000,1471,,0.0,0,有未保存房屋不計價，隨同移轉給買方,RPROMLOKNHPFFBG68CA,0.0,0.0,0.0,
壯圍鄉,土地,新南段151~180地號,2457.0,,特定農業區,特定目的事業用地,1090424,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,29729600,12100,,0.0,0,,RPXNMLOKNHPFFBG56CA,0.0,0.0,0.0,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市中山路五段151巷1~30號,25.23,住,,,1090405,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820505,129.19,2,2,1,有,有,4600000,35606,坡道平面,0.0,0,,RPPNMLQKNHPFFBG58CA,77.22,0.0,11.72,
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市陽明三路31~60號,15.22,住,,,1090411,土地5建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850215,70.1,2,1,1,有,有,2980000,42511,,0.0,0,,RPUOMLLJOHPFFBG68CA,55.17,0.0,1.7,
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市慈安路47巷1~30號,92.85,住,,,1090416,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1050926,207.75,4,3,5,有,無,12000000,57762,,0.0,0,含增建或未登記建物。;,RPQNMLLLNHPFFBG48EA,192.65,0.0,15.1,
壯圍鄉,土地,美城段61~90地號,1475.0,,特定農業區,農牧用地,1090317,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5000000,3390,,0.0,0,親屬買賣,RPTPMLQLNHPFFBG86EA,0.0,0.0,0.0,
蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮馬賽路375巷11弄1~30號,93.44,住,,,1090417,土地2建物1車位0,全,三層,透天厝,住家用,見其他登記事項,1080509,172.0,3,2,4,有,無,6800000,39535,,0.0,0,,RPQNMLPKNHPFFAG68EA,153.65,0.0,18.35,
五結鄉,土地,新甲段841~870地號,5463.68,,一般農業區,農牧用地,1081213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4958290,908,,0.0,0,,RPTNMLPKNHPFFAG98EA,0.0,0.0,0.0,
宜蘭市,土地,宜福段601~630地號,97.84,,特定農業區,甲種建築用地,1090508,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1888360,19300,,0.0,0,向政府機關承購之案件。;,RPUOMLOKNHPFFBG56EA,0.0,0.0,0.0,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮頂埔路一段319巷31~60號,92.98,,特定農業區,丁種建築用地,1090419,土地3建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0710908,115.9,0,0,3,有,無,6400000,55220,,0.0,0,含增建或未登記建物。;,RPSNMLSKNHPFFBG66EA,115.9,0.0,0.0,
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉仁愛路156巷1~30號,23.54,住,,,1090418,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861226,138.24,3,2,2,有,有,7800000,56424,,0.0,0,,RPVOMLMJOHPFFBG88CA,88.09,0.0,10.9,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市樹人路61~90號,34.58,住,,,1090425,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060603,198.26,3,2,2,有,有,10280000,51851,坡道平面,0.0,0,,RPPNMLMLNHPFFBG28CA,83.99,0.0,12.24,
