編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPOOMLTKNHPFFAI98CA,29,85.57,住家用,鋼筋混凝土造,80年6月20日,七層,一層
RPOOMLTKNHPFFAI98CA,29,11.45,共有部份,鋼筋混凝土造,80年6月20日,七層,
RPVNMLQLNHPFFAI76CA,,48.53,見其他登記事項,見其他登記事項,109年1月8日,九層,九層
RPVNMLQLNHPFFAI76CA,,28.51,見其他登記事項,見其他登記事項,109年1月8日,九層,
RPVNMLQLNHPFFAI76CA,,15.25,見其他登記事項,見其他登記事項,109年1月8日,九層,
RPOPMLQLNHPFFAI88CA,,69.76,見其他登記事項,見其他登記事項,109年1月8日,九層,四層
RPOPMLQLNHPFFAI88CA,,26.89,見其他登記事項,見其他登記事項,109年1月8日,九層,
RPOPMLQLNHPFFAI88CA,,22.27,見其他登記事項,見其他登記事項,109年1月8日,九層,
RPSOMLQLNHPFFAI56CA,,48.05,見其他登記事項,見其他登記事項,109年1月8日,九層,三層
RPSOMLQLNHPFFAI56CA,,27.70,見其他登記事項,見其他登記事項,109年1月8日,九層,
RPSOMLQLNHPFFAI56CA,,16.67,見其他登記事項,見其他登記事項,109年1月8日,九層,
RPUOMLQLNHPFFAI76CA,,51.59,見其他登記事項,見其他登記事項,109年1月8日,九層,四層
RPUOMLQLNHPFFAI76CA,,28.54,見其他登記事項,見其他登記事項,109年1月8日,九層,
RPUOMLQLNHPFFAI76CA,,16.26,見其他登記事項,見其他登記事項,109年1月8日,九層,
RPPPMLQLNHPFFAI98CA,,69.74,見其他登記事項,見其他登記事項,109年1月8日,九層,三層
RPPPMLQLNHPFFAI98CA,,42.06,見其他登記事項,見其他登記事項,109年1月8日,九層,
RPPPMLQLNHPFFAI98CA,,22.27,見其他登記事項,見其他登記事項,109年1月8日,九層,
RPQOMLNLNHPFFAI68CA,18,226.26,見其他登記事項,鋼筋混凝土造,90年10月15日,四層,一層 二層 三層 四層 地下層
RPQOMLNLNHPFFAI68CA,18,21.12,共有部份,鋼筋混凝土造,90年10月15日,四層,
RPXOMLOKNHPFFAI76CA,,205.77,見其他登記事項,見其他登記事項,109年2月14日,三層,一層 二層 三層 見其他登記事項
