鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯
後龍鎮,土地,水尾子段1531~1560地號,2304.0,,特定農業區,農牧用地,1090420,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2800000,1215,,0.0,0,,RPXNMLLKNHPFFDK86CA,0.0,0.0,0.0,
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮新南里7鄰永貞路二段91~120號,25.83,住,,,1090312,土地1建物1車位1,二層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020822,125.07,3,2,2,有,有,6600000,52770,坡道機械,0.0,0,,RPPNMLMKNHPFFDK78CA,72.1,0.0,11.32,
竹南鎮,房地(土地+建物),苗栗縣竹南鎮崎頂里15鄰仁愛路2101~2130號,92.97,,鄉村區,乙種建築用地,1090318,土地1建物1車位0,全,二層,透天厝,住商用,見其他登記事項,0670606,132.82,2,2,1,有,無,3300000,24846,,0.0,0,,RPQNMLMKNHPFFDK88CA,132.82,0.0,0.0,
竹南鎮,房地(土地+建物),苗栗縣竹南鎮大埔里2鄰科專七路373巷1~30號,155.48,住,,,1090412,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1040423,257.8,4,2,3,有,無,11800000,45772,,0.0,0,,RPRNMLMKNHPFFDK98CA,221.19,14.21,22.4,
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮新南里1鄰三平路1~30號,28.39,商,,,1090420,土地2建物1車位1,十四層，見其他登記事項,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040701,234.79,3,2,3,有,有,9200000,39184,坡道平面,23.62,0,,RPROMLMKNHPFFDK09CA,142.53,0.0,14.14,
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮新南里1鄰三平路1~30號,28.36,商,,,1090420,土地2建物1車位1,十四層，見其他登記事項,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040701,234.57,3,2,3,有,有,9200000,39221,坡道平面,23.62,0,,SPROMLMKNHPFFDK56CA,142.58,0.0,13.92,
造橋鄉,房地(土地+建物),苗栗縣造橋鄉談文村5鄰學府路91~120號,15.61,,山坡地保育區,丙種建築用地,1090503,土地1建物1車位0,三層,三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0900629,28.07,1,0,1,有,有,400000,14250,,0.0,0,,RPPNMLNKNHPFFDK88CA,18.92,0.0,2.8,
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮大厝里11鄰大業街91~120號,36.78,住,,,1090421,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050812,182.64,3,2,2,有,有,9100000,49825,坡道平面,32.11,0,,RPPOMLNKNHPFFDK98CA,96.45,0.0,8.34,
三義鄉,房地(土地+建物),苗栗縣三義鄉勝興村28鄰水美301~330號,101.91,,鄉村區,乙種建築用地,1090420,土地3建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0850111,208.35,5,1,3,有,有,6000000,28798,,0.0,0,無固定車位每年抽籤。,RPSNMLOKNHPFFEK76CA,164.2,6.56,9.94,
頭份巿,房地(土地+建物)+車位,苗栗縣頭份市新華里3鄰中正一路511~540號,34.01,,鄉村區,乙種建築用地,1090402,土地1建物1車位1,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1071206,156.87,3,2,2,有,有,5500000,35061,坡道平面,0.0,1100000,,RPQNMLMKNHPFFFK09CA,81.17,0.0,8.65,
頭份巿,房地(土地+建物),苗栗縣頭份市新華里3鄰中正一路511~540號,34.01,,鄉村區,乙種建築用地,1090410,土地1建物1車位0,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1071206,125.94999999999999,3,2,2,有,有,4860000,38587,,0.0,0,,RPRNMLMKNHPFFFK56CA,81.18,0.0,8.65,
頭份巿,房地(土地+建物),苗栗縣頭份市濫坑里4鄰尖豐路1159巷1~30號,266.83,,特定農業區,丁種建築用地,1090330,土地5建物1車位0,全,一層,透天厝,工業用,鋼筋混凝土造,1040904,163.68,3,2,2,有,有,7350000,44905,,0.0,0,,RPPOMLNKNHPFFFK56CA,163.68,0.0,0.0,
頭份巿,房地(土地+建物),苗栗縣頭份市斗煥里14鄰中正二路35巷3弄31~60號,111.7,,山坡地保育區,丙種建築用地,1090405,土地2建物1車位0,全,三層,透天厝,住家用,見其他登記事項,0950727,176.03,4,2,3,有,無,6100000,34653,,0.0,0,含增建或未登記建物。;增建:陽台外推,RPTNMLOKNHPFFFK96CA,150.32,14.09,11.62,
頭份巿,房地(土地+建物),苗栗縣頭份市珊湖里2鄰學府路42巷1~30號,83.91,,山坡地保育區,丙種建築用地,1090429,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840714,132.16,3,2,3,有,無,2000000,15133,,0.0,0,,RPSNMLOKNHPFFFK86CA,118.97,4.3,0.0,
頭份巿,房地(土地+建物),苗栗縣頭份市珊湖里2鄰學府路42巷1~30號,83.91,,山坡地保育區,丙種建築用地,1090429,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840714,144.11,3,2,3,有,無,1800000,12490,,0.0,0,,SPSNMLOKNHPFFFK96CA,118.97,0.0,16.25,
頭份巿,房地(土地+建物)+車位,苗栗縣頭份市民權里4鄰銀河路241~270號,27.47,住,,,1090213,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070809,148.07999999999998,3,2,2,有,有,7500000,53349,坡道平面,26.24,1000000,,RPTNMLPKNHPFFFK07CA,73.44,1.52,7.28,
頭份巿,土地,濫坑段61~90地號,2570.47,,山坡地保育區,農牧用地,1090317,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2000000,778,,0.0,0,,RPUNMLPKNHPFFFK17CA,0.0,0.0,0.0,
頭份巿,土地,藤坪段511~540地號,1181.59,,山坡地保育區,農牧用地,1090413,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1250000,1058,,0.0,0,,RPVNMLPKNHPFFFK27CA,0.0,0.0,0.0,
頭份巿,土地,和平段1531~1560地號,267.75,商,,,1090215,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9719340,36300,,0.0,0,親友、員工或其他特殊關係間之交易。;含地上未保存建物一併移轉,RPPNMLQKNHPFFFK76CA,0.0,0.0,0.0,
頭份巿,房地(土地+建物),苗栗縣頭份市自強里14鄰自強路93巷1~30號,146.74,住,,,1090307,土地3建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,1040421,330.3,7,2,6,有,無,23000000,69634,,0.0,0,,RPPNMLTKNHPFFFK07CA,311.44,0.0,18.86,
頭份巿,房地(土地+建物)+車位,苗栗縣頭份市田寮里7鄰南田街181~210號,43.83,住,,,1090331,土地1建物1車位1,五層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1050119,143.93,3,2,2,有,有,5300000,36823,一樓平面,0.0,0,,RPUNMLTKNHPFFFK57CA,81.14,0.0,17.55,
頭份巿,土地,大化段301~330地號,193.99,,鄉村區,乙種建築用地,1090409,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6400000,32991,,0.0,0,,RPPNMLNKNHPFFFK09CA,0.0,0.0,0.0,
頭份巿,房地(土地+建物),苗栗縣頭份市東庄里18鄰東民二街31~60號,174.89,工,,,1090327,土地3建物1車位0,全,三層,透天厝,見其他登記事項,見其他登記事項,1000131,255.88,4,2,3,有,無,18650000,72886,,0.0,0,,RPSNMLNKNHPFFFK76CA,241.91,10.13,3.84,
頭份巿,房地(土地+建物),苗栗縣頭份市後庄里3鄰信義路731巷15弄1~30號,79.26,住,,,1090225,土地7建物1車位0,全,四層,透天厝,住家用,見其他登記事項,0950601,202.29,4,2,4,有,無,9180000,45380,,0.0,0,,RPXNMLNKNHPFFFK27CA,195.68,0.0,6.61,
頭份巿,土地,濫坑段301~330地號,1910.0,,特定農業區,丁種建築用地,1090302,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,23750000,12435,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPOOMLTJOHPFFFK07CA,0.0,0.0,0.0,
竹南鎮,房地(土地+建物),苗栗縣竹南鎮聖福里16鄰環市路三段151~180號,79.56,住,,,1090310,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0830429,271.69,4,2,4,有,無,15000000,55210,,0.0,0,,RPXNMLPLNHPFFDK37CA,244.69,6.75,20.25,
竹南鎮,土地,竹圍段1~30地號,152.38,農,,,1090410,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1700000,11156,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPNMLLJOHPFFDK68CA,0.0,0.0,0.0,
後龍鎮,土地,外埔段1651~1680地號,2140.0,,特定農業區,農牧用地,1090415,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3800000,1776,,0.0,0,,RPRNMLLJOHPFFDK88CA,0.0,0.0,0.0,
通霄鎮,土地,土城段721~750地號,1327.0,,一般農業區,農牧用地,1090416,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1300000,980,,0.0,0,,RPVNMLMKNHPFFCK66CA,0.0,0.0,0.0,
苑裡鎮,土地,慈護段451~480地號,597.8,,特定農業區,甲種建築用地,1080104,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7594860,12705,,0.0,0,,RPRNMLNKNHPFFCK98CA,0.0,0.0,0.0,
苑裡鎮,房地(土地+建物),苗栗縣苑裡鎮西勢里11鄰西勢1~30號,73.42,住,,,1090405,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1070717,171.0,6,4,4,有,無,8100000,47368,,0.0,0,,RPPNMLSKNHPFFCK66CA,171.0,0.0,0.0,
苑裡鎮,房地(土地+建物),苗栗縣苑裡鎮福田里12鄰151~180號,362.4,,特定農業區,農牧用地,1090327,土地1建物1車位0,全,一層,透天厝,農舍,見其他登記事項,0670605,30.84,7,2,2,有,無,877200,28444,,0.0,0,親友、員工或其他特殊關係間之交易。雙方未訂定私契。,RPWNMLMLNHPFFCK86CA,30.84,0.0,0.0,
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市建功里26鄰新都街151~180號,29.29,住,,,1090415,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0930521,197.93,3,1,2,有,無,5800000,29303,坡道平面,0.0,0,,RPQNMLRKNHPFFBK56CA,108.0,0.0,17.02,
頭屋鄉,房地(土地+建物)+車位,苗栗縣頭屋鄉頭屋村14鄰中華街61~90號,181.99,其他,,,1090217,土地1建物2車位2,三層,六層,辦公商業大樓,商業用,鋼筋混凝土造,0880126,679.6,10,3,6,有,無,9400000,13832,坡道平面,0.0,0,含增建或未登記建物。;權利人有兩位分別共有;本件之房地交易總價含3樓及4樓及地下停車位2個車位,RPPNMLTKNHPFFBK66CA,408.82,0.0,29.86,
公館鄉,土地,福基段601~630地號,6143.0,,山坡地保育區,農牧用地,1090324,土地17建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2000000,326,,0.0,0,,RPXNMLOKNHPFFBK96CA,0.0,0.0,0.0,
苗栗市,房地(土地+建物),苗栗縣苗栗市北苗里2鄰三西街61~90號,21.03,住,,,1090428,土地1建物1車位0,三層,,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800115,130.3,2,1,1,有,無,721400,5536,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPUNMLOKNHPFFBK76DA,92.52,0.0,13.52,
公館鄉,土地,福基段601~630地號,1168.0,,山坡地保育區,農牧用地,1090408,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2000000,1712,,0.0,0,,RPWNMLOKNHPFFBK86CA,0.0,0.0,0.0,
大湖鄉,土地,大湖段751~780地號,2002.0,,山坡地保育區,林業用地,1090503,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,460000,230,,0.0,0,,RPPNMLPKNHPFFAK78CA,0.0,0.0,0.0,
大湖鄉,土地,義和段541~570地號,167.1,,山坡地保育區,丙種建築用地,1090422,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2500000,14961,,0.0,0,含增建或未登記建物。;三棟,RPPNMLSKNHPFFAK09CA,0.0,0.0,0.0,
苗栗市,房地(土地+建物),苗栗縣苗栗市福麗里15鄰至公路493巷31~60號,177.2,住,,,1090326,土地4建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1060123,182.87,4,3,3,有,有,8800000,48122,,0.0,0,權利人共兩人，各持分1/2,RPXNMLLLNHPFFBK76CA,172.79,0.0,10.08,
通霄鎮,房地(土地+建物),苗栗縣通霄鎮平安里13鄰中正路241~270號,14.25,住,,,1090410,土地1建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0850701,117.36,4,2,2,有,有,2000000,17042,,0.0,0,,RPPNMLQLNHPFFCK56CA,93.39,0.52,7.92,
通霄鎮,土地,中山段31~60地號,1075.9,,山坡地保育區,農牧用地,1090413,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,18000000,16730,,0.0,0,含增建或未登記建物。;,RPUNMLTKNHPFFCK27CA,0.0,0.0,0.0,
通霄鎮,土地,內湖東段1201~1230地號,439.72,,一般農業區,農牧用地,1090417,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,500000,1137,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPNMLOKNHPFFCK88CA,0.0,0.0,0.0,
苑裡鎮,土地,苑港段151~180地號,1575.0,,特定農業區,農牧用地,1090421,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3300000,2095,,0.0,0,,RPPNMLPKNHPFFCK98CA,0.0,0.0,0.0,
苑裡鎮,土地,西海段871~900地號,2000.0,,特定農業區,農牧用地,1090325,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4840000,2420,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQNMLPKNHPFFCK09CA,0.0,0.0,0.0,
通霄鎮,土地,通南段241~270地號,441.98,農,,,1090422,土地7建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2800000,6335,,0.0,0,,RPSNMLSJOHPFFCK96CA,0.0,0.0,0.0,
後龍鎮,房地(土地+建物),苗栗縣後龍鎮南港里2鄰南勢山1~30號,90.0,,一般農業區,丙種建築用地,1090424,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,0730815,145.04,2,2,2,有,無,2380000,16409,,0.0,0,含增建或未登記建物。;,RPSOMLRLNHPFFDK17CA,145.04,0.0,0.0,
造橋鄉,房地(土地+建物),苗栗縣造橋鄉談文村5鄰育英三街1~30號,14.9,,山坡地保育區,丙種建築用地,1090425,土地1建物1車位0,一層,三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0930623,20.41,1,1,1,有,有,320000,15679,,0.0,0,,RPWNMLPLNHPFFDK27CA,13.57,2.22,0.0,
竹南鎮,土地,海口段港子墘小段31~60地號,1238.92,其他,,,1090320,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5946800,4800,,0.0,0,協議價購,RPTNMLSKNHPFFDK17CA,0.0,0.0,0.0,
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮大埔五街239巷1~30號,133.51,住,,,1090406,土地2建物1車位2,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1050512,359.61,4,2,4,有,有,15380000,42769,坡道平面,0.0,0,,RPSNMLKLNHPFFDK98CA,306.73,0.0,13.4,
竹南鎮,房地(土地+建物),苗栗縣竹南鎮山佳里24鄰萬富新村1~30號,95.15,,特定農業區,甲種建築用地,1090317,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0711126,92.0,3,3,2,有,無,2000000,21739,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQNMLLLNHPFFDK88CA,92.0,0.0,0.0,
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮大埔里2鄰大埔十街46巷1~30號,28.49,住,,,1090403,土地1建物1車位1,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1060825,134.07999999999998,2,1,1,有,有,5100000,42714,坡道平面,33.41,800000,此交易內含機車位1個，且價款已含入交易總價； 與（頭份市信義段移轉面積2.08㎡）併同辦理,RPQOMLNKNHPFFDK09CA,58.48,0.0,7.22,
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮大厝里7鄰開元路61~90號,30.6,住,,,1090102,土地1建物1車位1,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020613,130.61,3,2,2,有,有,5000000,38282,一樓平面,0.0,0,,RPRNMLOKNHPFFDK56CA,85.99,0.0,5.18,
竹南鎮,房地(土地+建物),苗栗縣竹南鎮中華里11鄰中正路156巷1弄31~60號,108.36,住,,,1090322,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0680810,183.63,0,0,0,無,無,5000000,27229,,0.0,0,,RPTNMLOKNHPFFDK76CA,178.39,5.24,0.0,
後龍鎮,土地,外埔段1231~1260地號,1360.0,農,,,1090421,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1500000,1103,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPUNMLOKNHPFFDK86CA,0.0,0.0,0.0,
竹南鎮,房地(土地+建物),苗栗縣竹南鎮大埔里5鄰大埔31~60號,142.64,住,,,1090420,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0660715,162.0,1,2,2,有,無,6100000,37654,,0.0,0,,RPVNMLOKNHPFFDK96CA,162.0,0.0,0.0,
竹南鎮,房地(土地+建物),苗栗縣竹南鎮聖福里10鄰公教路200巷31~60號,74.54,住,,,1090411,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0970104,182.36,4,3,3,有,無,7800000,42773,,0.0,0,,RPPNMLPKNHPFFDK09CA,148.46,19.84,14.06,
竹南鎮,房地(土地+建物),苗栗縣竹南鎮營盤里22鄰南寶街31~60號,113.31,住,,,1090228,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0860407,247.84,5,3,4,有,無,10500000,42366,,0.0,0,,RPOOMLNKNHPFFDK88CA,234.68,0.0,13.16,
頭份巿,土地,尖山下段991~1020地號,1543.66,,山坡地保育區,林業用地,1090402,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2600000,1684,,0.0,0,,RPRNMLTJOHPFFFK27CA,0.0,0.0,0.0,
南庄鄉,房地(土地+建物),苗栗縣南庄鄉田美村3鄰田美31~60號,3320.0,,山坡地保育區,農牧用地,1090305,土地3建物1車位0,一層，二層,二層,農舍,農舍,木造,1020318,237.19,4,1,4,有,無,16500000,,,0.0,0,,RPRNMLRLNHPFFFK17CA,237.19,0.0,0.0,
頭份巿,房地(土地+建物)+車位,苗栗縣頭份市山下里8鄰翠亨路151~180號,26.5,住,,,1090401,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080416,176.94,3,2,2,有,有,7230000,42437,坡道平面,26.6,850000,交易內含機車位2個,RPOOMLNKNHPFFFK09CA,90.78,0.0,8.98,
頭份巿,土地,信義段481~510地號,1765.7,農,,,1090206,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10600000,6003,,0.0,0,二親等買賣,RPQNMLTKNHPFFFK17CA,0.0,0.0,0.0,
頭份巿,房地(土地+建物),苗栗縣頭份市興隆里4鄰一段451~480號,85.98,,山坡地保育區,丙種建築用地,1090417,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0700710,114.81,4,2,1,有,無,3400000,29614,,0.0,0,,RPPNMLPKNHPFFFK66CA,114.81,0.0,0.0,
三義鄉,土地,魚藤坪段121~150地號,1262.0,,山坡地保育區,農牧用地,1090420,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,600000,475,,0.0,0,,RPTNMLOKNHPFFEK86CA,0.0,0.0,0.0,
銅鑼鄉,土地,雙峰段421~450地號,310.62,,山坡地保育區,農牧用地,1090412,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,657737,2117,,0.0,0,,RPUNMLOKNHPFFEK96CA,0.0,0.0,0.0,
銅鑼鄉,土地,雙峰段1~30地號,330.68,,山坡地保育區,農牧用地,1090412,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,650191,1966,,0.0,0,,RPVNMLOKNHPFFEK07CA,0.0,0.0,0.0,
銅鑼鄉,土地,東田洋段121~150地號,1423.82,住,,,1090306,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,30150000,21175,,0.0,0,,RPWNMLOKNHPFFEK17CA,0.0,0.0,0.0,
銅鑼鄉,土地,樟樹段181~210地號,254.33,,山坡地保育區,農牧用地,1090429,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,307760,1210,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPNMLPKNHPFFEK56CA,0.0,0.0,0.0,
三義鄉,房地(土地+建物),苗栗縣三義鄉鯉魚潭村3鄰鯉魚口61~90號,157.71,,特定農業區,甲種建築用地,1090417,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0841216,236.22,4,2,4,有,無,6900000,29210,,0.0,0,,RPQNMLPKNHPFFEK66CA,236.22,0.0,0.0,
三義鄉,土地,聖王段1081~1110地號,2080.45,,山坡地保育區,林業用地,1090309,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3300000,1586,,0.0,0,,RPPNMLSKNHPFFEK86CA,0.0,0.0,0.0,
後龍鎮,土地,崎頂段271~300地號,366.0,,一般農業區,農牧用地,1090326,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2000000,5464,,0.0,0,※含網室及小木屋,RPPNMLSJNHPFFDK96CD,0.0,0.0,0.0,
頭份巿,土地,中華段331~360地號,108.72,住,,,1080618,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,0,0,,0.0,0,土地及建物分次登記案件。前案土地登記收件字號：;,RPTNMLMJOHPFFFK96EA,0.0,0.0,0.0,
頭份巿,房地(土地+建物),苗栗縣頭份市民權里9鄰中華路828巷1~30號,108.72,住,,,1080618,土地6建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1081227,243.87,6,2,4,有,無,15500000,63558,,0.0,0,土地及建物分次登記案件。前案土地登記收件字號：;,RPUNMLMJOHPFFFK07EA,219.69,0.0,24.18,
頭份巿,房地(土地+建物)+車位,苗栗縣頭份市東庄里6鄰富強三街91~120號,22.48,住,,,1090406,土地1建物1車位1,一層，見其他登記事項,十四層,店面(店鋪),商業用,鋼筋混凝土造,1061115,125.91,0,0,0,無,有,6180000,55217,坡道平面,33.91,1100000,,RPSNMLPKNHPFFFK96CA,60.85,0.0,0.0,
頭份巿,房地(土地+建物)+車位,苗栗縣頭份市後庄里7鄰公北三路121~150號,14.39,商,,,1090419,土地4建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080114,169.39,3,2,2,有,無,9000000,55108,坡道平面,27.85,1200000,,RPUNMLOKNHPFFFK07CA,76.57,7.15,11.67,
頭份巿,房地(土地+建物)+車位,苗栗縣頭份市中興里8鄰大亨街167巷1~30號,45.81,住,,,1090412,土地1建物1車位1,二層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1080326,144.31,3,2,2,有,無,7800000,54050,一樓平面,0.0,0,,RPQNMLOKNHPFFFK66CA,92.17,3.89,5.47,
