鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
大湖鄉,土地,大湖段661~690地號,1372.0,,山坡地保育區,農牧用地,1081015,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,150000,109,,0.0,0,,RPQNMLNKJIOFFAK28CA
苗栗市,土地,水流娘段241~270地號,94.71,農,,,1081030,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,500000,5279,,0.0,0,供道路使用,RPPNMLNKJIOFFBK28CA
公館鄉,房地(土地+建物),苗栗縣公館鄉大坑村5鄰大坑121~150號,105.0,,山坡地保育區,丙種建築用地,1081002,土地1建物1車位0,全,,透天厝,住家用,鋼筋混凝土造,0860424,165.15,3,2,2,有,無,7000000,42386,,0.0,0,,RPTNMLQLJIOFFBK09CA
苑裡鎮,土地,南山段121~150地號,794.06,,特定農業區,農牧用地,1081007,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2200000,2771,,0.0,0,,RPPNMLMKJIOFFCK28CA
苑裡鎮,房地(土地+建物),苗栗縣苑裡鎮房裡里4鄰介壽路31~60號,94.57,住,,,1081029,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1061017,178.85,5,2,5,有,無,9540000,53341,,0.0,0,,RPQNMLMKJIOFFCK38CA
苑裡鎮,房地(土地+建物),苗栗縣苑裡鎮苑東里15鄰興隆1~30號,72.77,,特定農業區,甲種建築用地,1080921,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0870608,145.78,4,2,3,有,無,4700000,32240,,0.0,0,含增建或未登記建物。;,RPSNMLQLJIOFFCK09CA
後龍鎮,土地,外埔段1081~1110地號,260.0,住,,,1081028,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1967000,7565,,0.0,0,,RPPNMLMKJIOFFDK38CA
後龍鎮,土地,頭湖段301~330地號,1470.0,,山坡地保育區,農牧用地,1081010,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,750000,510,,0.0,0,親友、員工或其他特殊關係間之交易。;全部稅金及規費等由買方負擔。含未保存之建物〈老舊平房〉,RPSNMLOKJIOFFDK88CA
竹南鎮,土地,慈裕段151~180地號,26.08,住,,,1081018,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,461320,17689,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPNMLPKJIOFFDK68CA
竹南鎮,土地,天聲段451~480地號,6.87,住,,,1081018,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,367133,53440,,0.0,0,向政府機關承購之案件。;每平方公尺53440元,RPSNMLKLJIOFFDK58CA
竹南鎮,土地,天聲段451~480地號,6.96,住,,,1081017,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,371942,53440,,0.0,0,向政府機關承購之案件。;每平方公尺53439.9元,RPTNMLKLJIOFFDK68CA
造橋鄉,房地(土地+建物),苗栗縣造橋鄉造橋村10鄰禮蘭新村31~60號,88.44,,鄉村區,乙種建築用地,1081009,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0841208,169.65,3,3,3,有,無,2300000,13557,,0.0,0,,RPWNMLLLJIOFFDK09CA
竹南鎮,房地(土地+建物),苗栗縣竹南鎮山佳里7鄰龍山路三段211~240號,97.26,住,,,1081016,土地1建物1車位0,地下一層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0840927,601.3100000000001,0,0,0,無,有,4500000,7484,,0.0,0,,RPRNMLTJKIOFFDK66CA
三義鄉,土地,魚藤坪段421~450地號,2723.0,,山坡地保育區,農牧用地,1081008,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6740000,2475,,0.0,0,,RPQNMLNKJIOFFEK68CA
