鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
東區,土地,旱新段571~600地號,157.1,住,,,1080908,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,16450000,104710,,0.0,0,,RPTQMLLKJIOFFAB77CA
南區,房地(土地+建物),臺中市南區平順街1~30號,25.2,住,,,1081025,土地3建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671218,81.2,3,2,2,有,無,2600000,32020,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVOMLMKJIOFFAB87CA
南區,房地(土地+建物)+車位,臺中市南區學府路121~150號,17.73,住,,,1081019,土地3建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831229,178.61,4,2,2,有,有,7280000,40759,坡道平面,0.0,0,,RPWPMLMKJIOFFAB08CA
南區,房地(土地+建物),臺中市南區南平路211~240號,8.72,商,,,1080701,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800917,102.69,2,2,2,有,有,4070000,39634,,0.0,0,,RPPOMLOKJIOFFAB47CA
西區,房地(土地+建物),臺中市西區精忠街31~60號,27.49,住,,,1080829,土地1建物1車位0,一層，騎樓,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0720721,83.1,1,2,1,有,無,8880000,106859,,0.0,0,含增建或未登記建物。;,RPQNMLSKJIOFFAB87CA
東區,土地,振興段61~90地號,209.33,住,,,1080924,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,22160000,105862,,0.0,0,,RPVNMLSKJIOFFAB38CA
中區,房地(土地+建物),臺中市中區民權路151~180號,1.93,住,,,1081002,土地2建物1車位0,十八層,二十八層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0860131,37.39,1,1,1,有,無,1520000,40653,,0.0,0,,RPVPMLSKJIOFFAB58CA
西區,房地(土地+建物),臺中市西區法院前街1~30號,82.0,住,,,1081007,土地4建物1車位0,全,二層,透天厝,見其他登記事項,加強磚造,0540701,152.12,0,0,0,無,無,14800000,97292,,0.0,0,含增建或未登記建物。;,RPSOMLSKJIOFFAB18CA
西區,土地,公館段151~180地號,47.0,其他,,,1081018,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4211200,89600,,0.0,0,包含公共設施保留地之交易。;,RPTQMLTKJIOFFAB58CA
