鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
桃園區,建物,桃園市桃園區桃二街31~60號,0.0,住,,,1081015,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0820812,125.39,3,2,2,有,有,有,14400,115,,0.0,0,,RPWNMLLKJIOFFAH58CC
桃園區,房地(土地+建物),桃園市桃園區復興路31~60號,10.61,商,,,1081014,土地1建物1車位0,三層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0931015,98.81,1,1,1,有,有,有,7500,76,,0.0,0,,RPQQMLLKJIOFFAH28CC
中壢區,建物,桃園市中壢區民權路331~360號,0.0,住,,,1081018,土地0建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0970925,170.14999999999998,4,2,2,有,有,有,30000,176,,0.0,0,租金含管理費。,RPRPMLLKJIOFFBH38CC
中壢區,建物,桃園市中壢區中明路151~180號,0.0,住,,,1081020,土地0建物1車位0,見其他登記事項,2,店面(店鋪),住家用,加強磚造,0621220,125.9,1,1,2,有,無,無,30000,238,,0.0,0,有民情風俗因素之交易。;,RPXQMLLKJIOFFBH09CC
八德區,建物,桃園市八德區廣興二路61~90號,0.0,住,,,1081015,土地0建物1車位0,八層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040804,114.35,2,2,1,有,有,有,13800,121,,0.0,0,,RPSNMLLKJIOFFFH68CC
八德區,房地(土地+建物)+車位,桃園市八德區豐田一路31~60號,19.47,住,,,1081110,土地1建物1車位1,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030526,113.48,2,2,1,有,有,無,13000,115,坡道平面,20.13,0,,RPTOMLLKJIOFFFH88CC
平鎮區,房地(土地+建物)+車位,桃園市平鎮區環南路三段301~330號,1.9,住,,,1081025,土地1建物1車位1,十二層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0940130,59.54,1,1,1,有,無,有,10000,168,升降機械,0.0,0,,RPUNMLLKJIOFFGH98CC
平鎮區,建物,桃園市平鎮區延平路二段31~60號,0.0,其他,,,1081018,土地0建物1車位0,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930625,153.79000000000002,4,2,2,有,有,有,14400,94,,0.0,0,,RPROMLLKJIOFFGH78CC
大溪區,房地(土地+建物),桃園市大溪區慈光街79巷31弄1~30號,80.66,住,,,1081011,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0960823,188.77,4,3,3,有,無,無,18000,95,,0.0,0,,RPUNMLLKJIOFFCH58CC
中壢區,房地(土地+建物)+車位,桃園市中壢區文智路61~90號,44.07,住,,,1081023,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020806,265.21,3,2,3,有,有,無,19000,72,坡道平面,27.82,0,,RPXNMLMKJIOFFBH98DC
中壢區,房地(土地+建物),桃園市中壢區致祥一街238巷1~30號,128.2,住,,,1081030,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0830914,261.47,5,2,3,有,有,無,18000,69,,0.0,0,,RPUOMLMKJIOFFBH78DC
龜山區,建物,桃園市龜山區同心一路1~30號,0.0,住,,,1081021,土地0建物1車位0,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0940205,208.96,4,2,2,有,有,有,14400,69,,0.0,0,,RPRNMLMKJIOFFHH88CC
龜山區,房地(土地+建物)+車位,桃園市龜山區文學路211~240號,17.49,住,,,1081111,土地1建物1車位1,二十層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041113,146.58,2,2,2,有,有,無,17000,116,坡道平面,23.78,0,,RPSNMLMKJIOFFHH98CC
大園區,房地(土地+建物)+車位,桃園市大園區大豐一街61~90號,14.37,住,,,1081108,土地1建物1車位1,六層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1040825,104.28,2,1,1,有,有,有,16000,153,坡道平面,31.26,0,,RPVOMLMKJIOFFEH56DC
平鎮區,房地(土地+建物)+車位,桃園市平鎮區德育路二段151~180號,21.48,住,,,1081023,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971001,161.61,3,2,2,有,有,有,14400,89,坡道平面,0.0,0,本案租金不含管理費1658元及停車費用1942元,RPUOMLMKJIOFFGH56CC
楊梅區,建物,桃園市楊梅區金山街368巷31~60號,0.0,住,,,1081024,土地0建物1車位2,七層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060802,226.19,3,2,2,有,有,有,20000,88,坡道平面,63.4,0,,RPWNMLMKJIOFFDH98CC
楊梅區,建物,桃園市楊梅區金山街368巷1~30號,0.0,住,,,1081028,土地0建物1車位1,十層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060802,124.05,2,1,1,有,有,有,13500,109,坡道平面,31.7,0,,RPXNMLMKJIOFFDH09CC
楊梅區,建物,桃園市楊梅區四維路1~30號,0.0,住,,,1081030,土地0建物0車位0,一層,4,店面(店鋪),見其他登記事項,鋼筋混凝土造,0960201,60.75,0,0,0,無,無,無,11500,189,,0.0,0,,RPPOMLMKJIOFFDH38CC
